[2022-12-11 19:31:49,939] multiqc                                            [DEBUG  ]  No MultiQC config found: /opt/conda/envs/nf-core-atacseq-1.2.2/lib/python3.7/site-packages/multiqc_config.yaml
[2022-12-11 19:32:33,453] multiqc.modules.base_module                        [DEBUG  ]  picard/markdups - Selecting 'Fox_pos.mRp.clN.MarkDuplicates.metrics.txt' as it matched the path_filters for 'MERGED REP: Picard'
[2022-12-11 19:32:33,454] multiqc.modules.base_module                        [DEBUG  ]  picard/markdups - Selecting 'Ncol_neg.mRp.clN.MarkDuplicates.metrics.txt' as it matched the path_filters for 'MERGED REP: Picard'
[2022-12-11 19:32:33,456] multiqc.modules.base_module                        [DEBUG  ]  picard/markdups - Selecting 'Ncol_pos.mRp.clN.MarkDuplicates.metrics.txt' as it matched the path_filters for 'MERGED REP: Picard'
[2022-12-11 19:32:33,463] multiqc.modules.picard.picard                      [INFO   ]  Found 6 MarkDuplicates reports
[2022-12-11 19:32:33,463] multiqc.modules.base_module                        [DEBUG  ]  picard/quality_by_cycle - Skipping 'Elav_neg_R1.mLb.clN.CollectMultipleMetrics.quality_by_cycle_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2022-12-11 19:32:33,463] multiqc.modules.base_module                        [DEBUG  ]  picard/quality_by_cycle - Skipping 'Elav_neg_R2.mLb.clN.CollectMultipleMetrics.quality_by_cycle_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2022-12-11 19:32:33,463] multiqc.modules.base_module                        [DEBUG  ]  picard/quality_by_cycle - Skipping 'Elav_neg_R3.mLb.clN.CollectMultipleMetrics.quality_by_cycle_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2022-12-11 19:32:33,463] multiqc.modules.base_module                        [DEBUG  ]  picard/quality_by_cycle - Skipping 'Elav_neg_R4.mLb.clN.CollectMultipleMetrics.quality_by_cycle_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2022-12-11 19:32:33,463] multiqc.modules.base_module                        [DEBUG  ]  picard/quality_by_cycle - Skipping 'Elav_pos_R1.mLb.clN.CollectMultipleMetrics.quality_by_cycle_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2022-12-11 19:32:33,463] multiqc.modules.base_module                        [DEBUG  ]  picard/quality_by_cycle - Skipping 'Elav_pos_R2.mLb.clN.CollectMultipleMetrics.quality_by_cycle_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2022-12-11 19:32:33,463] multiqc.modules.base_module                        [DEBUG  ]  picard/quality_by_cycle - Skipping 'Elav_pos_R3.mLb.clN.CollectMultipleMetrics.quality_by_cycle_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2022-12-11 19:32:33,463] multiqc.modules.base_module                        [DEBUG  ]  picard/quality_by_cycle - Skipping 'Elav_pos_R4.mLb.clN.CollectMultipleMetrics.quality_by_cycle_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2022-12-11 19:32:33,463] multiqc.modules.base_module                        [DEBUG  ]  picard/quality_by_cycle - Skipping 'Fox_neg_R1.mLb.clN.CollectMultipleMetrics.quality_by_cycle_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2022-12-11 19:32:33,463] multiqc.modules.base_module                        [DEBUG  ]  picard/quality_by_cycle - Skipping 'Fox_neg_R2.mLb.clN.CollectMultipleMetrics.quality_by_cycle_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2022-12-11 19:32:33,464] multiqc.modules.base_module                        [DEBUG  ]  picard/quality_by_cycle - Skipping 'Fox_neg_R3.mLb.clN.CollectMultipleMetrics.quality_by_cycle_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2022-12-11 19:32:33,464] multiqc.modules.base_module                        [DEBUG  ]  picard/quality_by_cycle - Skipping 'Fox_pos_R1.mLb.clN.CollectMultipleMetrics.quality_by_cycle_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2022-12-11 19:32:33,464] multiqc.modules.base_module                        [DEBUG  ]  picard/quality_by_cycle - Skipping 'Fox_pos_R2.mLb.clN.CollectMultipleMetrics.quality_by_cycle_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2022-12-11 19:32:33,464] multiqc.modules.base_module                        [DEBUG  ]  picard/quality_by_cycle - Skipping 'Fox_pos_R3.mLb.clN.CollectMultipleMetrics.quality_by_cycle_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2022-12-11 19:32:33,464] multiqc.modules.base_module                        [DEBUG  ]  picard/quality_by_cycle - Skipping 'Ncol_neg_R1.mLb.clN.CollectMultipleMetrics.quality_by_cycle_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2022-12-11 19:32:33,464] multiqc.modules.base_module                        [DEBUG  ]  picard/quality_by_cycle - Skipping 'Ncol_neg_R2.mLb.clN.CollectMultipleMetrics.quality_by_cycle_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2022-12-11 19:32:33,464] multiqc.modules.base_module                        [DEBUG  ]  picard/quality_by_cycle - Skipping 'Ncol_neg_R3.mLb.clN.CollectMultipleMetrics.quality_by_cycle_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2022-12-11 19:32:33,464] multiqc.modules.base_module                        [DEBUG  ]  picard/quality_by_cycle - Skipping 'Ncol_neg_R4.mLb.clN.CollectMultipleMetrics.quality_by_cycle_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2022-12-11 19:32:33,464] multiqc.modules.base_module                        [DEBUG  ]  picard/quality_by_cycle - Skipping 'Ncol_pos_R1.mLb.clN.CollectMultipleMetrics.quality_by_cycle_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2022-12-11 19:32:33,464] multiqc.modules.base_module                        [DEBUG  ]  picard/quality_by_cycle - Skipping 'Ncol_pos_R2.mLb.clN.CollectMultipleMetrics.quality_by_cycle_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2022-12-11 19:32:33,464] multiqc.modules.base_module                        [DEBUG  ]  picard/quality_by_cycle - Skipping 'Ncol_pos_R3.mLb.clN.CollectMultipleMetrics.quality_by_cycle_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2022-12-11 19:32:33,464] multiqc.modules.base_module                        [DEBUG  ]  picard/quality_by_cycle - Skipping 'Ncol_pos_R4.mLb.clN.CollectMultipleMetrics.quality_by_cycle_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2022-12-11 19:32:33,464] multiqc.modules.base_module                        [DEBUG  ]  picard/quality_score_distribution - Skipping 'Elav_neg_R1.mLb.clN.CollectMultipleMetrics.quality_distribution_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2022-12-11 19:32:33,464] multiqc.modules.base_module                        [DEBUG  ]  picard/quality_score_distribution - Skipping 'Elav_neg_R2.mLb.clN.CollectMultipleMetrics.quality_distribution_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2022-12-11 19:32:33,464] multiqc.modules.base_module                        [DEBUG  ]  picard/quality_score_distribution - Skipping 'Elav_neg_R3.mLb.clN.CollectMultipleMetrics.quality_distribution_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2022-12-11 19:32:33,464] multiqc.modules.base_module                        [DEBUG  ]  picard/quality_score_distribution - Skipping 'Elav_neg_R4.mLb.clN.CollectMultipleMetrics.quality_distribution_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2022-12-11 19:32:33,464] multiqc.modules.base_module                        [DEBUG  ]  picard/quality_score_distribution - Skipping 'Elav_pos_R1.mLb.clN.CollectMultipleMetrics.quality_distribution_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2022-12-11 19:32:33,464] multiqc.modules.base_module                        [DEBUG  ]  picard/quality_score_distribution - Skipping 'Elav_pos_R2.mLb.clN.CollectMultipleMetrics.quality_distribution_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2022-12-11 19:32:33,464] multiqc.modules.base_module                        [DEBUG  ]  picard/quality_score_distribution - Skipping 'Elav_pos_R3.mLb.clN.CollectMultipleMetrics.quality_distribution_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2022-12-11 19:32:33,464] multiqc.modules.base_module                        [DEBUG  ]  picard/quality_score_distribution - Skipping 'Elav_pos_R4.mLb.clN.CollectMultipleMetrics.quality_distribution_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2022-12-11 19:32:33,464] multiqc.modules.base_module                        [DEBUG  ]  picard/quality_score_distribution - Skipping 'Fox_neg_R1.mLb.clN.CollectMultipleMetrics.quality_distribution_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2022-12-11 19:32:33,464] multiqc.modules.base_module                        [DEBUG  ]  picard/quality_score_distribution - Skipping 'Fox_neg_R2.mLb.clN.CollectMultipleMetrics.quality_distribution_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2022-12-11 19:32:33,464] multiqc.modules.base_module                        [DEBUG  ]  picard/quality_score_distribution - Skipping 'Fox_neg_R3.mLb.clN.CollectMultipleMetrics.quality_distribution_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2022-12-11 19:32:33,464] multiqc.modules.base_module                        [DEBUG  ]  picard/quality_score_distribution - Skipping 'Fox_pos_R1.mLb.clN.CollectMultipleMetrics.quality_distribution_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2022-12-11 19:32:33,464] multiqc.modules.base_module                        [DEBUG  ]  picard/quality_score_distribution - Skipping 'Fox_pos_R2.mLb.clN.CollectMultipleMetrics.quality_distribution_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2022-12-11 19:32:33,464] multiqc.modules.base_module                        [DEBUG  ]  picard/quality_score_distribution - Skipping 'Fox_pos_R3.mLb.clN.CollectMultipleMetrics.quality_distribution_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2022-12-11 19:32:33,464] multiqc.modules.base_module                        [DEBUG  ]  picard/quality_score_distribution - Skipping 'Ncol_neg_R1.mLb.clN.CollectMultipleMetrics.quality_distribution_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2022-12-11 19:32:33,464] multiqc.modules.base_module                        [DEBUG  ]  picard/quality_score_distribution - Skipping 'Ncol_neg_R2.mLb.clN.CollectMultipleMetrics.quality_distribution_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2022-12-11 19:32:33,464] multiqc.modules.base_module                        [DEBUG  ]  picard/quality_score_distribution - Skipping 'Ncol_neg_R3.mLb.clN.CollectMultipleMetrics.quality_distribution_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2022-12-11 19:32:33,464] multiqc.modules.base_module                        [DEBUG  ]  picard/quality_score_distribution - Skipping 'Ncol_neg_R4.mLb.clN.CollectMultipleMetrics.quality_distribution_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2022-12-11 19:32:33,465] multiqc.modules.base_module                        [DEBUG  ]  picard/quality_score_distribution - Skipping 'Ncol_pos_R1.mLb.clN.CollectMultipleMetrics.quality_distribution_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2022-12-11 19:32:33,465] multiqc.modules.base_module                        [DEBUG  ]  picard/quality_score_distribution - Skipping 'Ncol_pos_R2.mLb.clN.CollectMultipleMetrics.quality_distribution_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2022-12-11 19:32:33,465] multiqc.modules.base_module                        [DEBUG  ]  picard/quality_score_distribution - Skipping 'Ncol_pos_R3.mLb.clN.CollectMultipleMetrics.quality_distribution_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2022-12-11 19:32:33,465] multiqc.modules.base_module                        [DEBUG  ]  picard/quality_score_distribution - Skipping 'Ncol_pos_R4.mLb.clN.CollectMultipleMetrics.quality_distribution_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2022-12-11 19:32:33,465] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Skipping 'Elav_neg_R1.mLb.clN.CollectMultipleMetrics.alignment_summary_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2022-12-11 19:32:33,465] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Skipping 'Elav_neg_R1.mLb.clN.CollectMultipleMetrics.base_distribution_by_cycle_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2022-12-11 19:32:33,465] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Skipping 'Elav_neg_R1.mLb.clN.CollectMultipleMetrics.insert_size_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2022-12-11 19:32:33,465] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Skipping 'Elav_neg_R1.mLb.mkD.MarkDuplicates.metrics.txt' as it didn't match the path_filters for 'MERGED REP: Picard'
[2022-12-11 19:32:33,465] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Skipping 'Elav_neg_R2.mLb.clN.CollectMultipleMetrics.alignment_summary_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2022-12-11 19:32:33,465] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Skipping 'Elav_neg_R2.mLb.clN.CollectMultipleMetrics.base_distribution_by_cycle_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2022-12-11 19:32:33,465] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Skipping 'Elav_neg_R2.mLb.clN.CollectMultipleMetrics.insert_size_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2022-12-11 19:32:33,465] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Skipping 'Elav_neg_R2.mLb.mkD.MarkDuplicates.metrics.txt' as it didn't match the path_filters for 'MERGED REP: Picard'
[2022-12-11 19:32:33,465] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Skipping 'Elav_neg_R3.mLb.clN.CollectMultipleMetrics.alignment_summary_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2022-12-11 19:32:33,465] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Skipping 'Elav_neg_R3.mLb.clN.CollectMultipleMetrics.base_distribution_by_cycle_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2022-12-11 19:32:33,465] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Skipping 'Elav_neg_R3.mLb.clN.CollectMultipleMetrics.insert_size_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2022-12-11 19:32:33,465] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Skipping 'Elav_neg_R3.mLb.mkD.MarkDuplicates.metrics.txt' as it didn't match the path_filters for 'MERGED REP: Picard'
[2022-12-11 19:32:33,465] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Skipping 'Elav_neg_R4.mLb.clN.CollectMultipleMetrics.alignment_summary_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2022-12-11 19:32:33,465] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Skipping 'Elav_neg_R4.mLb.clN.CollectMultipleMetrics.base_distribution_by_cycle_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2022-12-11 19:32:33,465] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Skipping 'Elav_neg_R4.mLb.clN.CollectMultipleMetrics.insert_size_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2022-12-11 19:32:33,465] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Skipping 'Elav_neg_R4.mLb.mkD.MarkDuplicates.metrics.txt' as it didn't match the path_filters for 'MERGED REP: Picard'
[2022-12-11 19:32:33,465] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Skipping 'Elav_pos_R1.mLb.clN.CollectMultipleMetrics.alignment_summary_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2022-12-11 19:32:33,465] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Skipping 'Elav_pos_R1.mLb.clN.CollectMultipleMetrics.base_distribution_by_cycle_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2022-12-11 19:32:33,465] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Skipping 'Elav_pos_R1.mLb.clN.CollectMultipleMetrics.insert_size_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2022-12-11 19:32:33,465] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Skipping 'Elav_pos_R1.mLb.mkD.MarkDuplicates.metrics.txt' as it didn't match the path_filters for 'MERGED REP: Picard'
[2022-12-11 19:32:33,465] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Skipping 'Elav_pos_R2.mLb.clN.CollectMultipleMetrics.alignment_summary_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2022-12-11 19:32:33,465] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Skipping 'Elav_pos_R2.mLb.clN.CollectMultipleMetrics.base_distribution_by_cycle_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2022-12-11 19:32:33,465] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Skipping 'Elav_pos_R2.mLb.clN.CollectMultipleMetrics.insert_size_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2022-12-11 19:32:33,465] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Skipping 'Elav_pos_R2.mLb.mkD.MarkDuplicates.metrics.txt' as it didn't match the path_filters for 'MERGED REP: Picard'
[2022-12-11 19:32:33,465] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Skipping 'Elav_pos_R3.mLb.clN.CollectMultipleMetrics.alignment_summary_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2022-12-11 19:32:33,465] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Skipping 'Elav_pos_R3.mLb.clN.CollectMultipleMetrics.base_distribution_by_cycle_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2022-12-11 19:32:33,466] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Skipping 'Elav_pos_R3.mLb.clN.CollectMultipleMetrics.insert_size_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2022-12-11 19:32:33,466] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Skipping 'Elav_pos_R3.mLb.mkD.MarkDuplicates.metrics.txt' as it didn't match the path_filters for 'MERGED REP: Picard'
[2022-12-11 19:32:33,466] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Skipping 'Elav_pos_R4.mLb.clN.CollectMultipleMetrics.alignment_summary_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2022-12-11 19:32:33,466] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Skipping 'Elav_pos_R4.mLb.clN.CollectMultipleMetrics.base_distribution_by_cycle_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2022-12-11 19:32:33,466] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Skipping 'Elav_pos_R4.mLb.clN.CollectMultipleMetrics.insert_size_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2022-12-11 19:32:33,466] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Skipping 'Elav_pos_R4.mLb.mkD.MarkDuplicates.metrics.txt' as it didn't match the path_filters for 'MERGED REP: Picard'
[2022-12-11 19:32:33,466] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Skipping 'Fox_neg_R1.mLb.clN.CollectMultipleMetrics.alignment_summary_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2022-12-11 19:32:33,466] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Skipping 'Fox_neg_R1.mLb.clN.CollectMultipleMetrics.base_distribution_by_cycle_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2022-12-11 19:32:33,466] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Skipping 'Fox_neg_R1.mLb.clN.CollectMultipleMetrics.insert_size_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2022-12-11 19:32:33,466] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Skipping 'Fox_neg_R1.mLb.mkD.MarkDuplicates.metrics.txt' as it didn't match the path_filters for 'MERGED REP: Picard'
[2022-12-11 19:32:33,466] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Skipping 'Fox_neg_R2.mLb.clN.CollectMultipleMetrics.alignment_summary_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2022-12-11 19:32:33,466] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Skipping 'Fox_neg_R2.mLb.clN.CollectMultipleMetrics.base_distribution_by_cycle_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2022-12-11 19:32:33,466] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Skipping 'Fox_neg_R2.mLb.clN.CollectMultipleMetrics.insert_size_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2022-12-11 19:32:33,466] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Skipping 'Fox_neg_R2.mLb.mkD.MarkDuplicates.metrics.txt' as it didn't match the path_filters for 'MERGED REP: Picard'
[2022-12-11 19:32:33,466] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Skipping 'Fox_neg_R3.mLb.clN.CollectMultipleMetrics.alignment_summary_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2022-12-11 19:32:33,466] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Skipping 'Fox_neg_R3.mLb.clN.CollectMultipleMetrics.base_distribution_by_cycle_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2022-12-11 19:32:33,466] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Skipping 'Fox_neg_R3.mLb.clN.CollectMultipleMetrics.insert_size_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2022-12-11 19:32:33,466] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Skipping 'Fox_neg_R3.mLb.mkD.MarkDuplicates.metrics.txt' as it didn't match the path_filters for 'MERGED REP: Picard'
[2022-12-11 19:32:33,466] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Skipping 'Fox_pos_R1.mLb.clN.CollectMultipleMetrics.alignment_summary_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2022-12-11 19:32:33,466] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Skipping 'Fox_pos_R1.mLb.clN.CollectMultipleMetrics.base_distribution_by_cycle_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2022-12-11 19:32:33,466] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Skipping 'Fox_pos_R1.mLb.clN.CollectMultipleMetrics.insert_size_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2022-12-11 19:32:33,466] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Skipping 'Fox_pos_R1.mLb.mkD.MarkDuplicates.metrics.txt' as it didn't match the path_filters for 'MERGED REP: Picard'
[2022-12-11 19:32:33,466] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Skipping 'Fox_pos_R2.mLb.clN.CollectMultipleMetrics.alignment_summary_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2022-12-11 19:32:33,466] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Skipping 'Fox_pos_R2.mLb.clN.CollectMultipleMetrics.base_distribution_by_cycle_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2022-12-11 19:32:33,466] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Skipping 'Fox_pos_R2.mLb.clN.CollectMultipleMetrics.insert_size_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2022-12-11 19:32:33,466] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Skipping 'Fox_pos_R2.mLb.mkD.MarkDuplicates.metrics.txt' as it didn't match the path_filters for 'MERGED REP: Picard'
[2022-12-11 19:32:33,466] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Skipping 'Fox_pos_R3.mLb.clN.CollectMultipleMetrics.alignment_summary_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2022-12-11 19:32:33,466] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Skipping 'Fox_pos_R3.mLb.clN.CollectMultipleMetrics.base_distribution_by_cycle_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2022-12-11 19:32:33,466] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Skipping 'Fox_pos_R3.mLb.clN.CollectMultipleMetrics.insert_size_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2022-12-11 19:32:33,466] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Skipping 'Fox_pos_R3.mLb.mkD.MarkDuplicates.metrics.txt' as it didn't match the path_filters for 'MERGED REP: Picard'
[2022-12-11 19:32:33,466] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Skipping 'Ncol_neg_R1.mLb.clN.CollectMultipleMetrics.alignment_summary_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2022-12-11 19:32:33,467] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Skipping 'Ncol_neg_R1.mLb.clN.CollectMultipleMetrics.base_distribution_by_cycle_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2022-12-11 19:32:33,467] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Skipping 'Ncol_neg_R1.mLb.clN.CollectMultipleMetrics.insert_size_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2022-12-11 19:32:33,467] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Skipping 'Ncol_neg_R1.mLb.mkD.MarkDuplicates.metrics.txt' as it didn't match the path_filters for 'MERGED REP: Picard'
[2022-12-11 19:32:33,467] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Skipping 'Ncol_neg_R2.mLb.clN.CollectMultipleMetrics.alignment_summary_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2022-12-11 19:32:33,467] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Skipping 'Ncol_neg_R2.mLb.clN.CollectMultipleMetrics.base_distribution_by_cycle_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2022-12-11 19:32:33,467] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Skipping 'Ncol_neg_R2.mLb.clN.CollectMultipleMetrics.insert_size_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2022-12-11 19:32:33,467] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Skipping 'Ncol_neg_R2.mLb.mkD.MarkDuplicates.metrics.txt' as it didn't match the path_filters for 'MERGED REP: Picard'
[2022-12-11 19:32:33,467] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Skipping 'Ncol_neg_R3.mLb.clN.CollectMultipleMetrics.alignment_summary_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
