G1	G2	G3	G4	G5	G6	G7	G8	G9
ARCH453_PRD_DMBX1_Obox6	0.0823938473750427	0.943094487013821	1	1	1	0.0488292512816014	0.0290472321975212	1	1
ARCH454_PRD_DMBX1_PITX1	0.045196060255267	0.833797929087343	1	1	1	0.0600725847511906	0.0503014820417609	1	1
ARCH455_Homeodomains_PBX2_PBX3_PBX1	0.79482459320275	1	0.668236911599664	1	0.942184090373136	1	1	1	1
ARCH456_Homeodomains_PKNOX1_PBX3_PBX1_Pknox1_Pbx1	0.163031001799868	0.833797929087343	0.5111877109381	0.961284581471228	0.89493015475495	0.874629129744572	1	0.7989101494402	1
ARCH457_GATA_Gata3	0.00196918960612471	0.796644835300272	0.8937592496692	1	1	0.43135629682927	1	1	1
ARCH458_ZFP42_YY1	1	1	1	1	1	1	1	1	1
ARCH459_GFI1_GFI1B_zf_C2H2_GFI1B_GFI1	1	0.904534151370301	1	0.481850767732797	0.84779580253288	0.50820361772294	1	1	1
ARCH45_zf_C2H2_ZNF410	0.771010801712719	0.842212813977603	1	1	0.986896428100072	1	1	0.929379814040964	1
ARCH460_GATA2_GATA3_GATA_grn_GATAe	0.931167537054099	1	0.520939109483174	1	0.922871127976566	0.736464952717451	0.603635563351424	1	1
ARCH461_GATA2_GATA3_grn	0.08814053237166	1	0.276988703803261	1	1	1	0.0312377975861867	1	1
ARCH462_TALE_TGIF1_TALE_TGIF2_achi	1	1	0.92170534554082	0.796625834797158	0.926681194191346	1	1	1	1
ARCH463_PRD_PAX2_PRD_PAX5_PRD_PAX8_PAX6_toy	1	1	1	1	1	1	1	1	0.90540224312699
ARCH464_zf_C4_Nuclear_receptors_RORA_Eip75B_RORC_RORB	1	1	0.868904180254273	1	1	1	1	1	1
ARCH465_zf_C4_Nuclear_receptors_RORB	0.409738623739472	1	0.776933349147733	1	1	1	1	1	1
ARCH466_NR2F1_NR2F2_NR2F6_NR1D1_NR1D2	1	1	1	1	1	1	1	1	1
ARCH467_islike_RFX6_Rfx	1	0.261119884316412	0.0645846329903239	0.805839643475642	0.290374080144634	0.42274168107033	0.832311055563695	1	1
ARCH468_RFX5_RFX7_RFX5	1	1	1	0.321948507118519	1	1	1	1	1
ARCH469_RFX5_RFX7_RFX5	1	0.695991344306918	0.000779643038262995	0.410709862396882	1	1	0.582574194866784	1	1
ARCH46_zf_C2H2_ZNF410	1	1	1	1	1	0.365389159498135	1	1	1
ARCH470_RUNX1_RUNX2_RUNX3_RUNX3_RUNX2	1	1	1	1	1	0.00135230475400009	0.393152804181764	1	1
ARCH471_HMGbox_Sox_SOX8_SOX10	1	1	0.926511798227833	1	0.752779734452717	0.693604757804186	1	1	1
ARCH472_HMGbox_Sox_SOX10	1	1	0.873137206185546	1	1	1	0.930451701019606	1	1
ARCH473_TBX2_TBX3_T_box_TBX5_TBX4_byn_T	1	0.892032076133961	0.697736278534695	1	1	0.980433819536623	0.0115517311647671	1	1
ARCH474_TBX2_TBX3_TBX2_MGA	0.93705357331195	1	0.812672007546651	1	1	1	0.879832654844283	1	1
ARCH475_TBX20	0.974684042681386	1	1	0.82339972645128	1	0.395280563268012	1	1	1
ARCH476_TBX20_TBX1_TBX10_TBX15_TBX18_TBX22_TBX1_TBX15	1	1	1	1	1	1	1	1	1
ARCH477_TBX20	1	1	1	1	1	0.694622619357694	1	1	1
ARCH478_TBX20	1	1	0.882924264258339	1	0.943849179448173	1	1	1	1
ARCH479_TBX1_TBX10_TBX1	1	1	1	0.92251417942391	1	1	0.341014309852322	1	1
ARCH47_CSD_YBX1	0.914637314040732	1	1	1	1	1	1	1	1
ARCH480_TBX1_TBX10_TBX1	0.12463651869551	1	1	1	1	1	1	1	1
ARCH481_TBX1_TBX10_TBX1	0.490456808856725	1	1	1	1	1	1	1	1
ARCH482_MGA	1	0.104700157838219	0.707608608356861	1	1	1	1	1	1
ARCH483_zf_C2H2_ZKSCAN3	1	1	1	1	1	0.69632933077088	1	1	1
ARCH484_zf_C2H2_ZSCAN16	1	1	1	1	0.883768977659085	1	0.882385183234196	1	1
ARCH485_CENPB	1	1	1	1	1	1	0.967381220123397	1	1
ARCH486_P53_Trp53	0.731404509804113	1	0.936624727207452	0.984468921253841	0.902663101610406	1	0.577623958832763	1	1
ARCH487_P53_Trp53	1	1	1	0.706264260219063	0.958187486698898	1	0.044936368719574	1	1
ARCH488_SMAD_MH1_NFIX	0.998016313259295	1	1	0.0364932792750297	1	0.43135629682927	9.26082135428272e-07	1	1
ARCH489_T_box_TBX21	1	0.238777205250964	0.914312262807384	1	0.978434002879078	1	1	1	1
ARCH48_Myb_CG10904	0.435409478706086	1	1	1	1	1	1	1	1
ARCH490_T_box_TBX21	1	1	1	1	1	1	1	1	1
ARCH491_T_box_TBX19_byn_T	1	0.255465938064236	0.701155794610812	1	0.840288557763242	0.81732003015769	0.887009672681532	1	1
ARCH492_T_box_EOMES	0.716347677858878	1	1	1	1	1	1	1	1
ARCH493_HLH_cwo	1	0.896968402423282	1	1	1	1	0.123203371900015	1	1
ARCH494_bZIP_FBgn0262975	1	1	0.616852139079138	1	0.946495950261042	1	1	1	1
ARCH495_zf_C2H2_gl	0.998178002934548	0.904534151370301	1	1	0.705141949485785	1	1	1	1
ARCH496_zf_C2H2_pita	0.718821306653071	1	1	1	1	1	0.177157799263883	1	1
ARCH497_zf_C2H2_CG10654	1	1	1	0.942471419147023	0.527389587893047	1	0.233321795958366	1	1
ARCH498_kn	1	1	1	1	1	1	1	1	1
ARCH499_Forkhead_CHES_1_like	0.347999388655894	0.9435722131497	0.5111877109381	1	1	0.702477336030655	0.996907345560436	1	1
ARCH49_Myb_Dip3	0.98013703055648	1	0.781500309266307	0.942471419147023	0.913716790764992	1	0.520995517945755	1	1
ARCH4_GATA1	0.00753124669426427	1	1	0.52785013700899	1	0.881502545501607	1	1	1
ARCH500_Forkhead_CHES_1_like	1	1	1	1	0.479210668940214	0.818096654739831	1	1	1
ARCH501_Forkhead_CHES_1_like	1	1	0.240302326588149	0.406912179096838	1	1	1	1	1
ARCH502_GATA_GATAe	0.240839493551768	0.890715543544614	0.354012814147981	1	1	0.914164159089867	0.282386954181725	1	1
ARCH503_T_box_org_1	1	1	0.633398980179374	1	1	1	0.974446550970008	1	1
ARCH504_zf_C2H2_ZNF76_ZNF143	1	0.903487233966648	1	1	1	1	1	1	1
ARCH505_zf_C2H2_PRDM4	0.740604061872545	1	1	1	0.978188923041373	1	0.547820836494393	1	1
ARCH506_zf_C2H2_PRDM4	1	1	0.973656982326615	1	1	1	1	1	1
ARCH507_zf_C2H2_BCL11B	1	1	1	1	1	1	1	1	1
ARCH508_zf_C2H2_ZSCAN9	1	1	1	0.96330764648776	1	1	1	1	1
ARCH509_zf_C2H2_ZNF12	1	1	1	1	0.883768977659085	0.767137243149062	1	1	1
ARCH50_zf_C2H2_ZNF211	0.360935327817595	1	0.701155794610812	1	1	1	0.135378141020411	1	1
ARCH510_zf_C2H2_ZBTB43	0.327896248786399	1	0.808364518559393	1	1	1	1	1	1
ARCH511_zf_C2H2_ZNF177	1	1	0.679476428163107	1	1	0.661100351385366	1	1	1
ARCH512_zf_C2H2_ZSCAN16	1	1	1	1	0.699497673424714	1	0.42857856210139	1	1
ARCH513_zf_C2H2_ZNF345	1	1	0.236531665275666	0.935800988276882	1	1	1	1	1
ARCH514_Forkhead_FOXN2	0.90529152273502	1	1	1	1	1	0.603831632339699	1	1
ARCH515_Forkhead_FOXN2	1	1	0.890083750839834	1	1	1	0.2808829845872	1	1
ARCH516_Homeodomains_POU6F1	1	1	1	1	0.84184011057409	1	0.0320144569266269	1	1
ARCH517_PAX4	1	1	1	1	1	1	1	1	0.90540224312699
ARCH518_PAX4	1	1	1	1	1	1	1	1	0.168748885778673
ARCH519_T_box_TBX19	0.599682495706835	1	0.502038998376077	1	1	1	0.165940392313554	1	1
ARCH51_HSF1	0.98013703055648	0.691711987435425	0.897669638417045	1	1	1	0.66857727788458	1	1
ARCH520_zf_C2H2_ZFP82	1	0.928112421330772	1	1	1	1	1	1	1
ARCH521_zf_C2H2_ZKSCAN7	1	1	1	1	1	1	0.930451701019606	1	1
ARCH522_zf_C2H2_ZNF777	1	1	0.707608608356861	1	1	1	0.840395598294752	1	1
ARCH523_HLH_da_CG33557	1	1	1	1	0.907777034724503	1	0.0264451300573784	1	1
ARCH524_zf_C2H2_Zif	1	1	0.868904180254273	1	1	0.874629129744572	1	1	1
ARCH525_zf_C2H2_ab	1	1	0.972580658593201	1	1	1	0.661959188523352	1	1
ARCH526_zf_C2H2_ab	1	1	1	1	1	1	1	1	1
ARCH527_Homeodomains_Poxm	1	1	1	1	1	1	1	1	1
ARCH528_zf_C2H2_CTCF	1	0.547723779055299	0.8937592496692	1	1	1	1	1	1
ARCH529_zf_C2H2_ZNF302	1	1	1	1	1	1	0.312149992776315	1	1
ARCH52_BORIS	0.1746615074236	1	0.708160919342047	1	1	1	1	1	1
ARCH530_zf_C2H2_ZNF85	0.700416285419165	1	1	1	0.910236078098139	0.881502545501607	1	1	1
ARCH531_zf_C2H2_ZNF317	1	0.612376801836454	0.119909394114399	1	1	1	1	1	1
ARCH532_zf_C2H2_ZNF614	1	1	1	0.822502059529045	1	1	1	1	1
ARCH533_zf_C2H2_ZNF7	1	0.911650192749475	0.946483942921656	0.536189966228287	1	1	0.917776255886886	1	1
ARCH534_zf_C2H2_ZNF214	0.783224976592018	1	1	1	1	0.792887300949519	1	1	1
ARCH535_zf_C2H2_ZNF382	1	1	0.623871349232234	0.914915762920314	1	1	1	1	1
ARCH536_zf_C2H2_ZNF764	1	1	1	1	1	0.647510024309084	0.701716235034753	1	1
ARCH537_zf_C2H2_ZNF680	1	1	1	0.635082354408563	1	1	1	1	1
ARCH538_zf_C2H2_ZNF443	1	1	0.960757729789213	1	0.84161025852738	1	1	1	1
ARCH539_zf_C2H2_ZNF74	1	1	1	1	1	1	0.997178325357107	1	1
ARCH53_zf_C2H2_CTCF	0.858643586852761	1	1	0.953799445844366	1	0.668433708855997	0.00862960307474961	1	1
ARCH540_zf_C2H2_ZNF565	1	1	0.957249062712064	0.534165451568596	1	1	1	1	1
ARCH541_zf_C2H2_ZNF808	1	1	0.101025865599623	1	0.526504392159062	1	0.261043730849856	1	1
ARCH542_zf_C2H2_ZNF627	1	1	1	1	1	0.962303995630424	1	1	1
ARCH543_zf_C2H2_ZNF805	0.88052283339636	1	1	1	1	0.59956487025846	1	1	1
ARCH544_zf_C2H2_ZNF285	1	1	1	1	1	1	1	1	1
ARCH545_bZIP_JUN	1	0.730567952808873	0.00443985980853643	0.494237473346461	1	1	1	1	1
ARCH546_Ets_T_box_zf_C2H2_THAP_finger_ETS1_Tbx2_ZNF76_ZNF143_Zfp143_THAP11_Thap11	1	1	1	0.880956333590977	0.699497673424714	1	1	1	1
ARCH547_Ets_ETS1	1	1	0.864625950159391	0.607900384443391	1	1	0.894624281922418	1	1
ARCH548_HSF_HSF1	1	1	1	1	1	1	1	1	1
ARCH549_STAT_STAT1	0.338276963154389	1	0.873322726081111	1	1	1	1	1	1
ARCH54_zf_C2H2_ZNF223_CTCF	0.66822875996592	1	1	1	0.926681194191346	0.460046926373589	0.207056845389345	1	1
ARCH550_STAT_STAT3	0.868894736406421	1	0.988763529031682	0.357763026720178	1	1	1	1	1
ARCH551_THAP_finger_THAP1	1	1	1	1	1	1	1	1	1
ARCH552_dpy_27	0.374732329569795	1	1	1	0.840288557763242	1	1	1	1
ARCH553_zf_C2H2_ZNF416	1	0.762618832710024	1	1	0.951984295448139	1	1	1	1
ARCH554_zf_C2H2_ZNF675	0.60539578543773	1	1	1	1	1	0.978527132346457	1	1
ARCH555_zf_C2H2_ZBTB12	1	1	1	1	0.993853027381437	0.814327909555692	0.893771495778924	1	1
ARCH556_zf_C2H2_ZNF175	0.858643586852761	1	0.708160919342047	1	1	1	1	1	1
ARCH557_zf_C2H2_ZIM3	0.66267840074942	1	0.696933058843461	1	1	1	1	1	1
ARCH558_zf_C2H2_ZNF214	1	0.866428533860458	0.109845565109085	0.837509903480635	1	1	0.51441949208891	1	1
ARCH559_zf_C2H2_ZNF513	1	1	1	1	1	1	1	1	1
ARCH55_zf_C2H2_CTCF	0.718809323556291	1	0.904888788558102	1	0.285980399549978	0.536803711495852	0.0303967067274942	1	1
ARCH560_zf_C2H2_ZNF680	0.82726229780294	1	1	0.612777231176674	1	0.837456277821887	0.96985637585519	1	1
ARCH561_zf_C2H2_ZNF675	1	1	0.695409103197792	1	1	0.980433819536623	1	1	1
ARCH562_zf_C2H2_ZNF677	0.858643586852761	1	1	1	1	0.856518553632908	1	0.710148936795365	1
ARCH563_zf_C2H2_GLI4	1	1	0.971179434756185	0.746867878066412	1	0.842211312530836	1	1	1
ARCH564_zf_C2H2_ZNF350	0.665439531928405	1	0.174152244924041	1	1	0.753489837514316	1	1	1
ARCH565_zf_C2H2_ZNF8	1	1	1	1	1	1	1	0.754664990890376	1
ARCH566_HLH_Hand1	0.912946351437712	1	0.830677640664854	1	1	0.693604757804186	1	1	1
ARCH567_zf_C2H2_ZNF586	1	1	0.609565701543593	1	1	1	0.6621058267806	1	1
ARCH568_zf_C2H2_ZNF85	1	1	1	1	1	0.985639439902757	1	1	1
ARCH569_zf_C2H2_ZKSCAN1_Zkscan1	1	0.504775630022107	1	1	1	0.767137243149062	0.938139472802634	1	1
ARCH56_zf_C2H2_CTCF	1	1	1	1	0.919386936424655	0.592156862457728	1	1	1
ARCH570_zf_C2H2_ZNF317	1	0.622940861316227	0.000463988177264134	1	1	1	0.163048881064791	1	1
ARCH571_zf_C2H2_ZNF214	0.656705210260216	1	0.627007268157897	0.772918644517491	0.922871127976566	1	1	1	1
ARCH572_zf_C2H2_ZNF528	1	1	1	1	1	1	1	1	1
ARCH573_zf_C2H2_ZNF680	1	1	1	0.825824780413893	1	1	0.528239233669257	1	1
ARCH574_zf_C2H2_ZNF250	1	1	1	1	0.526504392159062	1	0.893771495778924	1	1
ARCH575_zf_C2H2_ZNF140	0.553895951703543	1	1	1	1	1	1	1	1
ARCH576_zf_C2H2_ZNF121	1	1	1	1	1	0.81732003015769	1	1	1
ARCH577_zf_C2H2_ZNF134	0.302692481532027	0.523332100690281	1	0.983808046548022	1	0.783553134091927	0.143654074924658	1	1
ARCH578_zf_C2H2_ZNF350	1	1	1	1	1	0.31658982400626	0.89125880801917	1	1
ARCH579_zf_C2H2_Prdm14	1	0.226116010746304	1	1	0.66886221337334	0.928792899240797	0.638476726158863	1	1
ARCH57_CArG	0.534752837439349	1	1	1	0.723535000733251	0.436675258774547	1	1	1
ARCH580_zf_C2H2_Prdm9	1	1	1	0.539044564118642	1	0.647510024309084	1	1	1
ARCH581_HMGbox_Sox_SOX10_Sox10	1	1	1	1	1	1	1	1	1
ARCH582_HMGbox_Sox_SOX9_Sox9	1	1	1	1	1	1	0.720958180480924	1	1
ARCH583_T_box_T	1	1	1	0.967262199841981	1	1	0.693357242647282	1	1
ARCH584_zf_C2H2_CTCF	1	1	1	1	0.800652035891034	0.874629129744572	0.685013583154857	1	1
ARCH585_GATA_Gata3	0.0383817066225827	0.979052452689146	1	1	1	0.785282738610619	1	1	1
ARCH586_bZIP_XBP1	0.98013703055648	1	0.926511798227833	0.548967502589715	1	1	1	1	1
ARCH587_CEBPA	0.975800256338777	1	0.78576882365628	0.438460444902556	1	1	1	1	1
ARCH588_ZNF143	1	0.238777205250964	1	0.61049926235698	0.926681194191346	1	1	1	1
ARCH589_PAX6	1	1	1	1	1	1	1	1	1
ARCH58_PB0181.1_Spdef_2	1	1	0.000138505125468541	1	1	1	1	1	1
ARCH590_PAX2	1	1	0.519862123120721	0.445200939757336	1	1	1	1	1
ARCH591	1	1	1	1	0.863472590049447	1	1	1	1
ARCH592_STAT1	0.63360267381409	1	1	1	0.688181203564453	0.925268593889363	1	1	1
ARCH593_STAT3	0.426487595351076	0.136604671435499	0.788120411896395	1	1	1	1	1	1
ARCH594_Stat92E	1	1	0.868904180254273	1	1	1	1	1	1
ARCH595_T	1	1	1	1	1	0.306770672795237	1	1	1
ARCH596_TOPORS	1	1	1	1	1	1	1	1	1
ARCH597_HMX3	1	1	1	1	1	0.853151725194089	1	1	1
ARCH598_T_box_EOMES	0.199793288800714	1	0.957044587766249	1	1	0.955146602637369	0.0268850918627331	1	1
ARCH599_STB5	1	0.292110924528363	0.668236911599664	1	1	0.283325394070817	0.714266790314896	1	1
ARCH59_G3BP2	1	0.657010960745115	0.0674160300242431	0.863990006540591	1	1	0.713049241998593	1	1
ARCH5_GATA3	0.00347215659666282	0.866428533860458	0.953987332121476	1	1	0.626609773823524	1	1	1
ARCH60	0.868894736406421	0.921135890885743	1	1	0.0148185693502955	0.369486970819344	0.0334443607026462	1	1
ARCH600_CCA	0.321439070064057	0.6145601307274	0.0263335763422667	1	1	0.698709622180274	0.0715183281049356	1	1
ARCH601_GAT3	1	1	1	1	0.986862426769622	1	1	0.66446907637624	1
ARCH602_Homeodomains_Rhox11	0.746778208548201	1	1	0.837509903480635	0.612349048751725	1	0.410523270027155	1	1
ARCH603_zf_C2H2_pat_9	1	1	1	1	0.796968428866302	1	1	1	1
ARCH604_Homeodomains_Rhox8	1	1	1	1	0.800652035891034	0.406206613488142	0.109162038306354	1	1
ARCH605_ZNF519	0.809907697603849	1	1	1	1	0.797158120860402	1	1	1
ARCH606_SeqBias:	0.829128378234599	1	1	0.441791935284035	0.163906515433775	1	1	1	1
ARCH607_TCP1	1	1	1	1	1	0.874083581080177	1	0.719960623545562	1
ARCH608_PAX6	1	1	1	0.812534877687574	0.865685337477555	1	0.708264989669709	1	1
ARCH609_zf_C2H2_Plagl1	0.831285381037095	1	0.596323792749077	0.503568630422117	1	1	1	0.66446907637624	1
ARCH610_zf_C2H2_Zic5	1	1	0.608735450397241	1	1	0.0155440052332726	0.0215232643078447	1	1
ARCH611_zf_C2H2_PLAGL2	1	1	0.395699784756056	0.379641312771208	1	1	1	1	1
ARCH612_zf_C2H2_ZNF460	1	1	0.873322726081111	0.282810651651252	0.592894767366004	1	0.462646794834427	1	1
ARCH613_zf_C2H2_opa	0.935592385462764	1	1	1	1	0.971725707243295	1.92998395498481e-05	1	1
ARCH614_zf_C2H2_opa	1	1	1	1	1	1	0.894624281922418	0.710148936795365	1
ARCH615_zf_C2H2_sug_lmd	1	1	0.694663156954865	0.86886335837048	1	0.0968296701323106	0.123115090938131	1	1
ARCH616_zf_C2H2_ZNF263	1	0.361814934531115	1	1	1	1	1	1	1
ARCH617_zf_C2H2_GLIS1	0.79492325505686	1	1	0.977419417451076	0.72534885528385	0.50570349512005	0.0290472321975212	1	1
ARCH618_zf_C2H2_ZNF770	1	1	1	0.903584684324963	0.705141949485785	1	1	1	1
ARCH619_zf_C2H2_ZFX	0.789095001702389	1	1	1	1	1	1	1	1
ARCH61_zf_C2H2_D19B	0.795571694152795	1	1	1	0.601109005401828	1	1	1	1
ARCH620_HSF3__HSFA6B	0.170160508722802	0.558242192277381	0.97765475256327	1	1	0.803693096364286	0.831770445618347	1	1
ARCH621	0.878984828703582	0.112901109666093	1	1	1	0.733237643674703	0.475462780384039	1	1
ARCH622_HSF1_HSF2_HSF4_HSF_HSF4_HSF1_HSF2_Hsf2	0.941010825805454	0.869900720233147	1	1	0.688181203564453	1	1	1	1
ARCH623_HSF1_HSF2_HSF4_HSF_HSF4_HSF1_HSF2	0.854379210709415	0.561691381565387	0.864950203409283	1	1	1	1	1	1
ARCH624_HSF_hsf2	1	1	1	1	0.830073076875932	0.872183326802289	0.0740466252674875	1	1
ARCH625_HSF_HSF2	1	1	1	1	1	0.794413786793368	0.99007390567983	1	1
ARCH626_HSF_Hsf	0.767738408501155	0.288957431834616	1	1	1	1	0.901844113281896	1	1
ARCH627_HSF_Hsf	0.881166083709819	0.6145601307274	1	0.777966726815184	1	0.733498724738858	1	1	1
ARCH628_HSF_HSF2_Hsf1	1	0.468342787726742	1	1	1	0.837057190706729	1	1	1
ARCH629_HSF_HSF5	1	1	1	1	0.545358346657086	1	0.428983040237621	1	1
ARCH62_zf_C2H2_GTF3A	1	1	1	1	1	1	1	1	1
ARCH630_HSF_Hsf	0.297695501108987	0.698171551283057	1	1	1	0.70853621869901	1	1	1
ARCH631	0.340059429541788	0.901398249152931	1	1	1	1	0.72376549368785	1	1
ARCH632_HSF_HSF1_Hsf1	0.771010801712719	0.693204589725532	1	1	0.901010218899054	1	1	1	1
ARCH633_Hsf	0.803665999372124	0.782089064981048	1	1	1	0.78352139564277	1	1	1
ARCH634_zf_C2H2_Klf7_Klf8_Klf12_luna_KLF5_KLF4_KLF10	0.597403251569951	1	1	1	1	1	0.792777206598275	1	1
ARCH635_zf_C2H2_Klf1	1	1	1	1	1	1	1	1	1
ARCH636_islike_SP5_KLF15_SP8_SP9	0.0703652587306289	1	0.701155794610812	0.69138524961212	1	1	0.64103320507832	1	1
ARCH637_zf_C2H2_KLF6	1	0.908233995326638	1	0.878328108342846	1	1	1	1	1
ARCH638_zf_C2H2_KLF3_KLF12_CG42741	0.392868902145157	1	1	0.984508164808459	1	1	1	1	1
ARCH639_KLF6_KLF7_klf_3	0.795571694152795	0.866428533860458	1	1	1	1	1	1	1
ARCH63_HOXD11	0.000526582476741147	0.720160654931799	0.234671294293957	1	1	0.69632933077088	0.380136339188579	1	1
ARCH640_SP1_SP3_SP4_Sp4	1	0.961268677535865	1	0.515731930440321	1	1	0.563749200956962	1	1
ARCH641_SP1_SP3_SP4_zf_C2H2_SP3_SP1_KLF16_cbt_Sp1_CG3065	0.475799219598817	1	1	0.859031070787582	1	1	0.880340125766511	1	1
ARCH642_SP1_SP3_SP4_KLF10_KLF11_zf_C2H2_SP3_KLF13_cbt_KLF14	0.295094594159289	1	1	1	1	1	0.65091801820894	1	1
ARCH643_islike_EGR1_EGR2_EGR3_Egr3	0.0406383273830434	0.93595169840485	1	0.859540507736243	1	0.914164159089867	1	1	1
ARCH644_islike_EGR1_EGR2_EGR3_zf_C2H2_EGR1_EGR2_EGR4_EGR3_klu	0.890198385034944	1	1	1	1	1	1	1	1
ARCH645_zf_C2H2_sptf_3_btd	0.214454526705287	1	0.737539820867686	0.321948507118519	1	1	0.204921250268769	1	1
ARCH646_zf_C2H2_btd	0.176153066157739	0.731700203098863	1	1	1	1	1	1	1
ARCH647_zf_C2H2_klu	0.782120695446246	1	1	1	1	1	0.582574194866784	1	1
ARCH648_zf_C2H2_CG8145	1	1	1	1	1	1	1	1	1
ARCH649_zf_C2H2_CG4424	1	1	1	1	1	1	1	1	1
ARCH64_Nab2p	0.0286183187377667	1	0.961281587796494	1	1	0.736464952717451	1	1	1
ARCH650_zf_C2H2_KLF17	0.425480169154815	1	1	1	1	1	1	1	1
ARCH651_zf_C2H2_Egr1_Egr2	0.374732329569795	1	1	1	1	1	1	1	1
ARCH652_zf_C2H2_sr	1	1	1	0.984468921253841	1	1	1	1	1
ARCH653_zf_C2H2_CG3065	0.261071007897437	1	0.827189642988317	1	1	0.758392310819228	0.388688068101088	1	1
ARCH654_zf_C2H2_luna	0.858643586852761	1	1	1	1	1	1	1	1
ARCH655_zf_C2H2_CG42741	0.789095001702389	1	1	1	1	1	0.947847817521239	1	1
ARCH656_zf_C2H2_dar1	0.93705357331195	1	1	1	1	1	1	1	1
ARCH657_zf_C2H2_dar1	0.696193263279104	1	1	1	1	1	1	1	1
ARCH658_zf_C2H2_Klf4_Klf1	0.374732329569795	1	1	1	1	1	1	1	1
ARCH659_zf_C2H2_KLF9	0.745918437967932	1	1	1	1	1	1	1	1
ARCH65_Tb_0220	1	0.00395093035929924	0.770968767643563	1	1	1	0.879832654844283	1	1
ARCH660_zf_C2H2_KLF4	1	1	1	0.483477230512771	1	1	1	1	1
ARCH661_zf_C2H2_KLF8_Klf8	1	1	1	1	0.967178370800354	0.0296630597492111	0.937310308273142	1	1
ARCH662_E2FA	0.98013703055648	0.350095107943963	1	0.837509903480635	1	1	1	1	1
ARCH663_PCF	1	1	1	1	1	1	1	1	1
ARCH664_E2F7_E2F8_E2F4_E2F5_E2F2_E2F3	1	1	1	1	1	1	1	1	1
ARCH665_E2F7_E2F8_E2F4_E2F5_E2F2_E2F3	1	0.6145601307274	1	1	1	1	1	1	1
ARCH666_E2F7_E2F8_E2F_TDP_E2F2_E2F1	0.534752837439349	0.0659611556552197	1	1	1	1	1	1	1
ARCH667_E2F_TDP_E2F4_E2F5_E2F1_E2F4	0.594299848465087	0.132035996264956	1	0.894458814837094	1	1	1	1	1
ARCH668_E2F_TDP_E2F1	1	1	1	0.99248557940901	1	0.69632933077088	1	1	1
ARCH669_ANTP_HOXA2_ANTP_HOXA3_ANTP_HOXB2_ANTP_HOXB3_ANTP_HOXD3_ANTP_MNX1_BARHL2_Barhl1	0.796825609064589	0.618014419547754	0.0288706543445153	0.782748040674693	1	0.460046926373589	0.00400948339352288	1	1
ARCH66_cad	1	0.0187700026870541	0.441659777882963	1	1	0.642545634756674	1	1	1
ARCH670_BORCS8_MEF2A_MEF2B_MEF2C_MEF2D_MEF2B	1	1	0.528489873245187	1	1	0.907957051693321	1	1	1
ARCH671_SRF	1	1	1	1	0.303302445839481	0.845204055917023	1	1	1
ARCH672	0.860091331687151	0.833797929087343	1	1	1	1	1	1	1
ARCH673_zf_C2H2_ZNF354A	0.424664019722716	0.732965963895347	0.786011724755215	1	1	0.650174095435824	0.293215865609362	1	1
ARCH674_MADS_box_SRF_SRF_Srf	0.744981281522137	1	1	0.943647023562066	1	0.974669679888475	1	1	1
ARCH675_MADS_box_SRF_SRF	1	1	0.701155794610812	0.955445510958821	0.926681194191346	1	1	1	1
ARCH676_MADS_box_SRF_SRF	1	1	0.868904180254273	1	0.941695901241708	0.837456277821887	1	1	1
ARCH677_MADS_box_SRF_Srf	1	1	1	0.772918644517491	0.922871127976566	1	1	1	1
ARCH678_YY1	1	1	1	1	0.986896428100072	1	1	1	1
ARCH679_SRF	0.593226950831429	0.386098610948235	0.938305384887383	1	0.161832052345329	1	1	1	1
ARCH67_PB0032.1_IRC900814_1	0.315013235569091	1	0.651776443509531	1	1	1	1	1	1
ARCH680_SRF	1	1	0.890083750839834	0.730800411485236	0.883768977659085	1	1	1	1
ARCH681_SRF	0.963376023461664	1	0.897669638417045	0.718321279295173	0.699497673424714	1	1	1	1
ARCH682_HLH_Atoh1	0.568659469508107	0.421077239205144	1	0.819763998519151	1	0.853216659802494	1	1	1
ARCH683_HLH_Nhlh2	0.791669032753298	0.845219963861965	1	1	1	1	1	1	1
ARCH684_HLH_Tcf21_nau_FERD3L	0.869946035988145	0.730567952808873	1	0.718321279295173	1	1	0.0527186307684539	1	1
ARCH685_HLH_nau	1	1	1	1	1	0.492540894138154	0.456673295391714	1	1
ARCH686_HLH_TCF12_BHLHA15_Bhlha15	0.662122607115454	0.51388764062705	1	0.139253047351092	0.248010371998179	0.0124961813554351	5.18914894259463e-27	1	1
ARCH687_HLH_ASCL1	0.177203582589713	1	1	0.762850702399116	0.125856875357738	0.00113157628458917	8.34129202004914e-15	1	1
ARCH688_zf_C2H2_ZBTB18_ZBTB42	0.364732681066452	0.865913367692564	0.577665541778871	0.690897813051711	1	1	1	1	1
ARCH689_HLH_HMGbox_Sox_TCF3_TCF12_Tcf7l1	0.0293241731727543	1	1	0.754547731846339	0.0602628385276174	0.000342359723772731	4.36775354136531e-18	1	1
ARCH68_AT	1	1	1	0.047774578270618	1	0.30932206533677	0.340122819228062	1	1
ARCH690_zf_C2H2_ZBTB18	1	1	1	1	1	1	1	1	1
ARCH691_HLH_TCF3	0.0693997662482072	0.698171551283057	1	0.690897813051711	0.483298700699439	0.00170000750331557	1.51729507263685e-21	1	1
