PeakID (cmd=annotatePeaks.pl Fox_pos_R1.mLb.clN_peaks.narrowPeak GCF_932526225.1_jaNemVect1.1_genomic.fna -gid -gtf Nvec_v4_merged_annotation_sort.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Fox_pos_R1.mLb.clN_peak_8893	NC_064041.1	15021075	15021370	+	30	NA	Intergenic	Intergenic	-6873	Nvec_vc1.1_LOC116616243	Nvec_vc1.1_LOC116616243	Nvec_vc1.1_XM_032378273			LOC116616243			NA
Fox_pos_R1.mLb.clN_peak_9885	NC_064042.1	14616646	14616854	+	30	NA	promoter-TSS (Nvec_vc1.1_LOC116615041)	-promoter-TSS (Nvec_vc1.1_LOC116615041)	-58	Nvec_vc1.1_LOC116615041	Nvec_vc1.1_LOC116615041	Nvec_vc1.1_XM_048732182			LOC116615041			NA
Fox_pos_R1.mLb.clN_peak_5893	NC_064038.1	14796427	14796676	+	30	NA	exon (Nvec_vc1.1_LOC5502251, exon 39 of 39)	-exon (Nvec_vc1.1_LOC5502251, exon 39 of 39)	33646	Nvec_vc1.1_LOC125563031	Nvec_vc1.1_LOC125563031	Nvec_vc1.1_XM_048727655			LOC125563031			NA
Fox_pos_R1.mLb.clN_peak_14207	NC_064047.1	11983132	11983417	+	30	NA	intron (Nvec_vc1.1_LOC116617352, intron 5 of 6)	-intron (Nvec_vc1.1_LOC116617352, intron 5 of 6)	-10926	Nvec_vc1.1_LOC116611964	Nvec_vc1.1_LOC116611964	Nvec_vc1.1_XM_048722231			LOC116611964			NA
Fox_pos_R1.mLb.clN_peak_9048	NC_064042.1	1077007	1077513	+	30	NA	Intergenic	Intergenic	5303	Nvec_vc1.1_LOC116616317	Nvec_vc1.1_LOC116616317	Nvec_vc1.1_XM_048732751			LOC116616317			NA
Fox_pos_R1.mLb.clN_peak_2070	NC_064035.1	12402122	12402507	+	30	NA	TTS (Nvec_vc1.1_LOC5514053)	-TTS (Nvec_vc1.1_LOC5514053)	10018	Nvec_vc1.1_LOC5514052	Nvec_vc1.1_LOC5514052	Nvec_vc1.1_XM_001634203			LOC5514052			NA
Fox_pos_R1.mLb.clN_peak_7181	NC_064040.1	1270916	1271226	+	30	NA	exon (Nvec_vc1.1_LOC5511921, exon 21 of 22)	-exon (Nvec_vc1.1_LOC5511921, exon 21 of 22)	13054	Nvec_vc1.1_LOC5511921	Nvec_vc1.1_LOC5511921	Nvec_vc1.1_XM_048730629			LOC5511921			NA
Fox_pos_R1.mLb.clN_peak_7193	NC_064040.1	1465973	1466313	+	30	NA	exon (Nvec_vc1.1_LOC5511964, exon 1 of 1)	-exon (Nvec_vc1.1_LOC5511964, exon 1 of 1)	2383	Nvec_vc1.1_LOC5511964	Nvec_vc1.1_LOC5511964	Nvec_vc1.1_XM_032381356			LOC5511964			NA
Fox_pos_R1.mLb.clN_peak_11169	NC_064044.1	4430912	4431372	+	30	NA	promoter-TSS (Nvec_vc1.1_LOC5504994)	-promoter-TSS (Nvec_vc1.1_LOC5504994)	62	Nvec_vc1.1_LOC5504994	Nvec_vc1.1_LOC5504994	Nvec_vc1.1_XM_001625817			LOC5504994			NA
Fox_pos_R1.mLb.clN_peak_13752	NC_064047.1	3540638	3540884	+	30	NA	intron (Nvec_vc1.1_LOC5502533, intron 7 of 11)	-intron (Nvec_vc1.1_LOC5502533, intron 7 of 11)	5960	Nvec_vc1.1_LOC5502533	Nvec_vc1.1_LOC5502533	Nvec_vc1.1_XM_048722029			LOC5502533			NA
Fox_pos_R1.mLb.clN_peak_5388	NC_064038.1	5461114	5461349	+	30	NA	TTS (Nvec_vc1.1_LOC5508966)	-TTS (Nvec_vc1.1_LOC5508966)	10749	Nvec_vc1.1_LOC116616008	Nvec_vc1.1_LOC116616008	Nvec_vc1.1_XM_048727643			LOC116616008			NA
Fox_pos_R1.mLb.clN_peak_12994	NC_064046.1	4967798	4968031	+	30	NA	exon (Nvec_vc1.1_LOC5518093, exon 5 of 5)	-exon (Nvec_vc1.1_LOC5518093, exon 5 of 5)	9165	Nvec_vc1.1_LOC5518093	Nvec_vc1.1_LOC5518093	Nvec_vc1.1_XM_032362554			LOC5518093			NA
Fox_pos_R1.mLb.clN_peak_11346	NC_064044.1	7908036	7908289	+	30	NA	exon (Nvec_vc1.1_LOC5518385, exon 1 of 1)	-exon (Nvec_vc1.1_LOC5518385, exon 1 of 1)	1077	Nvec_vc1.1_LOC5518385	Nvec_vc1.1_LOC5518385	Nvec_vc1.1_XM_032363097			LOC5518385			NA
Fox_pos_R1.mLb.clN_peak_12818	NC_064046.1	2738194	2738426	+	30	NA	intron (Nvec_vc1.1_LOC5499133, intron 1 of 1)	-intron (Nvec_vc1.1_LOC5499133, intron 1 of 1)	1486	Nvec_vc1.1_LOC5499133	Nvec_vc1.1_LOC5499133	Nvec_vc1.1_XM_001620722			LOC5499133			NA
Fox_pos_R1.mLb.clN_peak_2123	NC_064035.1	13130727	13131087	+	30	NA	intron (Nvec_vc1.1_LOC5521757, intron 1 of 64)	-intron (Nvec_vc1.1_LOC5521757, intron 1 of 64)	1480	Nvec_vc1.1_LOC5521757	Nvec_vc1.1_LOC5521757	Nvec_vc1.1_XM_048724413			LOC5521757			NA
Fox_pos_R1.mLb.clN_peak_5141	NC_064037.1	17954390	17954633	+	30	NA	Intergenic	Intergenic	6707	Nvec_vc1.1_LOC5503004	Nvec_vc1.1_LOC5503004	Nvec_vc1.1_XM_001624063			LOC5503004			NA
Fox_pos_R1.mLb.clN_peak_13815	NC_064047.1	4597446	4597640	+	30	NA	Intergenic	Intergenic	-8105	Nvec_vc1.1_LOC5503457	Nvec_vc1.1_LOC5503457	Nvec_vc1.1_XM_032371808			LOC5503457			NA
Fox_pos_R1.mLb.clN_peak_459	NC_064034.1	7844342	7844707	+	30	NA	exon (Nvec_vc1.1_LOC5520473, exon 1 of 5)	-exon (Nvec_vc1.1_LOC5520473, exon 1 of 5)	113	Nvec_vc1.1_LOC5520473	Nvec_vc1.1_LOC5520473	Nvec_vc1.1_XM_032365561			LOC5520473			NA
Fox_pos_R1.mLb.clN_peak_2534	NC_064035.1	19541560	19541763	+	30	NA	intron (Nvec_vc1.1_LOC5504309, intron 4 of 4)	-intron (Nvec_vc1.1_LOC5504309, intron 4 of 4)	6811	Nvec_vc1.1_LOC5504309	Nvec_vc1.1_LOC5504309	Nvec_vc1.1_XM_048724310			LOC5504309			NA
Fox_pos_R1.mLb.clN_peak_4455	NC_064037.1	7442980	7443299	+	30	NA	intron (Nvec_vc1.1_LOC5498986, intron 3 of 10)	-intron (Nvec_vc1.1_LOC5498986, intron 3 of 10)	1506	Nvec_vc1.1_LOC5498986	Nvec_vc1.1_LOC5498986	Nvec_vc1.1_XM_048726388			LOC5498986			NA
Fox_pos_R1.mLb.clN_peak_10425	NC_064043.1	7120377	7120866	+	30	NA	intron (Nvec_vc1.1_LOC5521928, intron 13 of 30)	-intron (Nvec_vc1.1_LOC5521928, intron 13 of 30)	6364	Nvec_vc1.1_LOC5521928	Nvec_vc1.1_LOC5521928	Nvec_vc1.1_XM_001641642			LOC5521928			NA
Fox_pos_R1.mLb.clN_peak_10958	NC_064043.1	14779946	14780156	+	30	NA	TTS (Nvec_vc1.1_LOC5509412)	-TTS (Nvec_vc1.1_LOC5509412)	-4933	Nvec_NVE3179	Nvec_NVE3179	Nvec_NVE3179						NA
Fox_pos_R1.mLb.clN_peak_7082	NC_064039.1	15893174	15893498	+	30	NA	promoter-TSS (Nvec_vc1.1_LOC5509254)	-promoter-TSS (Nvec_vc1.1_LOC5509254)	8	Nvec_vc1.1_LOC5509254	Nvec_vc1.1_LOC5509254	Nvec_vc1.1_XM_032378171			LOC5509254			NA
Fox_pos_R1.mLb.clN_peak_12522	NC_064045.1	13648829	13649054	+	30	NA	promoter-TSS (Nvec_vc1.1_LOC116603665)	-promoter-TSS (Nvec_vc1.1_LOC116603665)	89	Nvec_vc1.1_LOC116603665	Nvec_vc1.1_LOC116603665	Nvec_vc1.1_XM_048719811			LOC116603665			NA
Fox_pos_R1.mLb.clN_peak_7274	NC_064040.1	3263828	3264125	+	30	NA	promoter-TSS (Nvec_vc1.1_LOC5514936)	-promoter-TSS (Nvec_vc1.1_LOC5514936)	-393	Nvec_vc1.1_LOC5514936	Nvec_vc1.1_LOC5514936	Nvec_vc1.1_XM_048730410			LOC5514936			NA
Fox_pos_R1.mLb.clN_peak_2686	NC_064036.1	785589	785892	+	30	NA	exon (Nvec_vc1.1_LOC5517022, exon 2 of 19)	-exon (Nvec_vc1.1_LOC5517022, exon 2 of 19)	5877	Nvec_vc1.1_LOC5517022	Nvec_vc1.1_LOC5517022	Nvec_vc1.1_XM_032386970			LOC5517022			NA
Fox_pos_R1.mLb.clN_peak_10845	NC_064043.1	13438552	13438861	+	30	NA	promoter-TSS (Nvec_vc1.1_LOC5502817)	-promoter-TSS (Nvec_vc1.1_LOC5502817)	-296	Nvec_vc1.1_LOC5502817	Nvec_vc1.1_LOC5502817	Nvec_vc1.1_XM_048733566			LOC5502817			NA
Fox_pos_R1.mLb.clN_peak_5325	NC_064038.1	4251514	4251963	+	30	NA	exon (Nvec_vc1.1_LOC5517836, exon 2 of 2)	-exon (Nvec_vc1.1_LOC5517836, exon 2 of 2)	1708	Nvec_vc1.1_LOC5517836	Nvec_vc1.1_LOC5517836	Nvec_vc1.1_XM_048727815			LOC5517836			NA
Fox_pos_R1.mLb.clN_peak_8679	NC_064041.1	10702090	10702312	+	30	NA	Intergenic	Intergenic	-2810	Nvec_vc1.1_LOC125570161	Nvec_vc1.1_LOC125570161	Nvec_vc1.1_XM_048731335			LOC125570161			NA
Fox_pos_R1.mLb.clN_peak_5054	NC_064037.1	16544056	16544415	+	30	NA	intron (Nvec_vc1.1_LOC116619148, intron 4 of 5)	-intron (Nvec_vc1.1_LOC116619148, intron 4 of 5)	1549	Nvec_vc1.1_LOC116619148	Nvec_vc1.1_LOC116619148	Nvec_vc1.1_XM_048726541			LOC116619148			NA
Fox_pos_R1.mLb.clN_peak_14135	NC_064047.1	10560994	10561498	+	30	NA	exon (Nvec_vc1.1_LOC5503175, exon 7 of 7)	-exon (Nvec_vc1.1_LOC5503175, exon 7 of 7)	-5645	Nvec_vc1.1_LOC5503166	Nvec_vc1.1_LOC5503166	Nvec_vc1.1_XM_001624217			LOC5503166			NA
Fox_pos_R1.mLb.clN_peak_1477	NC_064035.1	3453342	3453550	+	30	NA	TTS (Nvec_vc1.1_LOC5514787)	-TTS (Nvec_vc1.1_LOC5514787)	3227	Nvec_vc1.1_LOC5514829	Nvec_vc1.1_LOC5514829	Nvec_vc1.1_XM_032384383			LOC5514829			NA
Fox_pos_R1.mLb.clN_peak_4254	NC_064037.1	4782041	4782265	+	30	NA	TTS (Nvec_vc1.1_LOC5512890)	-TTS (Nvec_vc1.1_LOC5512890)	9885	Nvec_vc1.1_LOC5512890	Nvec_vc1.1_LOC5512890	Nvec_vc1.1_XM_048726450			LOC5512890			NA
Fox_pos_R1.mLb.clN_peak_7473	NC_064040.1	5989568	5989764	+	30	NA	intron (Nvec_vc1.1_LOC5520805, intron 1 of 1)	-intron (Nvec_vc1.1_LOC5520708, intron 8 of 11)	1583	Nvec_vc1.1_LOC5520805	Nvec_vc1.1_LOC5520805	Nvec_vc1.1_XM_032365969			LOC5520805			NA
Fox_pos_R1.mLb.clN_peak_7124	NC_064039.1	16632932	16633377	+	30	NA	intron (Nvec_vc1.1_LOC116618744, intron 1 of 11)	-intron (Nvec_vc1.1_LOC116618744, intron 1 of 11)	1077	Nvec_vc1.1_LOC116618744	Nvec_vc1.1_LOC116618744	Nvec_vc1.1_XM_048728685			LOC116618744			NA
Fox_pos_R1.mLb.clN_peak_8835	NC_064041.1	13858242	13858540	+	30	NA	promoter-TSS (Nvec_vc1.1_LOC5516177)	-promoter-TSS (Nvec_vc1.1_LOC5516177)	-952	Nvec_vc1.1_LOC5516177	Nvec_vc1.1_LOC5516177	Nvec_vc1.1_XM_048731401			LOC5516177			NA
Fox_pos_R1.mLb.clN_peak_7020	NC_064039.1	14715813	14716026	+	30	NA	intron (Nvec_vc1.1_LOC5515132, intron 8 of 9)	-intron (Nvec_vc1.1_LOC5515132, intron 8 of 9)	-2679	Nvec_vc1.1_LOC5515131	Nvec_vc1.1_LOC5515131	Nvec_vc1.1_XM_032384825			LOC5515131			NA
Fox_pos_R1.mLb.clN_peak_14139	NC_064047.1	10662926	10663142	+	30	NA	promoter-TSS (Nvec_vc1.1_LOC116610708)	-promoter-TSS (Nvec_vc1.1_LOC116610708)	-223	Nvec_vc1.1_LOC116610708	Nvec_vc1.1_LOC116610708	Nvec_vc1.1_XM_048722207			LOC116610708			NA
Fox_pos_R1.mLb.clN_peak_8222	NC_064041.1	1368022	1368256	+	30	NA	Intergenic	Intergenic	-22163	Nvec_vc1.1_LOC5498963	Nvec_vc1.1_LOC5498963	Nvec_vc1.1_XM_048731089			LOC5498963			NA
Fox_pos_R1.mLb.clN_peak_5471	NC_064038.1	6703623	6703817	+	30	NA	exon (Nvec_vc1.1_LOC5504590, exon 22 of 58)	-exon (Nvec_vc1.1_LOC5504590, exon 22 of 58)	49799	Nvec_vc1.1_LOC116612243	Nvec_vc1.1_LOC116612243	Nvec_vc1.1_XM_048727720			LOC116612243			NA
Fox_pos_R1.mLb.clN_peak_14202	NC_064047.1	11876642	11877002	+	30	NA	Intergenic	Intergenic	25646	Nvec_vc1.1_LOC5513284	Nvec_vc1.1_LOC5513284	Nvec_vc1.1_XM_048721908			LOC5513284			NA
Fox_pos_R1.mLb.clN_peak_2079	NC_064035.1	12558208	12558670	+	30	NA	intron (Nvec_vc1.1_LOC116619178, intron 1 of 12)	-intron (Nvec_vc1.1_LOC116619178, intron 1 of 12)	921	Nvec_vc1.1_LOC116619178	Nvec_vc1.1_LOC116619178	Nvec_vc1.1_XM_048723672			LOC116619178			NA
Fox_pos_R1.mLb.clN_peak_2292	NC_064035.1	15962578	15962776	+	30	NA	Intergenic	Intergenic	3716	Nvec_vc1.1_LOC116604899	Nvec_vc1.1_LOC116604899	Nvec_vc1.1_XM_048724011			LOC116604899			NA
Fox_pos_R1.mLb.clN_peak_11506	NC_064044.1	11379028	11379339	+	30	NA	intron (Nvec_NVE12033, intron 1 of 1)	-intron (Nvec_NVE12033, intron 1 of 1)	378	Nvec_NVE12033	Nvec_NVE12033	Nvec_NVE12033						NA
Fox_pos_R1.mLb.clN_peak_8421	NC_064041.1	5362895	5363177	+	30	NA	Intergenic	Intergenic	-9221	Nvec_vc1.1_LOC5504504	Nvec_vc1.1_LOC5504504	Nvec_vc1.1_XM_001625353			LOC5504504			NA
Fox_pos_R1.mLb.clN_peak_254	NC_064034.1	4392027	4392261	+	30	NA	intron (Nvec_vc1.1_LOC5517185, intron 1 of 3)	-intron (Nvec_vc1.1_LOC5517185, intron 1 of 3)	715	Nvec_vc1.1_LOC5517185	Nvec_vc1.1_LOC5517185	Nvec_vc1.1_XM_032387219			LOC5517185			NA
Fox_pos_R1.mLb.clN_peak_3149	NC_064036.1	7440535	7441560	+	30	NA	intron (Nvec_vc1.1_LOC5513641, intron 2 of 2)	-intron (Nvec_vc1.1_LOC5513641, intron 2 of 2)	5137	Nvec_vc1.1_LOC5513641	Nvec_vc1.1_LOC5513641	Nvec_vc1.1_XM_001633826			LOC5513641			NA
Fox_pos_R1.mLb.clN_peak_12074	NC_064045.1	5725746	5726114	+	30	NA	exon (Nvec_vc1.1_LOC5502147, exon 10 of 14)	-exon (Nvec_vc1.1_LOC5502147, exon 10 of 14)	12719	Nvec_vc1.1_LOC5502147	Nvec_vc1.1_LOC5502147	Nvec_vc1.1_XM_048720384			LOC5502147			NA
Fox_pos_R1.mLb.clN_peak_12392	NC_064045.1	11592349	11592550	+	30	NA	intron (Nvec_vc1.1_LOC116603912, intron 1 of 2)	-intron (Nvec_vc1.1_LOC116603912, intron 1 of 2)	1127	Nvec_vc1.1_LOC116603912	Nvec_vc1.1_LOC116603912	Nvec_vc1.1_XM_048719665			LOC116603912			NA
Fox_pos_R1.mLb.clN_peak_13240	NC_064046.1	9484482	9485155	+	30	NA	intron (Nvec_vc1.1_LOC5518594, intron 3 of 33)	-intron (Nvec_vc1.1_LOC5518594, intron 3 of 33)	-18234	Nvec_vc1.1_LOC5518544	Nvec_vc1.1_LOC5518544	Nvec_vc1.1_XM_001638497			LOC5518544			NA
Fox_pos_R1.mLb.clN_peak_4224	NC_064037.1	4323540	4323767	+	30	NA	exon (Nvec_vc1.1_LOC116618654, exon 5 of 5)	-exon (Nvec_vc1.1_LOC116618654, exon 5 of 5)	9111	Nvec_vc1.1_LOC116618654	Nvec_vc1.1_LOC116618654	Nvec_vc1.1_XM_032382619			LOC116618654			NA
Fox_pos_R1.mLb.clN_peak_8989	NC_064041.1	17359989	17360307	+	30	NA	Intergenic	Intergenic	815700	Nvec_vc1.1_LOC125570141	Nvec_vc1.1_LOC125570141	Nvec_vc1.1_XM_048731274			LOC125570141			NA
Fox_pos_R1.mLb.clN_peak_10284	NC_064043.1	5089825	5090052	+	30	NA	promoter-TSS (Nvec_vc1.1_LOC5506040)	-promoter-TSS (Nvec_vc1.1_LOC5506040)	497	Nvec_v1g246405	Nvec_v1g246405	Nvec_v1g246405						NA
Fox_pos_R1.mLb.clN_peak_4675	NC_064037.1	10901354	10901900	+	30	NA	exon (Nvec_vc1.1_LOC5506466, exon 23 of 23)	-exon (Nvec_vc1.1_LOC5506466, exon 23 of 23)	-2096	Nvec_vc1.1_LOC125561792	Nvec_vc1.1_LOC125561792	Nvec_vc1.1_XM_048726199			LOC125561792			NA
Fox_pos_R1.mLb.clN_peak_8351	NC_064041.1	4026377	4026606	+	30	NA	TTS (Nvec_vc1.1_LOC5502802)	-TTS (Nvec_vc1.1_LOC5502802)	7432	Nvec_vc1.1_LOC116619403	Nvec_vc1.1_LOC116619403	Nvec_vc1.1_XM_048731697			LOC116619403			NA
Fox_pos_R1.mLb.clN_peak_5066	NC_064037.1	16812410	16812676	+	30	NA	Intergenic	Intergenic	-1256	Nvec_vc1.1_LOC5508948	Nvec_vc1.1_LOC5508948	Nvec_vc1.1_XM_001629450			LOC5508948			NA
Fox_pos_R1.mLb.clN_peak_8971	NC_064041.1	16383238	16383500	+	30	NA	TTS (Nvec_vc1.1_LOC5507943)	-TTS (Nvec_vc1.1_LOC5507943)	6258	Nvec_vc1.1_LOC5507943	Nvec_vc1.1_LOC5507943	Nvec_vc1.1_XM_001628534			LOC5507943			NA
Fox_pos_R1.mLb.clN_peak_703	NC_064034.1	11780825	11781036	+	30	NA	promoter-TSS (Nvec_vc1.1_LOC5517385)	-promoter-TSS (Nvec_vc1.1_LOC5517385)	-16	Nvec_vc1.1_LOC5517385	Nvec_vc1.1_LOC5517385	Nvec_vc1.1_XM_001637408			LOC5517385			NA
Fox_pos_R1.mLb.clN_peak_6292	NC_064039.1	3957077	3957559	+	30	NA	intron (Nvec_vc1.1_LOC5501999, intron 1 of 13)	-intron (Nvec_vc1.1_LOC5501999, intron 1 of 13)	577	Nvec_vc1.1_LOC5501999	Nvec_vc1.1_LOC5501999	Nvec_vc1.1_XM_032370272			LOC5501999			NA
Fox_pos_R1.mLb.clN_peak_11366	NC_064044.1	8253247	8253572	+	30	NA	exon (Nvec_vc1.1_LOC5518434, exon 4 of 4)	-exon (Nvec_vc1.1_LOC5518434, exon 4 of 4)	-2327	Nvec_vc1.1_LOC116602025	Nvec_vc1.1_LOC116602025	Nvec_vc1.1_XM_048734095			LOC116602025			NA
Fox_pos_R1.mLb.clN_peak_5787	NC_064038.1	12402684	12403130	+	30	NA	exon (Nvec_vc1.1_LOC5514174, exon 23 of 23)	-exon (Nvec_vc1.1_LOC5514174, exon 23 of 23)	-13134	Nvec_vc1.1_LOC116619189	Nvec_vc1.1_LOC116619189	Nvec_vc1.1_XM_048727768			LOC116619189			NA
Fox_pos_R1.mLb.clN_peak_1389	NC_064035.1	2121897	2122144	+	30	NA	intron (Nvec_vc1.1_LOC5515512, intron 1 of 3)	-intron (Nvec_vc1.1_LOC5515512, intron 1 of 3)	802	Nvec_vc1.1_LOC5515512	Nvec_vc1.1_LOC5515512	Nvec_vc1.1_XM_001635622			LOC5515512			NA
Fox_pos_R1.mLb.clN_peak_13972	NC_064047.1	7818506	7818894	+	30	NA	exon (Nvec_vc1.1_LOC5510285, exon 1 of 9)	-exon (Nvec_vc1.1_LOC5510285, exon 1 of 9)	268	Nvec_vc1.1_LOC5510285	Nvec_vc1.1_LOC5510285	Nvec_vc1.1_XM_048721981			LOC5510285			NA
Fox_pos_R1.mLb.clN_peak_9688	NC_064042.1	11642844	11643140	+	30	NA	intron (Nvec_vc1.1_LOC5502431, intron 6 of 7)	-intron (Nvec_vc1.1_LOC5502431, intron 6 of 7)	-5418	Nvec_vc1.1_LOC5502428	Nvec_vc1.1_LOC5502428	Nvec_vc1.1_XM_032370694			LOC5502428			NA
Fox_pos_R1.mLb.clN_peak_11301	NC_064044.1	7111088	7111666	+	29	NA	intron (Nvec_vc1.1_LOC5505278, intron 9 of 9)	-intron (Nvec_vc1.1_LOC5505278, intron 9 of 9)	10526	Nvec_vc1.1_LOC116605635	Nvec_vc1.1_LOC116605635	Nvec_vc1.1_XM_048733995			LOC116605635			NA
Fox_pos_R1.mLb.clN_peak_1694	NC_064035.1	6464870	6465237	+	29	NA	intron (Nvec_vc1.1_LOC5517949, intron 21 of 23)	-intron (Nvec_vc1.1_LOC5517949, intron 21 of 23)	-8293	Nvec_vc1.1_LOC5517953	Nvec_vc1.1_LOC5517953	Nvec_vc1.1_XM_048724348			LOC5517953			NA
Fox_pos_R1.mLb.clN_peak_13686	NC_064047.1	2342954	2343258	+	29	NA	intron (Nvec_vc1.1_LOC125559768, intron 1 of 1)	-intron (Nvec_vc1.1_LOC116602248, intron 5 of 9)	635	Nvec_vc1.1_LOC125559768	Nvec_vc1.1_LOC125559768	Nvec_vc1.1_XM_048721414			LOC125559768			NA
Fox_pos_R1.mLb.clN_peak_7116	NC_064039.1	16495776	16496144	+	29	NA	exon (Nvec_vc1.1_LOC5513291, exon 84 of 193)	-exon (Nvec_vc1.1_LOC5513291, exon 84 of 193)	48705	Nvec_vc1.1_LOC5513291	Nvec_vc1.1_LOC5513291	Nvec_vc1.1_XM_048729070			LOC5513291			NA
Fox_pos_R1.mLb.clN_peak_11440	NC_064044.1	9624767	9625007	+	29	NA	exon (Nvec_vc1.1_LOC5517500, exon 2 of 6)	-exon (Nvec_vc1.1_LOC5517500, exon 2 of 6)	1463	Nvec_vc1.1_LOC5517500	Nvec_vc1.1_LOC5517500	Nvec_vc1.1_XM_048734445			LOC5517500			NA
Fox_pos_R1.mLb.clN_peak_5056	NC_064037.1	16578871	16579455	+	29	NA	intron (Nvec_vc1.1_LOC5513927, intron 1 of 5)	-intron (Nvec_vc1.1_LOC5513927, intron 1 of 5)	979	Nvec_vc1.1_LOC5513927	Nvec_vc1.1_LOC5513927	Nvec_vc1.1_XM_001634099			LOC5513927			NA
Fox_pos_R1.mLb.clN_peak_14283	NC_064047.1	15089601	15090022	+	29	NA	Intergenic	Intergenic	53275	Nvec_vc1.1_LOC125559783	Nvec_vc1.1_LOC125559783	Nvec_vc1.1_XM_048721468			LOC125559783			NA
Fox_pos_R1.mLb.clN_peak_11808	NC_064045.1	1406077	1406406	+	29	NA	Intergenic	Intergenic	-7243	Nvec_NVE5879	Nvec_NVE5879	Nvec_NVE5879						NA
Fox_pos_R1.mLb.clN_peak_5823	NC_064038.1	13056223	13056555	+	29	NA	intron (Nvec_vc1.1_LOC5507636, intron 15 of 26)	-intron (Nvec_vc1.1_LOC5507636, intron 15 of 26)	12763	Nvec_vc1.1_LOC5507638	Nvec_vc1.1_LOC5507638	Nvec_vc1.1_XM_001628223			LOC5507638			NA
Fox_pos_R1.mLb.clN_peak_8699	NC_064041.1	11102878	11103149	+	29	NA	intron (Nvec_vc1.1_LOC5515338, intron 1 of 1)	-intron (Nvec_vc1.1_LOC5515338, intron 1 of 1)	2784	Nvec_vc1.1_LOC5515338	Nvec_vc1.1_LOC5515338	Nvec_vc1.1_XM_032385032			LOC5515338			NA
Fox_pos_R1.mLb.clN_peak_9075	NC_064042.1	1469843	1470529	+	29	NA	intron (Nvec_vc1.1_LOC116616309, intron 1 of 13)	-intron (Nvec_vc1.1_LOC116616309, intron 1 of 13)	2374	Nvec_vc1.1_LOC116616309	Nvec_vc1.1_LOC116616309	Nvec_vc1.1_XM_032378378			LOC116616309			NA
Fox_pos_R1.mLb.clN_peak_2527	NC_064035.1	19393966	19394180	+	29	NA	intron (Nvec_vc1.1_LOC5525234, intron 5 of 16)	-intron (Nvec_vc1.1_LOC5525234, intron 5 of 16)	10734	Nvec_vc1.1_LOC5525234	Nvec_vc1.1_LOC5525234	Nvec_vc1.1_XM_048723530			LOC5525234			NA
Fox_pos_R1.mLb.clN_peak_205	NC_064034.1	3776657	3776854	+	29	NA	exon (Nvec_vc1.1_LOC5517096, exon 2 of 2)	-exon (Nvec_vc1.1_LOC5517096, exon 2 of 2)	7293	Nvec_vc1.1_LOC5517096	Nvec_vc1.1_LOC5517096	Nvec_vc1.1_XM_032387246			LOC5517096			NA
Fox_pos_R1.mLb.clN_peak_4703	NC_064037.1	11291828	11292040	+	29	NA	exon (Nvec_vc1.1_LOC5516607, exon 1 of 1)	-exon (Nvec_vc1.1_LOC5516607, exon 1 of 1)	-1451	Nvec_vc1.1_LOC5516610	Nvec_vc1.1_LOC5516610	Nvec_vc1.1_XM_048727091			LOC5516610			NA
Fox_pos_R1.mLb.clN_peak_5259	NC_064038.1	3383741	3384290	+	29	NA	intron (Nvec_vc1.1_LOC5501792, intron 2 of 6)	-intron (Nvec_vc1.1_LOC5501792, intron 2 of 6)	1346	Nvec_vc1.1_LOC5501792	Nvec_vc1.1_LOC5501792	Nvec_vc1.1_XM_001622998			LOC5501792			NA
Fox_pos_R1.mLb.clN_peak_13803	NC_064047.1	4386070	4386546	+	29	NA	TTS (Nvec_vc1.1_LOC5510155)	-TTS (Nvec_vc1.1_LOC5510155)	4042	Nvec_vc1.1_LOC5510155	Nvec_vc1.1_LOC5510155	Nvec_vc1.1_XM_032379260			LOC5510155			NA
Fox_pos_R1.mLb.clN_peak_4243	NC_064037.1	4614065	4614336	+	29	NA	exon (Nvec_vc1.1_LOC5513064, exon 1 of 2)	-exon (Nvec_vc1.1_LOC5513064, exon 1 of 2)	3211	Nvec_vc1.1_LOC5513064	Nvec_vc1.1_LOC5513064	Nvec_vc1.1_XM_032382630			LOC5513064			NA
Fox_pos_R1.mLb.clN_peak_6759	NC_064039.1	10911780	10912287	+	29	NA	intron (Nvec_vc1.1_LOC5503807, intron 5 of 7)	-intron (Nvec_vc1.1_LOC5503807, intron 5 of 7)	-3679	Nvec_vc1.1_LOC116611620	Nvec_vc1.1_LOC116611620	Nvec_vc1.1_XM_032372013			LOC116611620			NA
Fox_pos_R1.mLb.clN_peak_13995	NC_064047.1	8406295	8406743	+	29	NA	Intergenic	Intergenic	-1297	Nvec_vc1.1_LOC5510462	Nvec_vc1.1_LOC5510462	Nvec_vc1.1_XM_001630845			LOC5510462			NA
Fox_pos_R1.mLb.clN_peak_8734	NC_064041.1	11611340	11611627	+	29	NA	intron (Nvec_vc1.1_LOC116619820, intron 6 of 37)	-intron (Nvec_vc1.1_LOC116619820, intron 6 of 37)	3882	Nvec_vc1.1_LOC116619820	Nvec_vc1.1_LOC116619820	Nvec_vc1.1_XM_048731617			LOC116619820			NA
