PeakID (cmd=annotatePeaks.pl Ncol_pos_R3.mLb.clN_peaks.narrowPeak GCF_932526225.1_jaNemVect1.1_genomic.fna -gid -gtf Nvec_v4_merged_annotation_sort.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Ncol_pos_R3.mLb.clN_peak_10873	NC_064043.1	1593913	1594299	+	36	NA	intron (Nvec_vc1.1_LOC5512183, intron 1 of 7)	-intron (Nvec_vc1.1_LOC5512183, intron 1 of 7)	4737	Nvec_vc1.1_LOC5512183	Nvec_vc1.1_LOC5512183	Nvec_vc1.1_XM_032381566			LOC5512183			NA
Ncol_pos_R3.mLb.clN_peak_11089	NC_064043.1	4194858	4195394	+	36	NA	intron (Nvec_vc1.1_LOC5504523, intron 3 of 18)	-intron (Nvec_vc1.1_LOC5504523, intron 3 of 18)	3725	Nvec_vc1.1_LOC5504523	Nvec_vc1.1_LOC5504523	Nvec_vc1.1_XM_048733249			LOC5504523			NA
Ncol_pos_R3.mLb.clN_peak_9594	NC_064041.1	12813452	12813703	+	36	NA	exon (Nvec_vc1.1_LOC5516229, exon 14 of 14)	-exon (Nvec_vc1.1_LOC5516229, exon 14 of 14)	-1413	Nvec_vc1.1_LOC5516227	Nvec_vc1.1_LOC5516227	Nvec_vc1.1_XM_048731064			LOC5516227			NA
Ncol_pos_R3.mLb.clN_peak_7422	NC_064039.1	11099999	11100314	+	36	NA	promoter-TSS (Nvec_vc1.1_LOC5503792)	-promoter-TSS (Nvec_vc1.1_LOC5503792)	83	Nvec_vc1.1_LOC5503792	Nvec_vc1.1_LOC5503792	Nvec_vc1.1_XM_001624680			LOC5503792			NA
Ncol_pos_R3.mLb.clN_peak_5777	NC_064038.1	3869523	3869802	+	36	NA	promoter-TSS (Nvec_vc1.1_LOC116601438)	-promoter-TSS (Nvec_vc1.1_LOC116601438)	-982	Nvec_vc1.1_LOC116601438	Nvec_vc1.1_LOC116601438	Nvec_vc1.1_XM_048728264			LOC116601438			NA
Ncol_pos_R3.mLb.clN_peak_11769	NC_064043.1	13514631	13515120	+	36	NA	TTS (Nvec_vc1.1_LOC5506771)	-TTS (Nvec_vc1.1_LOC5506771)	18525	Nvec_vc1.1_LOC5502824	Nvec_vc1.1_LOC5502824	Nvec_vc1.1_XM_048733629			LOC5502824			NA
Ncol_pos_R3.mLb.clN_peak_10326	NC_064042.1	7386812	7387361	+	35	NA	intron (Nvec_vc1.1_LOC5518200, intron 4 of 4)	-intron (Nvec_vc1.1_LOC5518200, intron 4 of 4)	2685	Nvec_vc1.1_LOC5518200	Nvec_vc1.1_LOC5518200	Nvec_vc1.1_XM_048732422			LOC5518200			NA
Ncol_pos_R3.mLb.clN_peak_5535	NC_064037.1	16998872	16999102	+	35	NA	intron (Nvec_vc1.1_LOC116617676, intron 3 of 5)	-intron (Nvec_vc1.1_LOC116617676, intron 3 of 5)	-5872	Nvec_vc1.1_LOC116617693	Nvec_vc1.1_LOC116617693	Nvec_vc1.1_XM_032380631			LOC116617693			NA
Ncol_pos_R3.mLb.clN_peak_3745	NC_064036.1	11216231	11216483	+	35	NA	exon (Nvec_vc1.1_LOC5520054, exon 13 of 13)	-exon (Nvec_vc1.1_LOC5520054, exon 13 of 13)	-1281	Nvec_vc1.1_LOC5519977	Nvec_vc1.1_LOC5519977	Nvec_vc1.1_XM_032365096			LOC5519977			NA
Ncol_pos_R3.mLb.clN_peak_318	NC_064034.1	4913763	4914088	+	35	NA	intron (Nvec_vc1.1_LOC116621173, intron 11 of 22)	-intron (Nvec_vc1.1_LOC116621173, intron 11 of 22)	-1022	Nvec_vc1.1_LOC116621176	Nvec_vc1.1_LOC116621176	Nvec_vc1.1_XM_032387186			LOC116621176			NA
Ncol_pos_R3.mLb.clN_peak_12782	NC_064044.1	15824437	15825103	+	35	NA	intron (Nvec_vc1.1_LOC5502460, intron 1 of 23)	-intron (Nvec_vc1.1_LOC5502460, intron 1 of 23)	4089	Nvec_vc1.1_LOC5502460	Nvec_vc1.1_LOC5502460	Nvec_vc1.1_XM_048734052			LOC5502460			NA
Ncol_pos_R3.mLb.clN_peak_6276	NC_064038.1	11302524	11303277	+	35	NA	intron (Nvec_vc1.1_LOC116601368, intron 4 of 30)	-intron (Nvec_vc1.1_LOC116601368, intron 4 of 30)	-11419	Nvec_vc1.1_LOC5517624	Nvec_vc1.1_LOC5517624	Nvec_vc1.1_XM_001637579			LOC5517624			NA
Ncol_pos_R3.mLb.clN_peak_10626	NC_064042.1	12089043	12089423	+	35	NA	Intergenic	Intergenic	-1634	Nvec_vc1.1_LOC5512373	Nvec_vc1.1_LOC5512373	Nvec_vc1.1_XM_032381769			LOC5512373			NA
Ncol_pos_R3.mLb.clN_peak_10578	NC_064042.1	11409818	11410036	+	35	NA	intron (Nvec_vc1.1_LOC5507810, intron 1 of 13)	-intron (Nvec_vc1.1_LOC5507810, intron 1 of 13)	913	Nvec_vc1.1_LOC5507810	Nvec_vc1.1_LOC5507810	Nvec_vc1.1_XM_048732639			LOC5507810			NA
Ncol_pos_R3.mLb.clN_peak_4439	NC_064037.1	1687834	1688557	+	35	NA	exon (Nvec_vc1.1_LOC5509225, exon 124 of 130)	-exon (Nvec_vc1.1_LOC5509225, exon 124 of 130)	-11125	Nvec_vc1.1_LOC5509222	Nvec_vc1.1_LOC5509222	Nvec_vc1.1_XM_001629718			LOC5509222			NA
Ncol_pos_R3.mLb.clN_peak_6072	NC_064038.1	8260881	8261611	+	35	NA	promoter-TSS (Nvec_vc1.1_LOC5505986)	-promoter-TSS (Nvec_vc1.1_LOC5505986)	79	Nvec_vc1.1_LOC5505986	Nvec_vc1.1_LOC5505986	Nvec_vc1.1_XM_001626665			LOC5505986			NA
Ncol_pos_R3.mLb.clN_peak_9121	NC_064041.1	3594420	3594838	+	35	NA	Intergenic	Intergenic	5304	Nvec_vc1.1_LOC5505854	Nvec_vc1.1_LOC5505854	Nvec_vc1.1_XM_048731292			LOC5505854			NA
Ncol_pos_R3.mLb.clN_peak_13524	NC_064045.1	12470736	12471035	+	35	NA	promoter-TSS (Nvec_vc1.1_LOC116603960)	-promoter-TSS (Nvec_vc1.1_LOC116603960)	-817	Nvec_vc1.1_LOC116603960	Nvec_vc1.1_LOC116603960	Nvec_vc1.1_XM_032365655			LOC116603960			NA
Ncol_pos_R3.mLb.clN_peak_15644	NC_064048.1	4621746	4622025	+	35	NA	promoter-TSS (Nvec_vc1.1_LOC5509273)	-promoter-TSS (Nvec_vc1.1_LOC5509273)	19	Nvec_vc1.1_LOC5509273	Nvec_vc1.1_LOC5509273	Nvec_vc1.1_XM_032378192			LOC5509273			NA
Ncol_pos_R3.mLb.clN_peak_9913	NC_064042.1	1030799	1031033	+	35	NA	intron (Nvec_vc1.1_LOC116611661, intron 1 of 5)	-intron (Nvec_vc1.1_LOC116611661, intron 1 of 5)	1090	Nvec_vc1.1_LOC116611661	Nvec_vc1.1_LOC116611661	Nvec_vc1.1_XM_032372084			LOC116611661			NA
Ncol_pos_R3.mLb.clN_peak_5827	NC_064038.1	4431986	4432410	+	35	NA	exon (Nvec_vc1.1_LOC5502587, exon 13 of 21)	-exon (Nvec_vc1.1_LOC5502587, exon 13 of 21)	7846	Nvec_vc1.1_LOC5502587	Nvec_vc1.1_LOC5502587	Nvec_vc1.1_XM_032370882			LOC5502587			NA
Ncol_pos_R3.mLb.clN_peak_125	NC_064034.1	2498661	2498890	+	35	NA	TTS (Nvec_vc1.1_LOC125562974)	-TTS (Nvec_vc1.1_LOC125562974)	4502	Nvec_vc1.1_LOC125562974	Nvec_vc1.1_LOC125562974	Nvec_vc1.1_XM_048727408			LOC125562974			NA
Ncol_pos_R3.mLb.clN_peak_13758	NC_064046.1	901261	901456	+	35	NA	exon (Nvec_vc1.1_LOC116604372, exon 3 of 4)	-exon (Nvec_vc1.1_LOC116604372, exon 3 of 4)	5895	Nvec_vc1.1_LOC116604372	Nvec_vc1.1_LOC116604372	Nvec_vc1.1_XM_048720832			LOC116604372			NA
Ncol_pos_R3.mLb.clN_peak_11871	NC_064043.1	14765251	14765496	+	35	NA	intron (Nvec_vc1.1_LOC5509412, intron 1 of 16)	-intron (Nvec_vc1.1_LOC5509412, intron 1 of 16)	1764	Nvec_vc1.1_LOC5509412	Nvec_vc1.1_LOC5509412	Nvec_vc1.1_XM_032378335			LOC5509412			NA
Ncol_pos_R3.mLb.clN_peak_8174	NC_064040.1	6353135	6353689	+	35	NA	intron (Nvec_vc1.1_LOC5520834, intron 1 of 7)	-intron (Nvec_vc1.1_LOC5520834, intron 1 of 7)	5370	Nvec_vc1.1_LOC5520834	Nvec_vc1.1_LOC5520834	Nvec_vc1.1_XM_048730567			LOC5520834			NA
Ncol_pos_R3.mLb.clN_peak_4259	NC_064036.1	18889027	18889462	+	35	NA	Intergenic	Intergenic	19557	Nvec_vc1.1_LOC5504259	Nvec_vc1.1_LOC5504259	Nvec_vc1.1_XM_032372559			LOC5504259			NA
Ncol_pos_R3.mLb.clN_peak_12113	NC_064044.1	4330180	4330389	+	35	NA	intron (Nvec_vc1.1_LOC5503752, intron 2 of 8)	-intron (Nvec_vc1.1_LOC5503752, intron 2 of 8)	774	Nvec_vc1.1_LOC5503752	Nvec_vc1.1_LOC5503752	Nvec_vc1.1_XM_032371984			LOC5503752			NA
Ncol_pos_R3.mLb.clN_peak_1080	NC_064034.1	17070011	17070416	+	35	NA	promoter-TSS (Nvec_vc1.1_LOC5507573)	-promoter-TSS (Nvec_vc1.1_LOC5507573)	219	Nvec_vc1.1_LOC5507580	Nvec_vc1.1_LOC5507580	Nvec_vc1.1_XM_032376284			LOC5507580			NA
Ncol_pos_R3.mLb.clN_peak_3161	NC_064036.1	2728927	2729246	+	35	NA	promoter-TSS (Nvec_vc1.1_LOC5513847)	-promoter-TSS (Nvec_vc1.1_LOC5513847)	10	Nvec_vc1.1_LOC5513847	Nvec_vc1.1_LOC5513847	Nvec_vc1.1_XM_032383408			LOC5513847			NA
Ncol_pos_R3.mLb.clN_peak_9246	NC_064041.1	5585408	5585869	+	35	NA	promoter-TSS (Nvec_vc1.1_LOC5506154)	-promoter-TSS (Nvec_vc1.1_LOC5506154)	-206	Nvec_vc1.1_LOC5506154	Nvec_vc1.1_LOC5506154	Nvec_vc1.1_XM_001626819			LOC5506154			NA
Ncol_pos_R3.mLb.clN_peak_15862	NC_064048.1	8835267	8835576	+	35	NA	exon (Nvec_vc1.1_LOC116618341, exon 1 of 1)	-exon (Nvec_vc1.1_LOC116618341, exon 1 of 1)	331	Nvec_vc1.1_LOC116618341	Nvec_vc1.1_LOC116618341	Nvec_vc1.1_XM_032381871			LOC116618341			NA
Ncol_pos_R3.mLb.clN_peak_2749	NC_064035.1	18547419	18547915	+	35	NA	intron (Nvec_vc1.1_LOC5509078, intron 8 of 11)	-intron (Nvec_vc1.1_LOC5509078, intron 8 of 11)	-8008	Nvec_vc1.1_LOC5509090	Nvec_vc1.1_LOC5509090	Nvec_vc1.1_XM_001629569			LOC5509090			NA
Ncol_pos_R3.mLb.clN_peak_845	NC_064034.1	12527666	12528030	+	35	NA	intron (Nvec_vc1.1_LOC116601185, intron 40 of 43)	-intron (Nvec_vc1.1_LOC116601185, intron 40 of 43)	-3107	Nvec_vc1.1_LOC5517368	Nvec_vc1.1_LOC5517368	Nvec_vc1.1_XM_032361835			LOC5517368			NA
Ncol_pos_R3.mLb.clN_peak_5286	NC_064037.1	13489439	13489733	+	35	NA	promoter-TSS (Nvec_vc1.1_LOC5511033)	-promoter-TSS (Nvec_vc1.1_LOC5511033)	-750	Nvec_vc1.1_LOC5511033	Nvec_vc1.1_LOC5511033	Nvec_vc1.1_XM_001631435			LOC5511033			NA
Ncol_pos_R3.mLb.clN_peak_13515	NC_064045.1	12366437	12366710	+	35	NA	intron (Nvec_vc1.1_LOC5520623, intron 2 of 3)	-intron (Nvec_vc1.1_LOC5520623, intron 2 of 3)	2130	Nvec_vc1.1_LOC5520623	Nvec_vc1.1_LOC5520623	Nvec_vc1.1_XM_032365689			LOC5520623			NA
Ncol_pos_R3.mLb.clN_peak_4486	NC_064037.1	2357252	2357704	+	35	NA	exon (Nvec_vc1.1_LOC5511567, exon 1 of 5)	-exon (Nvec_vc1.1_LOC5511567, exon 1 of 5)	172	Nvec_vc1.1_LOC5511567	Nvec_vc1.1_LOC5511567	Nvec_vc1.1_XM_032380919			LOC5511567			NA
Ncol_pos_R3.mLb.clN_peak_5316	NC_064037.1	14058590	14058905	+	35	NA	promoter-TSS (Nvec_vc1.1_LOC5510924)	-promoter-TSS (Nvec_vc1.1_LOC5510924)	-498	Nvec_vc1.1_LOC5510924	Nvec_vc1.1_LOC5510924	Nvec_vc1.1_XM_001631326			LOC5510924			NA
Ncol_pos_R3.mLb.clN_peak_8061	NC_064040.1	5028857	5029353	+	35	NA	intron (Nvec_vc1.1_LOC5501552, intron 3 of 16)	-intron (Nvec_vc1.1_LOC5501552, intron 3 of 16)	1847	Nvec_vc1.1_LOC5501552	Nvec_vc1.1_LOC5501552	Nvec_vc1.1_XM_032369848			LOC5501552			NA
Ncol_pos_R3.mLb.clN_peak_6450	NC_064038.1	14597275	14597595	+	35	NA	intron (Nvec_vc1.1_LOC116612520, intron 4 of 9)	-intron (Nvec_vc1.1_LOC116612520, intron 4 of 9)	-14883	Nvec_NVE11103	Nvec_NVE11103	Nvec_NVE11103						NA
Ncol_pos_R3.mLb.clN_peak_11990	NC_064044.1	2066464	2066950	+	35	NA	Intergenic	Intergenic	11826	Nvec_vc1.1_LOC5502283	Nvec_vc1.1_LOC5502283	Nvec_vc1.1_XM_032370546			LOC5502283			NA
Ncol_pos_R3.mLb.clN_peak_11808	NC_064043.1	13855543	13855955	+	35	NA	exon (Nvec_vc1.1_LOC116614322, exon 12 of 14)	-exon (Nvec_vc1.1_LOC116614322, exon 12 of 14)	-2438	Nvec_vc1.1_LOC5499072	Nvec_vc1.1_LOC5499072	Nvec_vc1.1_XM_001620666			LOC5499072			NA
Ncol_pos_R3.mLb.clN_peak_6721	NC_064039.1	2356860	2357250	+	35	NA	intron (Nvec_vc1.1_LOC5514591, intron 1 of 21)	-intron (Nvec_vc1.1_LOC5514591, intron 1 of 21)	1600	Nvec_vc1.1_LOC5514591	Nvec_vc1.1_LOC5514591	Nvec_vc1.1_XM_048728573			LOC5514591			NA
Ncol_pos_R3.mLb.clN_peak_13042	NC_064045.1	4724026	4724275	+	35	NA	intron (Nvec_vc1.1_LOC5509660, intron 2 of 21)	-intron (Nvec_vc1.1_LOC5509660, intron 2 of 21)	1136	Nvec_vc1.1_LOC5509660	Nvec_vc1.1_LOC5509660	Nvec_vc1.1_XM_048720026			LOC5509660			NA
Ncol_pos_R3.mLb.clN_peak_4416	NC_064037.1	1504743	1505430	+	35	NA	exon (Nvec_vc1.1_LOC116616154, exon 15 of 18)	-exon (Nvec_vc1.1_LOC116616154, exon 15 of 18)	14957	Nvec_vc1.1_LOC5509230	Nvec_vc1.1_LOC5509230	Nvec_vc1.1_XM_048726022			LOC5509230			NA
Ncol_pos_R3.mLb.clN_peak_14844	NC_064047.1	3573232	3573463	+	35	NA	intron (Nvec_vc1.1_LOC5502531, intron 1 of 3)	-intron (Nvec_vc1.1_LOC5502531, intron 1 of 3)	1179	Nvec_vc1.1_LOC5502531	Nvec_vc1.1_LOC5502531	Nvec_vc1.1_XM_001623655			LOC5502531			NA
Ncol_pos_R3.mLb.clN_peak_6931	NC_064039.1	4943385	4943593	+	35	NA	TTS (Nvec_vc1.1_LOC5521361)	-TTS (Nvec_vc1.1_LOC5521361)	-5847	Nvec_vc1.1_LOC5521369	Nvec_vc1.1_LOC5521369	Nvec_vc1.1_XM_001641250			LOC5521369			NA
Ncol_pos_R3.mLb.clN_peak_6377	NC_064038.1	13088029	13088738	+	35	NA	intron (Nvec_vc1.1_LOC116614849, intron 1 of 1)	-intron (Nvec_vc1.1_LOC116614849, intron 1 of 1)	1419	Nvec_vc1.1_LOC116614849	Nvec_vc1.1_LOC116614849	Nvec_vc1.1_XM_032376368			LOC116614849			NA
Ncol_pos_R3.mLb.clN_peak_15403	NC_064047.1	15096841	15097207	+	35	NA	Intergenic	Intergenic	46062	Nvec_vc1.1_LOC125559783	Nvec_vc1.1_LOC125559783	Nvec_vc1.1_XM_048721468			LOC125559783			NA
Ncol_pos_R3.mLb.clN_peak_15153	NC_064047.1	8947020	8947283	+	35	NA	promoter-TSS (Nvec_vc1.1_LOC5510416)	-promoter-TSS (Nvec_vc1.1_LOC5510416)	-82	Nvec_vc1.1_LOC5510416	Nvec_vc1.1_LOC5510416	Nvec_vc1.1_XM_032379535			LOC5510416			NA
Ncol_pos_R3.mLb.clN_peak_8608	NC_064040.1	12186756	12186991	+	35	NA	intron (Nvec_vc1.1_LOC5510768, intron 9 of 12)	-intron (Nvec_vc1.1_LOC5510768, intron 9 of 12)	17859	Nvec_vc1.1_LOC5510769	Nvec_vc1.1_LOC5510769	Nvec_vc1.1_XM_048730093			LOC5510769			NA
Ncol_pos_R3.mLb.clN_peak_7236	NC_064039.1	8928926	8929311	+	35	NA	exon (Nvec_vc1.1_LOC5508592, exon 1 of 9)	-exon (Nvec_vc1.1_LOC5508592, exon 1 of 9)	188	Nvec_vc1.1_LOC5508592	Nvec_vc1.1_LOC5508592	Nvec_vc1.1_XM_032377388			LOC5508592			NA
Ncol_pos_R3.mLb.clN_peak_1088	NC_064034.1	17278959	17279159	+	35	NA	intron (Nvec_vc1.1_LOC5507596, intron 7 of 8)	-intron (Nvec_vc1.1_LOC5507596, intron 7 of 8)	9029	Nvec_vc1.1_LOC5507596	Nvec_vc1.1_LOC5507596	Nvec_vc1.1_XM_032376278			LOC5507596			NA
Ncol_pos_R3.mLb.clN_peak_8451	NC_064040.1	9749993	9750384	+	35	NA	intron (Nvec_vc1.1_LOC5518940, intron 10 of 27)	-intron (Nvec_vc1.1_LOC5518940, intron 10 of 27)	11411	Nvec_vc1.1_LOC5518940	Nvec_vc1.1_LOC5518940	Nvec_vc1.1_XM_048730636			LOC5518940			NA
Ncol_pos_R3.mLb.clN_peak_3583	NC_064036.1	8820655	8821171	+	35	NA	TTS (Nvec_vc1.1_LOC5512085)	-TTS (Nvec_vc1.1_LOC5512085)	5291	Nvec_vc1.1_LOC5512087	Nvec_vc1.1_LOC5512087	Nvec_vc1.1_XM_032381457			LOC5512087			NA
Ncol_pos_R3.mLb.clN_peak_1398	NC_064034.1	21856185	21856606	+	35	NA	Intergenic	Intergenic	14621	Nvec_vc1.1_LOC5518267	Nvec_vc1.1_LOC5518267	Nvec_vc1.1_XM_001638174			LOC5518267			NA
Ncol_pos_R3.mLb.clN_peak_2345	NC_064035.1	12789610	12789807	+	35	NA	Intergenic	Intergenic	-1984	Nvec_vc1.1_LOC5521626	Nvec_vc1.1_LOC5521626	Nvec_vc1.1_XM_048723874			LOC5521626			NA
Ncol_pos_R3.mLb.clN_peak_6109	NC_064038.1	8832018	8832452	+	35	NA	intron (Nvec_vc1.1_LOC5519930, intron 3 of 37)	-intron (Nvec_vc1.1_LOC5519930, intron 3 of 37)	7191	Nvec_vc1.1_LOC5519930	Nvec_vc1.1_LOC5519930	Nvec_vc1.1_XM_048727550			LOC5519930			NA
Ncol_pos_R3.mLb.clN_peak_11076	NC_064043.1	4101286	4101487	+	34	NA	promoter-TSS (Nvec_vc1.1_LOC116612230)	-promoter-TSS (Nvec_vc1.1_LOC116612230)	-801	Nvec_vc1.1_LOC116612230	Nvec_vc1.1_LOC116612230	Nvec_vc1.1_XM_032372868			LOC116612230			NA
Ncol_pos_R3.mLb.clN_peak_12468	NC_064044.1	9705877	9706313	+	34	NA	exon (Nvec_vc1.1_LOC5501121, exon 53 of 53)	-exon (Nvec_vc1.1_LOC5501121, exon 53 of 53)	8353	Nvec_vc1.1_LOC116601218	Nvec_vc1.1_LOC116601218	Nvec_vc1.1_XM_032361965			LOC116601218			NA
Ncol_pos_R3.mLb.clN_peak_8865	NC_064040.1	15714503	15714725	+	34	NA	intron (Nvec_vc1.1_LOC5500785, intron 2 of 3)	-intron (Nvec_vc1.1_LOC5500785, intron 2 of 3)	3386	Nvec_vc1.1_LOC5500785	Nvec_vc1.1_LOC5500785	Nvec_vc1.1_XM_048730669			LOC5500785			NA
Ncol_pos_R3.mLb.clN_peak_1643	NC_064035.1	3613304	3613545	+	34	NA	promoter-TSS (Nvec_vc1.1_LOC5514835)	-promoter-TSS (Nvec_vc1.1_LOC5514835)	-74	Nvec_vc1.1_LOC5514835	Nvec_vc1.1_LOC5514835	Nvec_vc1.1_XM_032384430			LOC5514835			NA
Ncol_pos_R3.mLb.clN_peak_3464	NC_064036.1	7066868	7067096	+	34	NA	exon (Nvec_vc1.1_LOC5513622, exon 4 of 5)	-exon (Nvec_vc1.1_LOC5513622, exon 4 of 5)	870	Nvec_vc1.1_LOC5513622	Nvec_vc1.1_LOC5513622	Nvec_vc1.1_XM_001633814			LOC5513622			NA
Ncol_pos_R3.mLb.clN_peak_14384	NC_064046.1	10977102	10977381	+	34	NA	intron (Nvec_vc1.1_LOC5505884, intron 1 of 17)	-intron (Nvec_vc1.1_LOC5505884, intron 1 of 17)	4941	Nvec_vc1.1_LOC5505884	Nvec_vc1.1_LOC5505884	Nvec_vc1.1_XM_048720971			LOC5505884			NA
Ncol_pos_R3.mLb.clN_peak_11472	NC_064043.1	9499949	9500190	+	34	NA	intron (Nvec_vc1.1_LOC5502574, intron 24 of 29)	-intron (Nvec_vc1.1_LOC5502574, intron 24 of 29)	28565	Nvec_vc1.1_LOC5502578	Nvec_vc1.1_LOC5502578	Nvec_vc1.1_XM_032370859			LOC5502578			NA
Ncol_pos_R3.mLb.clN_peak_7499	NC_064039.1	12156543	12156932	+	34	NA	intron (Nvec_vc1.1_LOC5521024, intron 4 of 10)	-intron (Nvec_vc1.1_LOC5521024, intron 4 of 10)	5628	Nvec_vc1.1_LOC5521024	Nvec_vc1.1_LOC5521024	Nvec_vc1.1_XM_048728755			LOC5521024			NA
Ncol_pos_R3.mLb.clN_peak_4654	NC_064037.1	4610007	4610411	+	34	NA	promoter-TSS (Nvec_vc1.1_LOC5513064)	-promoter-TSS (Nvec_vc1.1_LOC5513064)	724	Nvec_vc1.1_LOC5513054	Nvec_vc1.1_LOC5513054	Nvec_vc1.1_XM_032382626			LOC5513054			NA
Ncol_pos_R3.mLb.clN_peak_2475	NC_064035.1	14829859	14830382	+	34	NA	promoter-TSS (Nvec_vc1.1_LOC5521825)	-promoter-TSS (Nvec_vc1.1_LOC5521825)	68	Nvec_vc1.1_LOC5521825	Nvec_vc1.1_LOC5521825	Nvec_vc1.1_XM_032366957			LOC5521825			NA
Ncol_pos_R3.mLb.clN_peak_14338	NC_064046.1	10112768	10113364	+	34	NA	exon (Nvec_vc1.1_LOC5513824, exon 2 of 2)	-exon (Nvec_vc1.1_LOC5513824, exon 2 of 2)	1410	Nvec_vc1.1_LOC5513824	Nvec_vc1.1_LOC5513824	Nvec_vc1.1_XM_001634003			LOC5513824			NA
Ncol_pos_R3.mLb.clN_peak_5364	NC_064037.1	14869585	14869916	+	34	NA	intron (Nvec_vc1.1_LOC5514495, intron 6 of 13)	-intron (Nvec_vc1.1_LOC5514495, intron 6 of 13)	6302	Nvec_vc1.1_LOC5514495	Nvec_vc1.1_LOC5514495	Nvec_vc1.1_XM_048726791			LOC5514495			NA
Ncol_pos_R3.mLb.clN_peak_9523	NC_064041.1	10997025	10997337	+	34	NA	TTS (Nvec_v1g98147)	-TTS (Nvec_v1g98147)	547	Nvec_v1g98147	Nvec_v1g98147	Nvec_v1g98147						NA
Ncol_pos_R3.mLb.clN_peak_13420	NC_064045.1	11197491	11197703	+	34	NA	TTS (Nvec_vc1.1_LOC116603926)	-TTS (Nvec_vc1.1_LOC116603926)	1925	Nvec_vc1.1_LOC5520674	Nvec_vc1.1_LOC5520674	Nvec_vc1.1_XM_032365579			LOC5520674			NA
Ncol_pos_R3.mLb.clN_peak_2099	NC_064035.1	9388497	9388768	+	34	NA	intron (Nvec_vc1.1_LOC5521343, intron 1 of 12)	-intron (Nvec_vc1.1_LOC5521343, intron 1 of 12)	1887	Nvec_vc1.1_LOC5521343	Nvec_vc1.1_LOC5521343	Nvec_vc1.1_XM_048723578			LOC5521343			NA
Ncol_pos_R3.mLb.clN_peak_11998	NC_064044.1	2622192	2622527	+	34	NA	Intergenic	Intergenic	-4188	Nvec_vc1.1_LOC5505762	Nvec_vc1.1_LOC5505762	Nvec_vc1.1_XM_001626465			LOC5505762			NA
Ncol_pos_R3.mLb.clN_peak_274	NC_064034.1	4447647	4447977	+	34	NA	intron (Nvec_vc1.1_LOC5517188, intron 22 of 40)	-intron (Nvec_vc1.1_LOC5517188, intron 22 of 40)	-1894	Nvec_vc1.1_LOC5517187	Nvec_vc1.1_LOC5517187	Nvec_vc1.1_XM_001637109			LOC5517187			NA
Ncol_pos_R3.mLb.clN_peak_6882	NC_064039.1	4406749	4407035	+	34	NA	promoter-TSS (Nvec_vc1.1_LOC125567857)	-promoter-TSS (Nvec_vc1.1_LOC125567857)	-926	Nvec_vc1.1_LOC125567857	Nvec_vc1.1_LOC125567857	Nvec_vc1.1_XM_048728544			LOC125567857			NA
Ncol_pos_R3.mLb.clN_peak_359	NC_064034.1	5645700	5646149	+	34	NA	intron (Nvec_vc1.1_LOC5506457, intron 4 of 28)	-intron (Nvec_vc1.1_LOC5506457, intron 4 of 28)	6102	Nvec_vc1.1_LOC5506457	Nvec_vc1.1_LOC5506457	Nvec_vc1.1_XM_032374848			LOC5506457			NA
Ncol_pos_R3.mLb.clN_peak_6918	NC_064039.1	4840182	4840543	+	34	NA	Intergenic	Intergenic	-4237	Nvec_vc1.1_LOC5521382	Nvec_vc1.1_LOC5521382	Nvec_vc1.1_XM_001641130			LOC5521382			NA
Ncol_pos_R3.mLb.clN_peak_10247	NC_064042.1	5904252	5904577	+	34	NA	Intergenic	Intergenic	5313	Nvec_NVE7246	Nvec_NVE7246	Nvec_NVE7246						NA
Ncol_pos_R3.mLb.clN_peak_3380	NC_064036.1	6022390	6022755	+	34	NA	Intergenic	Intergenic	-1800	Nvec_vc1.1_LOC116618478	Nvec_vc1.1_LOC116618478	Nvec_vc1.1_XM_032382196			LOC116618478			NA
Ncol_pos_R3.mLb.clN_peak_3803	NC_064036.1	11995812	11996111	+	34	NA	promoter-TSS (Nvec_vc1.1_LOC5520079)	-promoter-TSS (Nvec_vc1.1_LOC5520079)	-207	Nvec_vc1.1_LOC5520079	Nvec_vc1.1_LOC5520079	Nvec_vc1.1_XM_032364876			LOC5520079			NA
Ncol_pos_R3.mLb.clN_peak_11919	NC_064043.1	15490188	15490465	+	34	NA	intron (Nvec_vc1.1_LOC5508669, intron 1 of 1)	-intron (Nvec_vc1.1_LOC5508669, intron 1 of 1)	2420	Nvec_vc1.1_LOC5508669	Nvec_vc1.1_LOC5508669	Nvec_vc1.1_XM_001629192			LOC5508669			NA
Ncol_pos_R3.mLb.clN_peak_14766	NC_064047.1	1884865	1885238	+	34	NA	Intergenic	Intergenic	-1827	Nvec_vc1.1_LOC5518799	Nvec_vc1.1_LOC5518799	Nvec_vc1.1_XM_001638679			LOC5518799			NA
Ncol_pos_R3.mLb.clN_peak_1797	NC_064035.1	5523398	5523680	+	34	NA	Intergenic	Intergenic	3968	Nvec_vc1.1_LOC5505225	Nvec_vc1.1_LOC5505225	Nvec_vc1.1_XM_048724126			LOC5505225			NA
