PeakID (cmd=annotatePeaks.pl Fox_neg_R2.mLb.clN_peaks.narrowPeak GCF_932526225.1_jaNemVect1.1_genomic.fna -gid -gtf Nvec_v4_merged_annotation_sort.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Fox_neg_R2.mLb.clN_peak_1204	NC_064034.1	19888392	19888818	+	43	NA	TTS (Nvec_vc1.1_LOC116614873)	-TTS (Nvec_vc1.1_LOC116614873)	11875	Nvec_vc1.1_LOC116614873	Nvec_vc1.1_LOC116614873	Nvec_vc1.1_XM_032376403			LOC116614873			NA
Fox_neg_R2.mLb.clN_peak_4940	NC_064037.1	11468351	11468625	+	43	NA	intron (Nvec_vc1.1_LOC116620722, intron 4 of 5)	-intron (Nvec_vc1.1_LOC116620722, intron 4 of 5)	2265	Nvec_vc1.1_LOC116620722	Nvec_vc1.1_LOC116620722	Nvec_vc1.1_XM_032386401			LOC116620722			NA
Fox_neg_R2.mLb.clN_peak_1108	NC_064034.1	18506704	18507392	+	43	NA	Intergenic	Intergenic	-4275	Nvec_vc1.1_LOC5514471	Nvec_vc1.1_LOC5514471	Nvec_vc1.1_XM_032384029			LOC5514471			NA
Fox_neg_R2.mLb.clN_peak_7650	NC_064039.1	16398221	16398468	+	43	NA	intron (Nvec_NVE22585, intron 1 of 3)	-intron (Nvec_NVE22585, intron 1 of 3)	2237	Nvec_NVE22585	Nvec_NVE22585	Nvec_NVE22585						NA
Fox_neg_R2.mLb.clN_peak_12421	NC_064044.1	9624743	9625372	+	43	NA	intron (Nvec_vc1.1_LOC5517500, intron 1 of 5)	-intron (Nvec_vc1.1_LOC5517500, intron 1 of 5)	1293	Nvec_vc1.1_LOC5517500	Nvec_vc1.1_LOC5517500	Nvec_vc1.1_XM_048734445			LOC5517500			NA
Fox_neg_R2.mLb.clN_peak_6242	NC_064038.1	12739255	12739655	+	43	NA	Intergenic	Intergenic	9993	Nvec_vc1.1_LOC5514156	Nvec_vc1.1_LOC5514156	Nvec_vc1.1_XM_048727755			LOC5514156			NA
Fox_neg_R2.mLb.clN_peak_13809	NC_064046.1	1858750	1859251	+	43	NA	promoter-TSS (Nvec_vc1.1_LOC5508145)	-promoter-TSS (Nvec_vc1.1_LOC5508145)	-13	Nvec_vc1.1_LOC5508145	Nvec_vc1.1_LOC5508145	Nvec_vc1.1_XM_001628698			LOC5508145			NA
Fox_neg_R2.mLb.clN_peak_6753	NC_064039.1	2913291	2913761	+	43	NA	promoter-TSS (Nvec_vc1.1_LOC5514600)	-promoter-TSS (Nvec_vc1.1_LOC5514600)	33	Nvec_vc1.1_LOC5514600	Nvec_vc1.1_LOC5514600	Nvec_vc1.1_XM_001634714			LOC5514600			NA
Fox_neg_R2.mLb.clN_peak_9062	NC_064041.1	4157274	4157765	+	43	NA	promoter-TSS (Nvec_v1g222811)	-promoter-TSS (Nvec_v1g222811)	-633	Nvec_v1g222811	Nvec_v1g222811	Nvec_v1g222811						NA
Fox_neg_R2.mLb.clN_peak_11457	NC_064043.1	9637349	9637578	+	43	NA	exon (Nvec_vc1.1_LOC5502577, exon 1 of 8)	-exon (Nvec_vc1.1_LOC5502577, exon 1 of 8)	155	Nvec_vc1.1_LOC5502577	Nvec_vc1.1_LOC5502577	Nvec_vc1.1_XM_032370849			LOC5502577			NA
Fox_neg_R2.mLb.clN_peak_8140	NC_064040.1	7566930	7567193	+	43	NA	TTS (Nvec_vc1.1_LOC116614691)	-TTS (Nvec_vc1.1_LOC116614691)	1663	Nvec_vc1.1_LOC116614691	Nvec_vc1.1_LOC116614691	Nvec_vc1.1_XM_032375981			LOC116614691			NA
Fox_neg_R2.mLb.clN_peak_1691	NC_064035.1	5050483	5050696	+	43	NA	exon (Nvec_vc1.1_LOC5505691, exon 1 of 2)	-exon (Nvec_vc1.1_LOC5505691, exon 1 of 2)	130	Nvec_vc1.1_LOC5505691	Nvec_vc1.1_LOC5505691	Nvec_vc1.1_XM_001626384			LOC5505691			NA
Fox_neg_R2.mLb.clN_peak_15289	NC_064047.1	14480099	14480357	+	43	NA	Intergenic	Intergenic	8346	Nvec_vc1.1_LOC5503252	Nvec_vc1.1_LOC5503252	Nvec_vc1.1_XM_001624300			LOC5503252			NA
Fox_neg_R2.mLb.clN_peak_13819	NC_064046.1	2072612	2072929	+	43	NA	intron (Nvec_vc1.1_LOC5508181, intron 4 of 12)	-intron (Nvec_vc1.1_LOC5508181, intron 4 of 12)	2525	Nvec_vc1.1_LOC5508181	Nvec_vc1.1_LOC5508181	Nvec_vc1.1_XM_032376970			LOC5508181			NA
Fox_neg_R2.mLb.clN_peak_12626	NC_064044.1	12892139	12892482	+	43	NA	exon (Nvec_vc1.1_LOC5511777, exon 8 of 8)	-exon (Nvec_vc1.1_LOC5511777, exon 8 of 8)	-2587	Nvec_v1g108338	Nvec_v1g108338	Nvec_v1g108338						NA
Fox_neg_R2.mLb.clN_peak_7169	NC_064039.1	9104896	9105392	+	43	NA	Intergenic	Intergenic	-1048	Nvec_vc1.1_LOC125567917	Nvec_vc1.1_LOC125567917	Nvec_vc1.1_XM_048728943			LOC125567917			NA
Fox_neg_R2.mLb.clN_peak_6865	NC_064039.1	4321927	4322483	+	43	NA	intron (Nvec_vc1.1_LOC5506694, intron 2 of 3)	-intron (Nvec_vc1.1_LOC5506694, intron 2 of 3)	-10272	Nvec_vc1.1_LOC5506693	Nvec_vc1.1_LOC5506693	Nvec_vc1.1_XM_001627342			LOC5506693			NA
Fox_neg_R2.mLb.clN_peak_6065	NC_064038.1	10076864	10077154	+	43	NA	intron (Nvec_vc1.1_LOC5505646, intron 8 of 10)	-intron (Nvec_vc1.1_LOC5505646, intron 8 of 10)	3124	Nvec_vc1.1_LOC5505646	Nvec_vc1.1_LOC5505646	Nvec_vc1.1_XM_001626352			LOC5505646			NA
Fox_neg_R2.mLb.clN_peak_10791	NC_064042.1	15728283	15728661	+	43	NA	exon (Nvec_vc1.1_LOC116617962, exon 3 of 13)	-exon (Nvec_vc1.1_LOC116617962, exon 3 of 13)	3700	Nvec_vc1.1_LOC116617962	Nvec_vc1.1_LOC116617962	Nvec_vc1.1_XM_048732730			LOC116617962			NA
Fox_neg_R2.mLb.clN_peak_8409	NC_064040.1	11230121	11230394	+	43	NA	promoter-TSS (Nvec_vc1.1_LOC116614508)	-promoter-TSS (Nvec_vc1.1_LOC116614508)	-381	Nvec_vc1.1_LOC116614508	Nvec_vc1.1_LOC116614508	Nvec_vc1.1_XM_048730258			LOC116614508			NA
Fox_neg_R2.mLb.clN_peak_2137	NC_064035.1	11670481	11671106	+	43	NA	promoter-TSS (Nvec_vc1.1_LOC5521125)	-promoter-TSS (Nvec_vc1.1_LOC5521125)	-96	Nvec_vc1.1_LOC5521125	Nvec_vc1.1_LOC5521125	Nvec_vc1.1_XM_032366306			LOC5521125			NA
Fox_neg_R2.mLb.clN_peak_11966	NC_064044.1	1807772	1808035	+	43	NA	Intergenic	Intergenic	-235308	Nvec_vc1.1_LOC116610563	Nvec_vc1.1_LOC116610563	Nvec_vc1.1_XM_048734512			LOC116610563			NA
Fox_neg_R2.mLb.clN_peak_9797	NC_064041.1	16461191	16461416	+	43	NA	intron (Nvec_vc1.1_LOC5507961, intron 6 of 9)	-intron (Nvec_vc1.1_LOC5507961, intron 6 of 9)	8523	Nvec_vc1.1_LOC5507961	Nvec_vc1.1_LOC5507961	Nvec_vc1.1_XM_001628531			LOC5507961			NA
Fox_neg_R2.mLb.clN_peak_13429	NC_064045.1	11419288	11419710	+	43	NA	exon (Nvec_vc1.1_LOC5520570, exon 1 of 24)	-exon (Nvec_vc1.1_LOC5520570, exon 1 of 24)	160	Nvec_vc1.1_LOC5520570	Nvec_vc1.1_LOC5520570	Nvec_vc1.1_XM_032365565			LOC5520570			NA
Fox_neg_R2.mLb.clN_peak_10769	NC_064042.1	15205660	15206171	+	43	NA	promoter-TSS (Nvec_vc1.1_LOC5506609)	-promoter-TSS (Nvec_vc1.1_LOC5506609)	-484	Nvec_vc1.1_LOC5506609	Nvec_vc1.1_LOC5506609	Nvec_vc1.1_XM_032375017			LOC5506609			NA
Fox_neg_R2.mLb.clN_peak_2897	NC_064036.1	1222919	1223587	+	43	NA	TTS (Nvec_vc1.1_LOC5517062)	-TTS (Nvec_vc1.1_LOC5517062)	5461	Nvec_vc1.1_LOC5517001	Nvec_vc1.1_LOC5517001	Nvec_vc1.1_XM_048724784			LOC5517001			NA
Fox_neg_R2.mLb.clN_peak_12479	NC_064044.1	10836007	10836471	+	43	NA	exon (Nvec_vc1.1_LOC5502707, exon 1 of 3)	-exon (Nvec_vc1.1_LOC5502707, exon 1 of 3)	575	Nvec_vc1.1_LOC5502707	Nvec_vc1.1_LOC5502707	Nvec_vc1.1_XM_001623818			LOC5502707			NA
Fox_neg_R2.mLb.clN_peak_13385	NC_064045.1	10546759	10547303	+	43	NA	Intergenic	Intergenic	-3451	Nvec_vc1.1_LOC5501803	Nvec_vc1.1_LOC5501803	Nvec_vc1.1_XM_048720035			LOC5501803			NA
Fox_neg_R2.mLb.clN_peak_11875	NC_064043.1	15310860	15311060	+	43	NA	intron (Nvec_vc1.1_LOC5508690, intron 7 of 26)	-intron (Nvec_vc1.1_LOC5508690, intron 7 of 26)	4173	Nvec_vc1.1_LOC5508690	Nvec_vc1.1_LOC5508690	Nvec_vc1.1_XM_048733454			LOC5508690			NA
Fox_neg_R2.mLb.clN_peak_4559	NC_064037.1	5584834	5585585	+	43	NA	TTS (Nvec_vc1.1_LOC5500902)	-TTS (Nvec_vc1.1_LOC5500902)	2833	Nvec_vc1.1_LOC5500902	Nvec_vc1.1_LOC5500902	Nvec_vc1.1_XM_001622230			LOC5500902			NA
Fox_neg_R2.mLb.clN_peak_11672	NC_064043.1	12765453	12765740	+	43	NA	Intergenic	Intergenic	11833	Nvec_vc1.1_LOC5512551	Nvec_vc1.1_LOC5512551	Nvec_vc1.1_XM_048733753			LOC5512551			NA
Fox_neg_R2.mLb.clN_peak_15143	NC_064047.1	10904828	10905084	+	43	NA	Intergenic	Intergenic	-2117	Nvec_vc1.1_LOC116612376	Nvec_vc1.1_LOC116612376	Nvec_vc1.1_XM_048722267			LOC116612376			NA
Fox_neg_R2.mLb.clN_peak_595	NC_064034.1	9668976	9669253	+	43	NA	exon (Nvec_vc1.1_LOC5520335, exon 2 of 15)	-exon (Nvec_vc1.1_LOC5520335, exon 2 of 15)	1639	Nvec_vc1.1_LOC5520335	Nvec_vc1.1_LOC5520335	Nvec_vc1.1_XM_001640200			LOC5520335			NA
Fox_neg_R2.mLb.clN_peak_4291	NC_064037.1	1794604	1795037	+	43	NA	intron (Nvec_vc1.1_LOC116616159, intron 3 of 6)	-intron (Nvec_vc1.1_LOC116616159, intron 3 of 6)	-7953	Nvec_vc1.1_LOC5509213	Nvec_vc1.1_LOC5509213	Nvec_vc1.1_XM_001629693			LOC5509213			NA
Fox_neg_R2.mLb.clN_peak_4198	NC_064036.1	20411457	20411938	+	43	NA	Intergenic	Intergenic	-1225	Nvec_vc1.1_LOC116616148	Nvec_vc1.1_LOC116616148	Nvec_vc1.1_XM_048725218			LOC116616148			NA
Fox_neg_R2.mLb.clN_peak_4636	NC_064037.1	6671697	6672218	+	43	NA	TTS (Nvec_vc1.1_LOC116603416)	-TTS (Nvec_vc1.1_LOC116603416)	616	Nvec_vc1.1_LOC5519584	Nvec_vc1.1_LOC5519584	Nvec_vc1.1_XM_001639502			LOC5519584			NA
Fox_neg_R2.mLb.clN_peak_1247	NC_064034.1	20568798	20569186	+	43	NA	Intergenic	Intergenic	-13203	Nvec_v1g217544	Nvec_v1g217544	Nvec_v1g217544						NA
Fox_neg_R2.mLb.clN_peak_5859	NC_064038.1	6543927	6544464	+	43	NA	intron (Nvec_vc1.1_LOC5503043, intron 32 of 45)	-intron (Nvec_vc1.1_LOC5503043, intron 32 of 45)	31405	Nvec_vc1.1_LOC5503043	Nvec_vc1.1_LOC5503043	Nvec_vc1.1_XM_048728203			LOC5503043			NA
Fox_neg_R2.mLb.clN_peak_15406	NC_064048.1	1520522	1520892	+	43	NA	Intergenic	Intergenic	-14035	Nvec_vc1.1_LOC5508257	Nvec_vc1.1_LOC5508257	Nvec_vc1.1_XM_048722932			LOC5508257			NA
Fox_neg_R2.mLb.clN_peak_7287	NC_064039.1	10677318	10677755	+	43	NA	exon (Nvec_vc1.1_LOC5519839, exon 1 of 25)	-exon (Nvec_vc1.1_LOC5519839, exon 1 of 25)	186	Nvec_vc1.1_LOC5519839	Nvec_vc1.1_LOC5519839	Nvec_vc1.1_XM_032364682			LOC5519839			NA
Fox_neg_R2.mLb.clN_peak_15573	NC_064048.1	4208881	4209156	+	43	NA	promoter-TSS (Nvec_vc1.1_LOC5515650)	-promoter-TSS (Nvec_vc1.1_LOC5515650)	78	Nvec_vc1.1_LOC5515650	Nvec_vc1.1_LOC5515650	Nvec_vc1.1_XM_001635754			LOC5515650			NA
Fox_neg_R2.mLb.clN_peak_339	NC_064034.1	5464240	5464447	+	43	NA	intron (Nvec_vc1.1_LOC5510674, intron 10 of 14)	-intron (Nvec_vc1.1_LOC5510674, intron 10 of 14)	12371	Nvec_vc1.1_LOC5510674	Nvec_vc1.1_LOC5510674	Nvec_vc1.1_XM_032379820			LOC5510674			NA
Fox_neg_R2.mLb.clN_peak_9117	NC_064041.1	4970604	4970880	+	43	NA	Intergenic	Intergenic	-13179	Nvec_vc1.1_LOC5508829	Nvec_vc1.1_LOC5508829	Nvec_vc1.1_XM_001629342			LOC5508829			NA
Fox_neg_R2.mLb.clN_peak_14319	NC_064046.1	11057699	11057998	+	43	NA	intron (Nvec_vc1.1_LOC5505881, intron 9 of 29)	-intron (Nvec_vc1.1_LOC5505881, intron 9 of 29)	31855	Nvec_vc1.1_LOC5505881	Nvec_vc1.1_LOC5505881	Nvec_vc1.1_XM_048720592			LOC5505881			NA
Fox_neg_R2.mLb.clN_peak_13147	NC_064045.1	6396638	6396908	+	43	NA	promoter-TSS (Nvec_vc1.1_LOC5508314)	-promoter-TSS (Nvec_vc1.1_LOC5508314)	-53	Nvec_vc1.1_LOC5508314	Nvec_vc1.1_LOC5508314	Nvec_vc1.1_XM_032377094			LOC5508314			NA
Fox_neg_R2.mLb.clN_peak_14338	NC_064046.1	11380299	11380575	+	43	NA	Intergenic	Intergenic	-9200	Nvec_vc1.1_LOC5519417	Nvec_vc1.1_LOC5519417	Nvec_vc1.1_XM_001639265			LOC5519417			NA
Fox_neg_R2.mLb.clN_peak_11597	NC_064043.1	11506297	11506779	+	43	NA	exon (Nvec_vc1.1_LOC5510576, exon 2 of 2)	-exon (Nvec_vc1.1_LOC5510576, exon 2 of 2)	1408	Nvec_vc1.1_LOC5510576	Nvec_vc1.1_LOC5510576	Nvec_vc1.1_XM_032379753			LOC5510576			NA
Fox_neg_R2.mLb.clN_peak_15352	NC_064048.1	532966	533214	+	43	NA	TTS (Nvec_vc1.1_LOC116618881)	-TTS (Nvec_vc1.1_LOC116618881)	2292	Nvec_vc1.1_LOC116618881	Nvec_vc1.1_LOC116618881	Nvec_vc1.1_XM_048722802			LOC116618881			NA
Fox_neg_R2.mLb.clN_peak_714	NC_064034.1	11515001	11515662	+	43	NA	promoter-TSS (Nvec_vc1.1_LOC5517398)	-promoter-TSS (Nvec_vc1.1_LOC5517398)	-53	Nvec_vc1.1_LOC5517398	Nvec_vc1.1_LOC5517398	Nvec_vc1.1_XM_001637426			LOC5517398			NA
Fox_neg_R2.mLb.clN_peak_15814	NC_064048.1	8550845	8551064	+	43	NA	intron (Nvec_vc1.1_LOC5504986, intron 13 of 14)	-intron (Nvec_vc1.1_LOC5504986, intron 13 of 14)	7316	Nvec_vc1.1_LOC116614895	Nvec_vc1.1_LOC116614895	Nvec_vc1.1_XM_048722814			LOC116614895			NA
Fox_neg_R2.mLb.clN_peak_4973	NC_064037.1	11989871	11990088	+	43	NA	intron (Nvec_vc1.1_LOC5516581, intron 5 of 8)	-intron (Nvec_vc1.1_LOC5516581, intron 5 of 8)	7216	Nvec_vc1.1_LOC5516581	Nvec_vc1.1_LOC5516581	Nvec_vc1.1_XM_001636648			LOC5516581			NA
Fox_neg_R2.mLb.clN_peak_7906	NC_064040.1	4019816	4020180	+	43	NA	exon (Nvec_vc1.1_LOC5514972, exon 3 of 32)	-exon (Nvec_vc1.1_LOC5514972, exon 3 of 32)	6542	Nvec_vc1.1_LOC5514972	Nvec_vc1.1_LOC5514972	Nvec_vc1.1_XM_048730189			LOC5514972			NA
Fox_neg_R2.mLb.clN_peak_9644	NC_064041.1	14115703	14116008	+	43	NA	Intergenic	Intergenic	-1301	Nvec_vc1.1_LOC116612534	Nvec_vc1.1_LOC116612534	Nvec_vc1.1_XM_032373314			LOC116612534			NA
Fox_neg_R2.mLb.clN_peak_10768	NC_064042.1	15204930	15205392	+	43	NA	exon (Nvec_vc1.1_LOC5506609, exon 1 of 5)	-exon (Nvec_vc1.1_LOC5506609, exon 1 of 5)	270	Nvec_vc1.1_LOC5506609	Nvec_vc1.1_LOC5506609	Nvec_vc1.1_XM_032375017			LOC5506609			NA
Fox_neg_R2.mLb.clN_peak_15396	NC_064048.1	1322827	1323256	+	43	NA	promoter-TSS (Nvec_vc1.1_LOC125560726)	-promoter-TSS (Nvec_vc1.1_LOC125560726)	-327	Nvec_vc1.1_LOC125560726	Nvec_vc1.1_LOC125560726	Nvec_vc1.1_XM_048723051			LOC125560726			NA
Fox_neg_R2.mLb.clN_peak_4060	NC_064036.1	18007873	18008242	+	43	NA	intron (Nvec_vc1.1_LOC5509393, intron 5 of 10)	-intron (Nvec_vc1.1_LOC5509393, intron 5 of 10)	9137	Nvec_vc1.1_LOC5509393	Nvec_vc1.1_LOC5509393	Nvec_vc1.1_XM_048725045			LOC5509393			NA
Fox_neg_R2.mLb.clN_peak_15067	NC_064047.1	9548647	9548890	+	43	NA	promoter-TSS (Nvec_vc1.1_LOC5509891)	-promoter-TSS (Nvec_vc1.1_LOC5509891)	52	Nvec_vc1.1_LOC5509895	Nvec_vc1.1_LOC5509895	Nvec_vc1.1_XM_001630345			LOC5509895			NA
Fox_neg_R2.mLb.clN_peak_9446	NC_064041.1	10733279	10733486	+	43	NA	promoter-TSS (Nvec_vc1.1_LOC5502103)	-promoter-TSS (Nvec_vc1.1_LOC5502103)	-681	Nvec_vc1.1_LOC5502103	Nvec_vc1.1_LOC5502103	Nvec_vc1.1_XM_001623280			LOC5502103			NA
Fox_neg_R2.mLb.clN_peak_178	NC_064034.1	3265344	3265601	+	43	NA	exon (Nvec_vc1.1_LOC116614044, exon 1 of 7)	-exon (Nvec_vc1.1_LOC116614044, exon 1 of 7)	110	Nvec_vc1.1_LOC116614044	Nvec_vc1.1_LOC116614044	Nvec_vc1.1_XM_032374617			LOC116614044			NA
Fox_neg_R2.mLb.clN_peak_7155	NC_064039.1	8923501	8924933	+	43	NA	intron (Nvec_v1g117625, intron 1 of 2)	-intron (Nvec_v1g117625, intron 1 of 2)	580	Nvec_v1g117625	Nvec_v1g117625	Nvec_v1g117625						NA
Fox_neg_R2.mLb.clN_peak_6228	NC_064038.1	12561743	12562083	+	43	NA	promoter-TSS (Nvec_vc1.1_LOC5514178)	-promoter-TSS (Nvec_vc1.1_LOC5514178)	-28	Nvec_vc1.1_LOC5514178	Nvec_vc1.1_LOC5514178	Nvec_vc1.1_XM_001634328			LOC5514178			NA
Fox_neg_R2.mLb.clN_peak_8010	NC_064040.1	5677375	5677664	+	43	NA	promoter-TSS (Nvec_vc1.1_LOC116614455)	-promoter-TSS (Nvec_vc1.1_LOC116614455)	-101	Nvec_vc1.1_LOC116614455	Nvec_vc1.1_LOC116614455	Nvec_vc1.1_XM_048730531			LOC116614455			NA
Fox_neg_R2.mLb.clN_peak_5752	NC_064038.1	4828171	4828631	+	43	NA	intron (Nvec_vc1.1_LOC125563065, intron 2 of 3)	-intron (Nvec_vc1.1_LOC125563065, intron 2 of 3)	2387	Nvec_vc1.1_LOC125563065	Nvec_vc1.1_LOC125563065	Nvec_vc1.1_XM_048727780			LOC125563065			NA
Fox_neg_R2.mLb.clN_peak_10338	NC_064042.1	8341407	8341864	+	43	NA	Intergenic	Intergenic	-1221	Nvec_v1g241566	Nvec_v1g241566	Nvec_v1g241566						NA
Fox_neg_R2.mLb.clN_peak_1946	NC_064035.1	8714892	8715224	+	43	NA	exon (Nvec_vc1.1_LOC5516829, exon 1 of 5)	-exon (Nvec_vc1.1_LOC5516829, exon 1 of 5)	664	Nvec_vc1.1_LOC5516829	Nvec_vc1.1_LOC5516829	Nvec_vc1.1_XM_032386751			LOC5516829			NA
Fox_neg_R2.mLb.clN_peak_12664	NC_064044.1	13344534	13345092	+	43	NA	intron (Nvec_vc1.1_LOC5517578, intron 1 of 6)	-intron (Nvec_vc1.1_LOC5517578, intron 1 of 6)	1071	Nvec_vc1.1_LOC5517578	Nvec_vc1.1_LOC5517578	Nvec_vc1.1_XM_048734086			LOC5517578			NA
Fox_neg_R2.mLb.clN_peak_3520	NC_064036.1	10290761	10291065	+	43	NA	promoter-TSS (Nvec_vc1.1_LOC5501846)	-promoter-TSS (Nvec_vc1.1_LOC5501846)	50	Nvec_vc1.1_LOC5501846	Nvec_vc1.1_LOC5501846	Nvec_vc1.1_XM_032370157			LOC5501846			NA
Fox_neg_R2.mLb.clN_peak_13662	NC_064045.1	15149637	15149865	+	43	NA	Intergenic	Intergenic	-2077	Nvec_vc1.1_LOC5506916	Nvec_vc1.1_LOC5506916	Nvec_vc1.1_XM_048719929			LOC5506916			NA
Fox_neg_R2.mLb.clN_peak_12396	NC_064044.1	9252522	9252935	+	43	NA	intron (Nvec_vc1.1_LOC5503229, intron 1 of 25)	-intron (Nvec_vc1.1_LOC5503229, intron 1 of 25)	152	Nvec_vc1.1_LOC5503229	Nvec_vc1.1_LOC5503229	Nvec_vc1.1_XM_048734347			LOC5503229			NA
Fox_neg_R2.mLb.clN_peak_2768	NC_064035.1	20989949	20990650	+	43	NA	intron (Nvec_vc1.1_LOC125560701, intron 2 of 3)	-intron (Nvec_vc1.1_LOC125560701, intron 2 of 3)	5456	Nvec_vc1.1_LOC125560701	Nvec_vc1.1_LOC125560701	Nvec_vc1.1_XM_048722972			LOC125560701			NA
Fox_neg_R2.mLb.clN_peak_8783	NC_064040.1	17355315	17355581	+	43	NA	Intergenic	Intergenic	-4602	Nvec_vc1.1_LOC5510691	Nvec_vc1.1_LOC5510691	Nvec_vc1.1_XM_032379875			LOC5510691			NA
Fox_neg_R2.mLb.clN_peak_2859	NC_064036.1	803388	804328	+	43	NA	intron (Nvec_vc1.1_LOC116621091, intron 2 of 6)	-intron (Nvec_vc1.1_LOC116621091, intron 2 of 6)	-12241	Nvec_vc1.1_LOC5517022	Nvec_vc1.1_LOC5517022	Nvec_vc1.1_XM_032386970			LOC5517022			NA
Fox_neg_R2.mLb.clN_peak_7808	NC_064040.1	2527950	2528448	+	43	NA	Intergenic	Intergenic	10006	Nvec_vc1.1_LOC5508029	Nvec_vc1.1_LOC5508029	Nvec_vc1.1_XM_048729956			LOC5508029			NA
Fox_neg_R2.mLb.clN_peak_2298	NC_064035.1	14080819	14081038	+	43	NA	intron (Nvec_vc1.1_LOC5521794, intron 14 of 48)	-intron (Nvec_vc1.1_LOC5521794, intron 14 of 48)	28686	Nvec_vc1.1_LOC5521794	Nvec_vc1.1_LOC5521794	Nvec_vc1.1_XM_048723235			LOC5521794			NA
Fox_neg_R2.mLb.clN_peak_66	NC_064034.1	1651768	1651983	+	43	NA	intron (Nvec_vc1.1_LOC5516359, intron 7 of 60)	-intron (Nvec_vc1.1_LOC5516359, intron 7 of 60)	-24933	Nvec_vc1.1_LOC116620369	Nvec_vc1.1_LOC116620369	Nvec_vc1.1_XM_032386176			LOC116620369			NA
Fox_neg_R2.mLb.clN_peak_13836	NC_064046.1	2402457	2402788	+	43	NA	intron (Nvec_vc1.1_LOC5507391, intron 4 of 6)	-intron (Nvec_vc1.1_LOC5507391, intron 4 of 6)	-2653	Nvec_vc1.1_LOC116614704	Nvec_vc1.1_LOC116614704	Nvec_vc1.1_XM_032376008			LOC116614704			NA
Fox_neg_R2.mLb.clN_peak_7232	NC_064039.1	9954807	9955619	+	43	NA	exon (Nvec_vc1.1_LOC5519886, exon 1 of 1)	-exon (Nvec_vc1.1_LOC5519886, exon 1 of 1)	841	Nvec_vc1.1_LOC5519886	Nvec_vc1.1_LOC5519886	Nvec_vc1.1_XM_001639625			LOC5519886			NA
Fox_neg_R2.mLb.clN_peak_11593	NC_064043.1	11471278	11471592	+	43	NA	exon (Nvec_vc1.1_LOC5510573, exon 1 of 18)	-exon (Nvec_vc1.1_LOC5510573, exon 1 of 18)	135	Nvec_vc1.1_LOC5510573	Nvec_vc1.1_LOC5510573	Nvec_vc1.1_XM_032379786			LOC5510573			NA
Fox_neg_R2.mLb.clN_peak_13035	NC_064045.1	4590061	4590309	+	43	NA	TTS (Nvec_vc1.1_LOC116616594)	-TTS (Nvec_vc1.1_LOC116616594)	5516	Nvec_vc1.1_LOC5509620	Nvec_vc1.1_LOC5509620	Nvec_vc1.1_XM_001630100			LOC5509620			NA
Fox_neg_R2.mLb.clN_peak_14084	NC_064046.1	6710863	6711144	+	43	NA	intron (Nvec_vc1.1_LOC5501758, intron 12 of 16)	-intron (Nvec_vc1.1_LOC5501758, intron 12 of 16)	8694	Nvec_vc1.1_LOC125558965	Nvec_vc1.1_LOC125558965	Nvec_vc1.1_XM_048720588			LOC125558965			NA
Fox_neg_R2.mLb.clN_peak_1673	NC_064035.1	4746182	4747215	+	43	NA	exon (Nvec_vc1.1_LOC5508933, exon 1 of 11)	-exon (Nvec_vc1.1_LOC5508933, exon 1 of 11)	113	Nvec_vc1.1_LOC5508933	Nvec_vc1.1_LOC5508933	Nvec_vc1.1_XM_001629409			LOC5508933			NA
Fox_neg_R2.mLb.clN_peak_13851	NC_064046.1	2628230	2628482	+	43	NA	promoter-TSS (Nvec_vc1.1_LOC116618786)	-promoter-TSS (Nvec_vc1.1_LOC116618786)	-240	Nvec_vc1.1_LOC116618786	Nvec_vc1.1_LOC116618786	Nvec_vc1.1_XM_032382875			LOC116618786			NA
Fox_neg_R2.mLb.clN_peak_2219	NC_064035.1	12910264	12910503	+	43	NA	intron (Nvec_vc1.1_LOC116604528, intron 1 of 21)	-intron (Nvec_vc1.1_LOC116604528, intron 1 of 21)	1683	Nvec_vc1.1_LOC116604528	Nvec_vc1.1_LOC116604528	Nvec_vc1.1_XM_048724035			LOC116604528			NA
Fox_neg_R2.mLb.clN_peak_4872	NC_064037.1	10280660	10281066	+	43	NA	TTS (Nvec_vc1.1_LOC5513708)	-TTS (Nvec_vc1.1_LOC5513708)	3293	Nvec_vc1.1_LOC125561756	Nvec_vc1.1_LOC125561756	Nvec_vc1.1_XM_048726073			LOC125561756			NA
Fox_neg_R2.mLb.clN_peak_14591	NC_064047.1	925986	926215	+	43	NA	intron (Nvec_vc1.1_LOC5512847, intron 6 of 77)	-intron (Nvec_vc1.1_LOC5512847, intron 6 of 77)	7624	Nvec_vc1.1_LOC5512847	Nvec_vc1.1_LOC5512847	Nvec_vc1.1_XM_032382310			LOC5512847			NA
Fox_neg_R2.mLb.clN_peak_4472	NC_064037.1	4482559	4483358	+	43	NA	Intergenic	Intergenic	-2482	Nvec_vc1.1_LOC116618662	Nvec_vc1.1_LOC116618662	Nvec_vc1.1_XM_048726505			LOC116618662			NA
