PeakID (cmd=annotatePeaks.pl Ncol_pos_R1.mLb.clN_peaks.narrowPeak GCF_932526225.1_jaNemVect1.1_genomic.fna -gid -gtf Nvec_v4_merged_annotation_sort.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Ncol_pos_R1.mLb.clN_peak_6400	NC_064039.1	10266797	10267016	+	29	NA	intron (Nvec_vc1.1_LOC116603454, intron 1 of 1)	-intron (Nvec_vc1.1_LOC116603454, intron 1 of 1)	4376	Nvec_vc1.1_LOC116603454	Nvec_vc1.1_LOC116603454	Nvec_vc1.1_XM_032364655			LOC116603454			NA
Ncol_pos_R1.mLb.clN_peak_461	NC_064034.1	8527135	8527348	+	29	NA	exon (Nvec_vc1.1_LOC5520382, exon 71 of 100)	-exon (Nvec_vc1.1_LOC5520382, exon 71 of 100)	-15349	Nvec_vc1.1_LOC125571645	Nvec_vc1.1_LOC125571645	Nvec_vc1.1_XM_048731933			LOC125571645			NA
Ncol_pos_R1.mLb.clN_peak_1553	NC_064035.1	5712504	5712777	+	29	NA	promoter-TSS (Nvec_vc1.1_LOC5517843)	-promoter-TSS (Nvec_vc1.1_LOC5517843)	-259	Nvec_vc1.1_LOC5517843	Nvec_vc1.1_LOC5517843	Nvec_vc1.1_XM_048723321			LOC5517843			NA
Ncol_pos_R1.mLb.clN_peak_10712	NC_064044.1	7287592	7288067	+	29	NA	intron (Nvec_vc1.1_LOC116613506, intron 1 of 8)	-intron (Nvec_vc1.1_LOC116613506, intron 1 of 8)	844	Nvec_vc1.1_LOC116613506	Nvec_vc1.1_LOC116613506	Nvec_vc1.1_XM_048734619			LOC116613506			NA
Ncol_pos_R1.mLb.clN_peak_12378	NC_064046.1	6878110	6878358	+	29	NA	Intergenic	Intergenic	-2449	Nvec_vc1.1_LOC116617382	Nvec_vc1.1_LOC116617382	Nvec_vc1.1_XM_048720614			LOC116617382			NA
Ncol_pos_R1.mLb.clN_peak_7049	NC_064040.1	5153753	5154501	+	29	NA	exon (Nvec_vc1.1_LOC5504035, exon 1 of 13)	-exon (Nvec_vc1.1_LOC5504035, exon 1 of 13)	550	Nvec_vc1.1_LOC5504035	Nvec_vc1.1_LOC5504035	Nvec_vc1.1_XM_032372302			LOC5504035			NA
Ncol_pos_R1.mLb.clN_peak_287	NC_064034.1	5370649	5370868	+	29	NA	Intergenic	Intergenic	-1478	Nvec_vc1.1_LOC5510650	Nvec_vc1.1_LOC5510650	Nvec_vc1.1_XM_032379872			LOC5510650			NA
Ncol_pos_R1.mLb.clN_peak_8750	NC_064042.1	2776235	2776425	+	29	NA	promoter-TSS (Nvec_vc1.1_LOC5511628)	-promoter-TSS (Nvec_vc1.1_LOC5511628)	-74	Nvec_vc1.1_LOC5511628	Nvec_vc1.1_LOC5511628	Nvec_vc1.1_XM_001631994			LOC5511628			NA
Ncol_pos_R1.mLb.clN_peak_2894	NC_064036.1	6067629	6067838	+	29	NA	intron (Nvec_vc1.1_LOC5502966, intron 2 of 7)	-intron (Nvec_vc1.1_LOC5502966, intron 2 of 7)	1825	Nvec_vc1.1_LOC5502966	Nvec_vc1.1_LOC5502966	Nvec_vc1.1_XM_048725626			LOC5502966			NA
Ncol_pos_R1.mLb.clN_peak_13925	NC_064048.1	8574289	8574509	+	29	NA	promoter-TSS (Nvec_vc1.1_LOC116612551)	-promoter-TSS (Nvec_vc1.1_LOC116612551)	6	Nvec_vc1.1_LOC116610601	Nvec_vc1.1_LOC116610601	Nvec_vc1.1_XM_048723093			LOC116610601			NA
Ncol_pos_R1.mLb.clN_peak_3701	NC_064036.1	18296035	18296328	+	29	NA	promoter-TSS (Nvec_v1g244717)	-promoter-TSS (Nvec_v1g244717)	-359	Nvec_vc1.1_LOC116616264	Nvec_vc1.1_LOC116616264	Nvec_vc1.1_XM_048725559			LOC116616264			NA
Ncol_pos_R1.mLb.clN_peak_404	NC_064034.1	7419504	7419842	+	29	NA	intron (Nvec_v1g232050, intron 3 of 3)	-intron (Nvec_v1g232050, intron 3 of 3)	3841	Nvec_vc1.1_LOC125570198	Nvec_vc1.1_LOC125570198	Nvec_vc1.1_XM_048731508			LOC125570198			NA
Ncol_pos_R1.mLb.clN_peak_5222	NC_064038.1	7100280	7100648	+	29	NA	exon (Nvec_vc1.1_LOC5503431, exon 10 of 12)	-exon (Nvec_vc1.1_LOC5503431, exon 10 of 12)	11380	Nvec_vc1.1_LOC5503431	Nvec_vc1.1_LOC5503431	Nvec_vc1.1_XM_032371787			LOC5503431			NA
Ncol_pos_R1.mLb.clN_peak_4826	NC_064037.1	17101847	17102580	+	29	NA	promoter-TSS (Nvec_vc1.1_LOC5511308)	-promoter-TSS (Nvec_vc1.1_LOC5511308)	16	Nvec_vc1.1_LOC5511308	Nvec_vc1.1_LOC5511308	Nvec_vc1.1_XM_048726005			LOC5511308			NA
Ncol_pos_R1.mLb.clN_peak_9245	NC_064042.1	11666735	11667007	+	29	NA	promoter-TSS (Nvec_vc1.1_LOC5512415)	-promoter-TSS (Nvec_vc1.1_LOC5512415)	-298	Nvec_vc1.1_LOC5512415	Nvec_vc1.1_LOC5512415	Nvec_vc1.1_XM_048732382			LOC5512415			NA
Ncol_pos_R1.mLb.clN_peak_3276	NC_064036.1	11901914	11902160	+	29	NA	promoter-TSS (Nvec_vc1.1_LOC5520076)	-promoter-TSS (Nvec_vc1.1_LOC5520076)	271	Nvec_vc1.1_LOC5520004	Nvec_vc1.1_LOC5520004	Nvec_vc1.1_XM_001639882			LOC5520004			NA
Ncol_pos_R1.mLb.clN_peak_11265	NC_064045.1	2899283	2899551	+	29	NA	intron (Nvec_vc1.1_LOC116611066, intron 14 of 32)	-intron (Nvec_vc1.1_LOC116611066, intron 14 of 32)	18728	Nvec_vc1.1_LOC116611066	Nvec_vc1.1_LOC116611066	Nvec_vc1.1_XM_048719367			LOC116611066			NA
Ncol_pos_R1.mLb.clN_peak_519	NC_064034.1	9348966	9349199	+	29	NA	intron (Nvec_vc1.1_LOC116603727, intron 1 of 2)	-intron (Nvec_vc1.1_LOC116603727, intron 1 of 2)	490	Nvec_vc1.1_LOC116603727	Nvec_vc1.1_LOC116603727	Nvec_vc1.1_XM_032365367			LOC116603727			NA
Ncol_pos_R1.mLb.clN_peak_9815	NC_064043.1	6327023	6327289	+	29	NA	Intergenic	Intergenic	-4044	Nvec_vc1.1_LOC5522079	Nvec_vc1.1_LOC5522079	Nvec_vc1.1_XM_001641794			LOC5522079			NA
Ncol_pos_R1.mLb.clN_peak_575	NC_064034.1	10171941	10172327	+	29	NA	intron (Nvec_vc1.1_LOC5520280, intron 2 of 2)	-intron (Nvec_vc1.1_LOC5520280, intron 2 of 2)	3724	Nvec_vc1.1_LOC5520280	Nvec_vc1.1_LOC5520280	Nvec_vc1.1_XM_032365465			LOC5520280			NA
Ncol_pos_R1.mLb.clN_peak_3061	NC_064036.1	8644430	8644702	+	29	NA	intron (Nvec_vc1.1_LOC5512112, intron 33 of 403)	-intron (Nvec_vc1.1_LOC5512112, intron 33 of 403)	31396	Nvec_vc1.1_LOC5512112	Nvec_vc1.1_LOC5512112	Nvec_vc1.1_XM_048725343			LOC5512112			NA
Ncol_pos_R1.mLb.clN_peak_10306	NC_064043.1	13933641	13934041	+	29	NA	intron (Nvec_vc1.1_LOC116614314, intron 10 of 19)	-intron (Nvec_vc1.1_LOC116614314, intron 10 of 19)	12051	Nvec_vc1.1_LOC116601425	Nvec_vc1.1_LOC116601425	Nvec_vc1.1_XM_032362200			LOC116601425			NA
Ncol_pos_R1.mLb.clN_peak_8833	NC_064042.1	4439060	4439274	+	29	NA	exon (Nvec_vc1.1_LOC5517327, exon 1 of 3)	-exon (Nvec_vc1.1_LOC5517327, exon 1 of 3)	2304	Nvec_vc1.1_LOC5517327	Nvec_vc1.1_LOC5517327	Nvec_vc1.1_XM_001637246			LOC5517327			NA
Ncol_pos_R1.mLb.clN_peak_7814	NC_064041.1	1167645	1168063	+	29	NA	exon (Nvec_vc1.1_LOC116608335, exon 1 of 1)	-exon (Nvec_vc1.1_LOC116608335, exon 1 of 1)	2532	Nvec_vc1.1_LOC125570208	Nvec_vc1.1_LOC125570208	Nvec_vc1.1_XM_048731509			LOC125570208			NA
Ncol_pos_R1.mLb.clN_peak_5546	NC_064038.1	13113595	13113865	+	29	NA	exon (Nvec_vc1.1_LOC5507619, exon 2 of 15)	-exon (Nvec_vc1.1_LOC5507619, exon 2 of 15)	-3760	Nvec_vc1.1_LOC5507629	Nvec_vc1.1_LOC5507629	Nvec_vc1.1_XM_048727273			LOC5507629			NA
Ncol_pos_R1.mLb.clN_peak_13056	NC_064047.1	4751543	4752001	+	29	NA	exon (Nvec_vc1.1_LOC5503460, exon 6 of 6)	-exon (Nvec_vc1.1_LOC5503460, exon 6 of 6)	7234	Nvec_vc1.1_LOC5503460	Nvec_vc1.1_LOC5503460	Nvec_vc1.1_XM_048722145			LOC5503460			NA
Ncol_pos_R1.mLb.clN_peak_2504	NC_064035.1	20925112	20925420	+	29	NA	Intergenic	Intergenic	-7618	Nvec_vc1.1_LOC5505078	Nvec_vc1.1_LOC5505078	Nvec_vc1.1_XM_032373490			LOC5505078			NA
Ncol_pos_R1.mLb.clN_peak_1549	NC_064035.1	5659988	5660217	+	29	NA	intron (Nvec_vc1.1_LOC5505230, intron 11 of 13)	-intron (Nvec_vc1.1_LOC5505230, intron 11 of 13)	-6300	Nvec_vc1.1_LOC5517862	Nvec_vc1.1_LOC5517862	Nvec_vc1.1_XM_001637789			LOC5517862			NA
Ncol_pos_R1.mLb.clN_peak_12210	NC_064046.1	3800522	3800813	+	29	NA	promoter-TSS (Nvec_vc1.1_LOC125559093)	-promoter-TSS (Nvec_vc1.1_LOC125559093)	-775	Nvec_vc1.1_LOC125559093	Nvec_vc1.1_LOC125559093	Nvec_vc1.1_XM_048721036			LOC125559093			NA
Ncol_pos_R1.mLb.clN_peak_11107	NC_064044.1	14210135	14210466	+	29	NA	Intergenic	Intergenic	-7264	Nvec_vc1.1_LOC116601196	Nvec_vc1.1_LOC116601196	Nvec_vc1.1_XM_048734034			LOC116601196			NA
Ncol_pos_R1.mLb.clN_peak_11651	NC_064045.1	9544523	9544781	+	29	NA	intron (Nvec_vc1.1_LOC5508437, intron 2 of 8)	-intron (Nvec_vc1.1_LOC5508437, intron 2 of 8)	2721	Nvec_vc1.1_LOC5508437	Nvec_vc1.1_LOC5508437	Nvec_vc1.1_XM_048720281			LOC5508437			NA
Ncol_pos_R1.mLb.clN_peak_7266	NC_064040.1	8499038	8499713	+	29	NA	intron (Nvec_vc1.1_LOC5513029, intron 1 of 1)	-intron (Nvec_vc1.1_LOC5513029, intron 1 of 1)	2120	Nvec_vc1.1_LOC5513029	Nvec_vc1.1_LOC5513029	Nvec_vc1.1_XM_001633285			LOC5513029			NA
Ncol_pos_R1.mLb.clN_peak_5537	NC_064038.1	12974244	12974429	+	29	NA	exon (Nvec_vc1.1_LOC5507643, exon 17 of 17)	-exon (Nvec_vc1.1_LOC5507643, exon 17 of 17)	5123	Nvec_vc1.1_LOC5507642	Nvec_vc1.1_LOC5507642	Nvec_vc1.1_XM_032376356			LOC5507642			NA
Ncol_pos_R1.mLb.clN_peak_12556	NC_064046.1	10470352	10470703	+	29	NA	exon (Nvec_vc1.1_LOC116614708, exon 4 of 4)	-exon (Nvec_vc1.1_LOC116614708, exon 4 of 4)	-5500	Nvec_vc1.1_LOC116619048	Nvec_vc1.1_LOC116619048	Nvec_vc1.1_XM_032383361			LOC116619048			NA
Ncol_pos_R1.mLb.clN_peak_2598	NC_064036.1	1205294	1205532	+	29	NA	Intergenic	Intergenic	11465	Nvec_vc1.1_LOC5517002	Nvec_vc1.1_LOC5517002	Nvec_vc1.1_XM_032386983			LOC5517002			NA
Ncol_pos_R1.mLb.clN_peak_11185	NC_064045.1	127808	128088	+	29	NA	Intergenic	Intergenic	119232	Nvec_vc1.1_LOC116604486	Nvec_vc1.1_LOC116604486	Nvec_vc1.1_XM_048719407			LOC116604486			NA
Ncol_pos_R1.mLb.clN_peak_4596	NC_064037.1	13369521	13369939	+	29	NA	promoter-TSS (Nvec_vc1.1_LOC5511068)	-promoter-TSS (Nvec_vc1.1_LOC5511068)	-171	Nvec_vc1.1_LOC5511068	Nvec_vc1.1_LOC5511068	Nvec_vc1.1_XM_001631441			LOC5511068			NA
Ncol_pos_R1.mLb.clN_peak_11166	NC_064044.1	15955011	15955252	+	29	NA	intron (Nvec_vc1.1_LOC5504640, intron 34 of 36)	-intron (Nvec_vc1.1_LOC5504640, intron 34 of 36)	-9063	Nvec_vc1.1_LOC116612335	Nvec_vc1.1_LOC116612335	Nvec_vc1.1_XM_048734722			LOC116612335			NA
Ncol_pos_R1.mLb.clN_peak_14065	NC_064048.1	12226704	12226906	+	29	NA	intron (Nvec_vc1.1_LOC5506975, intron 8 of 12)	-intron (Nvec_vc1.1_LOC5506975, intron 8 of 12)	25290	Nvec_vc1.1_LOC5506988	Nvec_vc1.1_LOC5506988	Nvec_vc1.1_XM_001627604			LOC5506988			NA
Ncol_pos_R1.mLb.clN_peak_11315	NC_064045.1	3687964	3688250	+	29	NA	exon (Nvec_vc1.1_LOC5516926, exon 1 of 5)	-exon (Nvec_vc1.1_LOC5516926, exon 1 of 5)	469	Nvec_vc1.1_LOC5516926	Nvec_vc1.1_LOC5516926	Nvec_vc1.1_XM_032386807			LOC5516926			NA
Ncol_pos_R1.mLb.clN_peak_3566	NC_064036.1	15926534	15926923	+	29	NA	Intergenic	Intergenic	-4254	Nvec_vc1.1_LOC125561288	Nvec_vc1.1_LOC125561288	Nvec_vc1.1_XM_048725336			LOC125561288			NA
Ncol_pos_R1.mLb.clN_peak_12416	NC_064046.1	7699651	7699929	+	29	NA	intron (Nvec_vc1.1_LOC116610270, intron 4 of 8)	-intron (Nvec_vc1.1_LOC116610270, intron 4 of 8)	19265	Nvec_vc1.1_LOC116610270	Nvec_vc1.1_LOC116610270	Nvec_vc1.1_XM_048720660			LOC116610270			NA
Ncol_pos_R1.mLb.clN_peak_3433	NC_064036.1	13987621	13987840	+	29	NA	intron (Nvec_vc1.1_LOC5518749, intron 13 of 26)	-intron (Nvec_vc1.1_LOC5518749, intron 13 of 26)	-6634	Nvec_vc1.1_LOC5518697	Nvec_vc1.1_LOC5518697	Nvec_vc1.1_XM_048724701			LOC5518697			NA
Ncol_pos_R1.mLb.clN_peak_8365	NC_064041.1	12964803	12965195	+	29	NA	TTS (Nvec_vc1.1_LOC5516223)	-TTS (Nvec_vc1.1_LOC5516223)	8780	Nvec_vc1.1_LOC5516223	Nvec_vc1.1_LOC5516223	Nvec_vc1.1_XM_001636312			LOC5516223			NA
Ncol_pos_R1.mLb.clN_peak_6397	NC_064039.1	10223948	10224286	+	29	NA	exon (Nvec_vc1.1_LOC116603455, exon 1 of 9)	-exon (Nvec_vc1.1_LOC116603455, exon 1 of 9)	489	Nvec_vc1.1_LOC116603455	Nvec_vc1.1_LOC116603455	Nvec_vc1.1_XM_048728599			LOC116603455			NA
Ncol_pos_R1.mLb.clN_peak_13143	NC_064047.1	6410518	6410775	+	29	NA	promoter-TSS (Nvec_vc1.1_LOC5505094)	-promoter-TSS (Nvec_vc1.1_LOC5505094)	-219	Nvec_vc1.1_LOC5505094	Nvec_vc1.1_LOC5505094	Nvec_vc1.1_XM_032373531			LOC5505094			NA
Ncol_pos_R1.mLb.clN_peak_13797	NC_064048.1	5937695	5937909	+	29	NA	intron (Nvec_vc1.1_LOC116617730, intron 10 of 18)	-intron (Nvec_vc1.1_LOC116617730, intron 10 of 18)	14300	Nvec_vc1.1_LOC116617734	Nvec_vc1.1_LOC116617734	Nvec_vc1.1_XM_048722317			LOC116617734			NA
Ncol_pos_R1.mLb.clN_peak_7955	NC_064041.1	4078727	4078934	+	29	NA	intron (Nvec_vc1.1_LOC125570119, intron 2 of 3)	-intron (Nvec_vc1.1_LOC125570119, intron 2 of 3)	3010	Nvec_vc1.1_LOC125570119	Nvec_vc1.1_LOC125570119	Nvec_vc1.1_XM_048731132			LOC125570119			NA
Ncol_pos_R1.mLb.clN_peak_9500	NC_064043.1	1462847	1463435	+	29	NA	TTS (Nvec_vc1.1_LOC5512125)	-TTS (Nvec_vc1.1_LOC5512125)	142	Nvec_vc1.1_LOC5512129	Nvec_vc1.1_LOC5512129	Nvec_vc1.1_XM_001632436			LOC5512129			NA
Ncol_pos_R1.mLb.clN_peak_1765	NC_064035.1	9201245	9201437	+	29	NA	exon (Nvec_vc1.1_LOC5521239, exon 24 of 31)	-exon (Nvec_vc1.1_LOC5521239, exon 24 of 31)	5428	Nvec_vc1.1_LOC5521238	Nvec_vc1.1_LOC5521238	Nvec_vc1.1_XM_001640985			LOC5521238			NA
Ncol_pos_R1.mLb.clN_peak_1099	NC_064034.1	19931513	19931977	+	29	NA	exon (Nvec_vc1.1_LOC5507693, exon 1 of 1)	-exon (Nvec_vc1.1_LOC5507693, exon 1 of 1)	382	Nvec_vc1.1_LOC5507693	Nvec_vc1.1_LOC5507693	Nvec_vc1.1_XM_048726142			LOC5507693			NA
Ncol_pos_R1.mLb.clN_peak_6006	NC_064039.1	4444330	4444664	+	29	NA	exon (Nvec_vc1.1_LOC5506675, exon 1 of 2)	-exon (Nvec_vc1.1_LOC5506675, exon 1 of 2)	483	Nvec_vc1.1_LOC5506675	Nvec_vc1.1_LOC5506675	Nvec_vc1.1_XM_001627321			LOC5506675			NA
Ncol_pos_R1.mLb.clN_peak_5401	NC_064038.1	10430485	10430851	+	29	NA	promoter-TSS (Nvec_vc1.1_LOC125563179)	-promoter-TSS (Nvec_vc1.1_LOC125563179)	38	Nvec_vc1.1_LOC125563179	Nvec_vc1.1_LOC125563179	Nvec_vc1.1_XM_048728151			LOC125563179			NA
Ncol_pos_R1.mLb.clN_peak_10496	NC_064044.1	3263913	3264524	+	29	NA	Intergenic	Intergenic	-4183	Nvec_vc1.1_LOC5509986	Nvec_vc1.1_LOC5509986	Nvec_vc1.1_XM_001630409			LOC5509986			NA
Ncol_pos_R1.mLb.clN_peak_10102	NC_064043.1	10848845	10849042	+	29	NA	promoter-TSS (Nvec_vc1.1_LOC116603110)	-promoter-TSS (Nvec_vc1.1_LOC116603110)	9	Nvec_vc1.1_LOC116603110	Nvec_vc1.1_LOC116603110	Nvec_vc1.1_XM_032364120			LOC116603110			NA
Ncol_pos_R1.mLb.clN_peak_1384	NC_064035.1	3239204	3239428	+	29	NA	exon (Nvec_vc1.1_LOC116619567, exon 1 of 2)	-exon (Nvec_vc1.1_LOC116619567, exon 1 of 2)	640	Nvec_vc1.1_LOC116619567	Nvec_vc1.1_LOC116619567	Nvec_vc1.1_XM_032384474			LOC116619567			NA
Ncol_pos_R1.mLb.clN_peak_9546	NC_064043.1	2142750	2142990	+	29	NA	intron (Nvec_vc1.1_LOC5512206, intron 3 of 6)	-intron (Nvec_vc1.1_LOC5512206, intron 3 of 6)	2338	Nvec_vc1.1_LOC5512206	Nvec_vc1.1_LOC5512206	Nvec_vc1.1_XM_032381604			LOC5512206			NA
Ncol_pos_R1.mLb.clN_peak_8007	NC_064041.1	5391473	5391724	+	29	NA	intron (Nvec_vc1.1_LOC5504495, intron 1 of 32)	-intron (Nvec_vc1.1_LOC5504495, intron 1 of 32)	2385	Nvec_vc1.1_LOC5504495	Nvec_vc1.1_LOC5504495	Nvec_vc1.1_XM_048731549			LOC5504495			NA
Ncol_pos_R1.mLb.clN_peak_7798	NC_064041.1	551121	551463	+	29	NA	intron (Nvec_vc1.1_LOC5514130, intron 2 of 74)	-intron (Nvec_vc1.1_LOC5514130, intron 2 of 74)	1362	Nvec_vc1.1_LOC5514130	Nvec_vc1.1_LOC5514130	Nvec_vc1.1_XM_048731381			LOC5514130			NA
Ncol_pos_R1.mLb.clN_peak_5902	NC_064039.1	3126155	3126520	+	29	NA	intron (Nvec_vc1.1_LOC5514669, intron 7 of 16)	-intron (Nvec_vc1.1_LOC5514669, intron 7 of 16)	8262	Nvec_vc1.1_LOC5514669	Nvec_vc1.1_LOC5514669	Nvec_vc1.1_XM_048729169			LOC5514669			NA
Ncol_pos_R1.mLb.clN_peak_5143	NC_064038.1	5765938	5766693	+	29	NA	intron (Nvec_vc1.1_LOC5511212, intron 6 of 7)	-intron (Nvec_vc1.1_LOC5511212, intron 6 of 7)	10182	Nvec_vc1.1_LOC5511212	Nvec_vc1.1_LOC5511212	Nvec_vc1.1_XM_048728122			LOC5511212			NA
Ncol_pos_R1.mLb.clN_peak_10002	NC_064043.1	9252358	9252592	+	29	NA	exon (Nvec_vc1.1_LOC5513557, exon 6 of 6)	-exon (Nvec_vc1.1_LOC5513557, exon 6 of 6)	-3993	Nvec_vc1.1_LOC125556811	Nvec_vc1.1_LOC125556811	Nvec_vc1.1_XM_048733390			LOC125556811			NA
Ncol_pos_R1.mLb.clN_peak_8638	NC_064042.1	1075343	1075798	+	29	NA	exon (Nvec_vc1.1_LOC116616317, exon 5 of 5)	-exon (Nvec_vc1.1_LOC116616317, exon 5 of 5)	3613	Nvec_vc1.1_LOC116616317	Nvec_vc1.1_LOC116616317	Nvec_vc1.1_XM_048732751			LOC116616317			NA
Ncol_pos_R1.mLb.clN_peak_468	NC_064034.1	8653136	8653354	+	29	NA	Intergenic	Intergenic	-1814	Nvec_vc1.1_LOC116603712	Nvec_vc1.1_LOC116603712	Nvec_vc1.1_XM_032365329			LOC116603712			NA
Ncol_pos_R1.mLb.clN_peak_13774	NC_064048.1	5505268	5505732	+	29	NA	promoter-TSS (Nvec_vc1.1_LOC5522327)	-promoter-TSS (Nvec_vc1.1_LOC5522327)	-192	Nvec_vc1.1_LOC5522327	Nvec_vc1.1_LOC5522327	Nvec_vc1.1_XM_032367755			LOC5522327			NA
Ncol_pos_R1.mLb.clN_peak_3349	NC_064036.1	12891947	12892220	+	29	NA	intron (Nvec_vc1.1_LOC5518640, intron 1 of 4)	-intron (Nvec_vc1.1_LOC5518640, intron 1 of 4)	1694	Nvec_vc1.1_LOC5518640	Nvec_vc1.1_LOC5518640	Nvec_vc1.1_XM_032363362			LOC5518640			NA
Ncol_pos_R1.mLb.clN_peak_10956	NC_064044.1	11839749	11840079	+	29	NA	TTS (Nvec_vc1.1_LOC5514711)	-TTS (Nvec_vc1.1_LOC5514711)	5512	Nvec_vc1.1_LOC5514711	Nvec_vc1.1_LOC5514711	Nvec_vc1.1_XM_001634854			LOC5514711			NA
Ncol_pos_R1.mLb.clN_peak_7895	NC_064041.1	3216737	3217000	+	29	NA	intron (Nvec_vc1.1_LOC5507420, intron 1 of 1)	-intron (Nvec_vc1.1_LOC5507420, intron 1 of 1)	1124	Nvec_vc1.1_LOC5507420	Nvec_vc1.1_LOC5507420	Nvec_vc1.1_XM_032376069			LOC5507420			NA
Ncol_pos_R1.mLb.clN_peak_3782	NC_064036.1	20170039	20170252	+	29	NA	Intergenic	Intergenic	-5858	Nvec_NVE10462	Nvec_NVE10462	Nvec_NVE10462						NA
Ncol_pos_R1.mLb.clN_peak_1500	NC_064035.1	4953467	4953837	+	29	NA	exon (Nvec_vc1.1_LOC5508928, exon 2 of 11)	-exon (Nvec_vc1.1_LOC5508928, exon 2 of 11)	454	Nvec_vc1.1_LOC5508928	Nvec_vc1.1_LOC5508928	Nvec_vc1.1_XM_048722955			LOC5508928			NA
Ncol_pos_R1.mLb.clN_peak_2619	NC_064036.1	1442428	1442906	+	29	NA	promoter-TSS (Nvec_vc1.1_LOC5517054)	-promoter-TSS (Nvec_vc1.1_LOC5517054)	-93	Nvec_vc1.1_LOC5517054	Nvec_vc1.1_LOC5517054	Nvec_vc1.1_XM_032387003			LOC5517054			NA
Ncol_pos_R1.mLb.clN_peak_1223	NC_064035.1	9793	9978	+	29	NA	Intergenic	Intergenic	-216979	Nvec_NVE16965	Nvec_NVE16965	Nvec_NVE16965						NA
Ncol_pos_R1.mLb.clN_peak_5979	NC_064039.1	4106719	4106986	+	29	NA	Intergenic	Intergenic	-5902	Nvec_vc1.1_LOC5502640	Nvec_vc1.1_LOC5502640	Nvec_vc1.1_XM_048729497			LOC5502640			NA
Ncol_pos_R1.mLb.clN_peak_14106	NW_026019277.1	53389	53574	+	29	NA	Intergenic	Intergenic	11280	Nvec_vc1.1_LOC125560898	Nvec_vc1.1_LOC125560898	Nvec_vc1.1_XM_048723201			LOC125560898			NA
Ncol_pos_R1.mLb.clN_peak_7930	NC_064041.1	3679951	3680461	+	29	NA	exon (Nvec_vc1.1_LOC5505867, exon 2 of 4)	-exon (Nvec_vc1.1_LOC5505867, exon 2 of 4)	9943	Nvec_vc1.1_LOC5505867	Nvec_vc1.1_LOC5505867	Nvec_vc1.1_XM_048731533			LOC5505867			NA
Ncol_pos_R1.mLb.clN_peak_8838	NC_064042.1	4493429	4493625	+	29	NA	exon (Nvec_vc1.1_LOC116621506, exon 1 of 6)	-exon (Nvec_vc1.1_LOC116621506, exon 1 of 6)	123	Nvec_vc1.1_LOC116621506	Nvec_vc1.1_LOC116621506	Nvec_vc1.1_XM_032387311			LOC116621506			NA
Ncol_pos_R1.mLb.clN_peak_4784	NC_064037.1	16368038	16368290	+	29	NA	Intergenic	Intergenic	12054	Nvec_vc1.1_LOC125561897	Nvec_vc1.1_LOC125561897	Nvec_vc1.1_XM_048726695			LOC125561897			NA
Ncol_pos_R1.mLb.clN_peak_11170	NC_064044.1	15972026	15972384	+	29	NA	TTS (Nvec_v1g129606)	-TTS (Nvec_v1g129606)	671	Nvec_v1g129606	Nvec_v1g129606	Nvec_v1g129606						NA
Ncol_pos_R1.mLb.clN_peak_8452	NC_064041.1	14572448	14572704	+	29	NA	exon (Nvec_vc1.1_LOC5510506, exon 8 of 8)	-exon (Nvec_vc1.1_LOC5510506, exon 8 of 8)	9419	Nvec_vc1.1_LOC5510506	Nvec_vc1.1_LOC5510506	Nvec_vc1.1_XM_032379612			LOC5510506			NA
Ncol_pos_R1.mLb.clN_peak_2978	NC_064036.1	7236884	7237096	+	29	NA	Intergenic	Intergenic	-10746	Nvec_vc1.1_LOC5513656	Nvec_vc1.1_LOC5513656	Nvec_vc1.1_XM_048724777			LOC5513656			NA
Ncol_pos_R1.mLb.clN_peak_8389	NC_064041.1	13346113	13346367	+	29	NA	promoter-TSS (Nvec_vc1.1_LOC116620290)	-promoter-TSS (Nvec_vc1.1_LOC116620290)	-955	Nvec_vc1.1_LOC116620290	Nvec_vc1.1_LOC116620290	Nvec_vc1.1_XM_032386048			LOC116620290			NA
Ncol_pos_R1.mLb.clN_peak_783	NC_064034.1	13500326	13500881	+	29	NA	Intergenic	Intergenic	-2413	Nvec_v1g241280	Nvec_v1g241280	Nvec_v1g241280						NA
Ncol_pos_R1.mLb.clN_peak_2535	NC_064035.1	21823411	21823816	+	29	NA	Intergenic	Intergenic	-21114	Nvec_vc1.1_LOC116618667	Nvec_vc1.1_LOC116618667	Nvec_vc1.1_XM_032382655			LOC116618667			NA
Ncol_pos_R1.mLb.clN_peak_502	NC_064034.1	9219897	9220115	+	29	NA	exon (Nvec_vc1.1_LOC116603703, exon 1 of 19)	-exon (Nvec_vc1.1_LOC116603703, exon 1 of 19)	1145	Nvec_vc1.1_LOC116603703	Nvec_vc1.1_LOC116603703	Nvec_vc1.1_XM_032365294			LOC116603703			NA
Ncol_pos_R1.mLb.clN_peak_11108	NC_064044.1	14233251	14233453	+	29	NA	exon (Nvec_v1g201567, exon 1 of 1)	-exon (Nvec_v1g201567, exon 1 of 1)	461	Nvec_v1g201567	Nvec_v1g201567	Nvec_v1g201567						NA
