PeakID (cmd=annotatePeaks.pl Elav_pos_R3.mLb.clN_peaks.narrowPeak GCF_932526225.1_jaNemVect1.1_genomic.fna -gid -gtf Nvec_v4_merged_annotation_sort.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Elav_pos_R3.mLb.clN_peak_1232	NC_064034.1	18200430	18200693	+	45	NA	TTS (Nvec_vc1.1_LOC5514427)	-TTS (Nvec_vc1.1_LOC5514427)	3794	Nvec_vc1.1_LOC5514427	Nvec_vc1.1_LOC5514427	Nvec_vc1.1_XM_001634596			LOC5514427			NA
Elav_pos_R3.mLb.clN_peak_5051	NC_064037.1	7264041	7264458	+	45	NA	TTS (Nvec_vc1.1_LOC5519695)	-TTS (Nvec_vc1.1_LOC5519695)	-3240	Nvec_vc1.1_LOC5519696	Nvec_vc1.1_LOC5519696	Nvec_vc1.1_XM_032364509			LOC5519696			NA
Elav_pos_R3.mLb.clN_peak_14275	NC_064045.1	14828639	14829103	+	45	NA	exon (Nvec_vc1.1_LOC5506879, exon 2 of 2)	-exon (Nvec_vc1.1_LOC5506879, exon 2 of 2)	1409	Nvec_vc1.1_LOC5506879	Nvec_vc1.1_LOC5506879	Nvec_vc1.1_XM_032375340			LOC5506879			NA
Elav_pos_R3.mLb.clN_peak_14111	NC_064045.1	12354952	12355190	+	45	NA	promoter-TSS (Nvec_vc1.1_LOC5520511)	-promoter-TSS (Nvec_vc1.1_LOC5520511)	-64	Nvec_vc1.1_LOC116603988	Nvec_vc1.1_LOC116603988	Nvec_vc1.1_XM_048720249			LOC116603988			NA
Elav_pos_R3.mLb.clN_peak_10892	NC_064042.1	9185614	9186194	+	45	NA	TTS (Nvec_vc1.1_LOC5504845)	-TTS (Nvec_vc1.1_LOC5504845)	-1322	Nvec_vc1.1_LOC5504853	Nvec_vc1.1_LOC5504853	Nvec_vc1.1_XM_032373176			LOC5504853			NA
Elav_pos_R3.mLb.clN_peak_9692	NC_064041.1	7133921	7134801	+	45	NA	Intergenic	Intergenic	-4136	Nvec_vc1.1_LOC5515217	Nvec_vc1.1_LOC5515217	Nvec_vc1.1_XM_001635346			LOC5515217			NA
Elav_pos_R3.mLb.clN_peak_7783	NC_064039.1	11165089	11165614	+	45	NA	exon (Nvec_vc1.1_LOC116608936, exon 2 of 2)	-exon (Nvec_vc1.1_LOC116608936, exon 2 of 2)	1633	Nvec_vc1.1_LOC116608936	Nvec_vc1.1_LOC116608936	Nvec_vc1.1_XM_032370013			LOC116608936			NA
Elav_pos_R3.mLb.clN_peak_11838	NC_064043.1	6980730	6981016	+	45	NA	intron (Nvec_vc1.1_LOC5522050, intron 1 of 4)	-intron (Nvec_vc1.1_LOC5522050, intron 1 of 4)	3837	Nvec_vc1.1_LOC5522050	Nvec_vc1.1_LOC5522050	Nvec_vc1.1_XM_032367284			LOC5522050			NA
Elav_pos_R3.mLb.clN_peak_1044	NC_064034.1	15359444	15359785	+	45	NA	promoter-TSS (Nvec_vc1.1_LOC5506329)	-promoter-TSS (Nvec_vc1.1_LOC5506329)	-998	Nvec_vc1.1_LOC5506329	Nvec_vc1.1_LOC5506329	Nvec_vc1.1_XM_032374690			LOC5506329			NA
Elav_pos_R3.mLb.clN_peak_6413	NC_064038.1	9760936	9761624	+	45	NA	Intergenic	Intergenic	8871	Nvec_vc1.1_LOC5508723	Nvec_vc1.1_LOC5508723	Nvec_vc1.1_XM_048728239			LOC5508723			NA
Elav_pos_R3.mLb.clN_peak_6863	NC_064039.1	64822	65225	+	45	NA	intron (Nvec_vc1.1_LOC5511462, intron 1 of 3)	-intron (Nvec_vc1.1_LOC5511462, intron 1 of 3)	9431	Nvec_vc1.1_LOC5511462	Nvec_vc1.1_LOC5511462	Nvec_vc1.1_XM_001631817			LOC5511462			NA
Elav_pos_R3.mLb.clN_peak_16357	NC_064048.1	3343079	3343502	+	45	NA	Intergenic	Intergenic	12450	Nvec_vc1.1_LOC116608461	Nvec_vc1.1_LOC116608461	Nvec_vc1.1_XM_048722433			LOC116608461			NA
Elav_pos_R3.mLb.clN_peak_6479	NC_064038.1	10491334	10491799	+	45	NA	intron (Nvec_vc1.1_LOC5517595, intron 3 of 8)	-intron (Nvec_vc1.1_LOC5517595, intron 3 of 8)	14970	Nvec_vc1.1_LOC5517595	Nvec_vc1.1_LOC5517595	Nvec_vc1.1_XM_032362149			LOC5517595			NA
Elav_pos_R3.mLb.clN_peak_1219	NC_064034.1	17995876	17996151	+	45	NA	promoter-TSS (Nvec_vc1.1_LOC5514418)	-promoter-TSS (Nvec_vc1.1_LOC5514418)	-452	Nvec_vc1.1_LOC5514418	Nvec_vc1.1_LOC5514418	Nvec_vc1.1_XM_001634592			LOC5514418			NA
Elav_pos_R3.mLb.clN_peak_5180	NC_064037.1	8811123	8811367	+	45	NA	intron (Nvec_vc1.1_LOC5506592, intron 1 of 9)	-intron (Nvec_vc1.1_LOC5506592, intron 1 of 9)	1015	Nvec_vc1.1_LOC5506592	Nvec_vc1.1_LOC5506592	Nvec_vc1.1_XM_032374982			LOC5506592			NA
Elav_pos_R3.mLb.clN_peak_9906	NC_064041.1	10879070	10879709	+	45	NA	exon (Nvec_vc1.1_LOC5515291, exon 1 of 18)	-exon (Nvec_vc1.1_LOC5515291, exon 1 of 18)	175	Nvec_vc1.1_LOC5515291	Nvec_vc1.1_LOC5515291	Nvec_vc1.1_XM_048731618			LOC5515291			NA
Elav_pos_R3.mLb.clN_peak_7276	NC_064039.1	4921953	4922258	+	45	NA	intron (Nvec_vc1.1_LOC5521375, intron 1 of 1)	-intron (Nvec_vc1.1_LOC5521375, intron 1 of 1)	3424	Nvec_vc1.1_LOC5521375	Nvec_vc1.1_LOC5521375	Nvec_vc1.1_XM_001641131			LOC5521375			NA
Elav_pos_R3.mLb.clN_peak_12681	NC_064044.1	3990968	3991399	+	45	NA	promoter-TSS (Nvec_vc1.1_LOC5507707)	-promoter-TSS (Nvec_vc1.1_LOC5507707)	-173	Nvec_vc1.1_LOC5507707	Nvec_vc1.1_LOC5507707	Nvec_vc1.1_XM_001628289			LOC5507707			NA
Elav_pos_R3.mLb.clN_peak_5056	NC_064037.1	7295745	7296254	+	45	NA	exon (Nvec_vc1.1_LOC5519698, exon 2 of 2)	-exon (Nvec_vc1.1_LOC5519698, exon 2 of 2)	4903	Nvec_vc1.1_LOC5519698	Nvec_vc1.1_LOC5519698	Nvec_vc1.1_XM_032364472			LOC5519698			NA
Elav_pos_R3.mLb.clN_peak_616	NC_064034.1	9210206	9210705	+	45	NA	intron (Nvec_vc1.1_LOC5520359, intron 1 of 4)	-intron (Nvec_vc1.1_LOC5520359, intron 1 of 4)	1860	Nvec_vc1.1_LOC5520359	Nvec_vc1.1_LOC5520359	Nvec_vc1.1_XM_032365297			LOC5520359			NA
Elav_pos_R3.mLb.clN_peak_9487	NC_064041.1	3645041	3645567	+	45	NA	intron (Nvec_vc1.1_LOC5505858, intron 1 of 2)	-intron (Nvec_vc1.1_LOC5505858, intron 1 of 2)	2505	Nvec_vc1.1_LOC5505858	Nvec_vc1.1_LOC5505858	Nvec_vc1.1_XM_032374206			LOC5505858			NA
Elav_pos_R3.mLb.clN_peak_7358	NC_064039.1	5951883	5952328	+	45	NA	exon (Nvec_vc1.1_LOC5521433, exon 2 of 2)	-exon (Nvec_vc1.1_LOC5521433, exon 2 of 2)	-1219	Nvec_v1g81388	Nvec_v1g81388	Nvec_v1g81388						NA
Elav_pos_R3.mLb.clN_peak_14700	NC_064046.1	4588073	4588448	+	45	NA	intron (Nvec_vc1.1_LOC5501449, intron 1 of 32)	-intron (Nvec_vc1.1_LOC5501449, intron 1 of 32)	2284	Nvec_vc1.1_LOC5501449	Nvec_vc1.1_LOC5501449	Nvec_vc1.1_XM_048720662			LOC5501449			NA
Elav_pos_R3.mLb.clN_peak_4605	NC_064037.1	1708566	1709101	+	45	NA	TTS (Nvec_vc1.1_LOC116616176)	-TTS (Nvec_vc1.1_LOC116616176)	732	Nvec_vc1.1_LOC116616177	Nvec_vc1.1_LOC116616177	Nvec_vc1.1_XM_032378132			LOC116616177			NA
Elav_pos_R3.mLb.clN_peak_6659	NC_064038.1	13312766	13313151	+	45	NA	exon (Nvec_vc1.1_LOC5507625, exon 2 of 2)	-exon (Nvec_vc1.1_LOC5507625, exon 2 of 2)	2195	Nvec_vc1.1_LOC5507625	Nvec_vc1.1_LOC5507625	Nvec_vc1.1_XM_032376317			LOC5507625			NA
Elav_pos_R3.mLb.clN_peak_6523	NC_064038.1	11025721	11027568	+	45	NA	Intergenic	Intergenic	-8349	Nvec_vc1.1_LOC5517679	Nvec_vc1.1_LOC5517679	Nvec_vc1.1_XM_032362171			LOC5517679			NA
Elav_pos_R3.mLb.clN_peak_1204	NC_064034.1	17790764	17790987	+	45	NA	TTS (Nvec_vc1.1_LOC5514404)	-TTS (Nvec_vc1.1_LOC5514404)	-1070	Nvec_vc1.1_LOC5514449	Nvec_vc1.1_LOC5514449	Nvec_vc1.1_XM_001634542			LOC5514449			NA
Elav_pos_R3.mLb.clN_peak_10835	NC_064042.1	8482736	8483365	+	45	NA	Intergenic	Intergenic	-1882	Nvec_vc1.1_LOC5515449	Nvec_vc1.1_LOC5515449	Nvec_vc1.1_XM_032385118			LOC5515449			NA
Elav_pos_R3.mLb.clN_peak_5591	NC_064037.1	15006981	15007498	+	45	NA	intron (Nvec_vc1.1_LOC116619888, intron 2 of 7)	-intron (Nvec_vc1.1_LOC116619888, intron 2 of 7)	4252	Nvec_vc1.1_LOC116619888	Nvec_vc1.1_LOC116619888	Nvec_vc1.1_XM_048726261			LOC116619888			NA
Elav_pos_R3.mLb.clN_peak_3675	NC_064036.1	8490406	8490761	+	45	NA	intron (Nvec_vc1.1_LOC5512066, intron 1 of 9)	-intron (Nvec_vc1.1_LOC5512066, intron 1 of 9)	866	Nvec_vc1.1_LOC5512066	Nvec_vc1.1_LOC5512066	Nvec_vc1.1_XM_032381433			LOC5512066			NA
Elav_pos_R3.mLb.clN_peak_8780	NC_064040.1	8959343	8959615	+	45	NA	Intergenic	Intergenic	-1086	Nvec_vc1.1_LOC5512965	Nvec_vc1.1_LOC5512965	Nvec_vc1.1_XM_001633218			LOC5512965			NA
Elav_pos_R3.mLb.clN_peak_178	NC_064034.1	3256906	3257300	+	45	NA	exon (Nvec_vc1.1_LOC5506271, exon 2 of 2)	-exon (Nvec_vc1.1_LOC5506271, exon 2 of 2)	1050	Nvec_vc1.1_LOC5506271	Nvec_vc1.1_LOC5506271	Nvec_vc1.1_XM_001626947			LOC5506271			NA
Elav_pos_R3.mLb.clN_peak_12103	NC_064043.1	10109741	10110296	+	45	NA	intron (Nvec_vc1.1_LOC5519274, intron 2 of 6)	-intron (Nvec_vc1.1_LOC5519274, intron 2 of 6)	1874	Nvec_vc1.1_LOC5519274	Nvec_vc1.1_LOC5519274	Nvec_vc1.1_XM_048733757			LOC5519274			NA
Elav_pos_R3.mLb.clN_peak_8960	NC_064040.1	11569123	11569537	+	45	NA	TTS (Nvec_vc1.1_LOC5504959)	-TTS (Nvec_vc1.1_LOC5504959)	13075	Nvec_vc1.1_LOC5504959	Nvec_vc1.1_LOC5504959	Nvec_vc1.1_XM_032373337			LOC5504959			NA
Elav_pos_R3.mLb.clN_peak_10172	NC_064041.1	15298385	15298946	+	45	NA	TTS (Nvec_vc1.1_LOC5498023)	-TTS (Nvec_vc1.1_LOC5498023)	-2379	Nvec_vc1.1_LOC125570319	Nvec_vc1.1_LOC125570319	Nvec_vc1.1_XM_048731873			LOC125570319			NA
Elav_pos_R3.mLb.clN_peak_4271	NC_064036.1	16213182	16213436	+	45	NA	intron (Nvec_vc1.1_LOC5507165, intron 2 of 3)	-intron (Nvec_vc1.1_LOC5507165, intron 2 of 3)	1199	Nvec_vc1.1_LOC5507165	Nvec_vc1.1_LOC5507165	Nvec_vc1.1_XM_001627792			LOC5507165			NA
Elav_pos_R3.mLb.clN_peak_14713	NC_064046.1	4790284	4790654	+	45	NA	intron (Nvec_vc1.1_LOC5518098, intron 1 of 2)	-intron (Nvec_vc1.1_LOC5518098, intron 1 of 2)	1388	Nvec_vc1.1_LOC5518098	Nvec_vc1.1_LOC5518098	Nvec_vc1.1_XM_032362505			LOC5518098			NA
Elav_pos_R3.mLb.clN_peak_12772	NC_064044.1	5637154	5637605	+	45	NA	intron (Nvec_vc1.1_LOC5505447, intron 1 of 11)	-intron (Nvec_vc1.1_LOC5505447, intron 1 of 11)	4371	Nvec_vc1.1_LOC5505447	Nvec_vc1.1_LOC5505447	Nvec_vc1.1_XM_032373866			LOC5505447			NA
Elav_pos_R3.mLb.clN_peak_15638	NC_064047.1	4853588	4854078	+	45	NA	intron (Nvec_vc1.1_LOC5503465, intron 1 of 19)	-intron (Nvec_vc1.1_LOC5503465, intron 1 of 19)	1603	Nvec_vc1.1_LOC5503465	Nvec_vc1.1_LOC5503465	Nvec_vc1.1_XM_048721523			LOC5503465			NA
Elav_pos_R3.mLb.clN_peak_3575	NC_064036.1	7243148	7243633	+	45	NA	Intergenic	Intergenic	-4346	Nvec_vc1.1_LOC5513656	Nvec_vc1.1_LOC5513656	Nvec_vc1.1_XM_048724777			LOC5513656			NA
Elav_pos_R3.mLb.clN_peak_15058	NC_064046.1	10915796	10916246	+	45	NA	promoter-TSS (Nvec_vc1.1_LOC5505893)	-promoter-TSS (Nvec_vc1.1_LOC5505893)	-490	Nvec_vc1.1_LOC5505893	Nvec_vc1.1_LOC5505893	Nvec_vc1.1_XM_032374226			LOC5505893			NA
Elav_pos_R3.mLb.clN_peak_9133	NC_064040.1	13982314	13982743	+	45	NA	exon (Nvec_vc1.1_LOC5507857, exon 17 of 17)	-exon (Nvec_vc1.1_LOC5507857, exon 17 of 17)	-1325	Nvec_vc1.1_LOC5507873	Nvec_vc1.1_LOC5507873	Nvec_vc1.1_XM_001628444			LOC5507873			NA
Elav_pos_R3.mLb.clN_peak_9892	NC_064041.1	10728904	10729124	+	44	NA	exon (Nvec_vc1.1_LOC5502105, exon 2 of 36)	-exon (Nvec_vc1.1_LOC5502105, exon 2 of 36)	727	Nvec_vc1.1_LOC5502105	Nvec_vc1.1_LOC5502105	Nvec_vc1.1_XM_048731322			LOC5502105			NA
Elav_pos_R3.mLb.clN_peak_16118	NC_064047.1	14040601	14041168	+	44	NA	Intergenic	Intergenic	-2626	Nvec_vc1.1_LOC116615463	Nvec_vc1.1_LOC116615463	Nvec_vc1.1_XM_032377090			LOC116615463			NA
Elav_pos_R3.mLb.clN_peak_14990	NC_064046.1	9484959	9485880	+	44	NA	intron (Nvec_vc1.1_LOC5518594, intron 3 of 33)	-intron (Nvec_vc1.1_LOC5518594, intron 3 of 33)	-18835	Nvec_vc1.1_LOC5518544	Nvec_vc1.1_LOC5518544	Nvec_vc1.1_XM_001638497			LOC5518544			NA
Elav_pos_R3.mLb.clN_peak_129	NC_064034.1	2589687	2590028	+	44	NA	exon (Nvec_vc1.1_LOC5509817, exon 1 of 2)	-exon (Nvec_vc1.1_LOC5509817, exon 1 of 2)	2557	Nvec_vc1.1_LOC5509817	Nvec_vc1.1_LOC5509817	Nvec_vc1.1_XM_001630248			LOC5509817			NA
Elav_pos_R3.mLb.clN_peak_12245	NC_064043.1	12034035	12034317	+	44	NA	promoter-TSS (Nvec_vc1.1_LOC5510623)	-promoter-TSS (Nvec_vc1.1_LOC5510623)	91	Nvec_vc1.1_LOC5510611	Nvec_vc1.1_LOC5510611	Nvec_vc1.1_XM_048733376			LOC5510611			NA
Elav_pos_R3.mLb.clN_peak_6070	NC_064038.1	4616009	4616290	+	44	NA	Intergenic	Intergenic	-4642	Nvec_vc1.1_LOC5509158	Nvec_vc1.1_LOC5509158	Nvec_vc1.1_XM_032378048			LOC5509158			NA
Elav_pos_R3.mLb.clN_peak_2127	NC_064035.1	8890931	8891224	+	44	NA	exon (Nvec_vc1.1_LOC5516839, exon 21 of 41)	-exon (Nvec_vc1.1_LOC5516839, exon 21 of 41)	14435	Nvec_vc1.1_LOC5516839	Nvec_vc1.1_LOC5516839	Nvec_vc1.1_XM_032386760			LOC5516839			NA
Elav_pos_R3.mLb.clN_peak_5027	NC_064037.1	6852783	6853290	+	44	NA	intron (Nvec_vc1.1_LOC5519589, intron 2 of 12)	-intron (Nvec_vc1.1_LOC5519589, intron 2 of 12)	946	Nvec_vc1.1_LOC5519589	Nvec_vc1.1_LOC5519589	Nvec_vc1.1_XM_032364458			LOC5519589			NA
Elav_pos_R3.mLb.clN_peak_13561	NC_064045.1	4089161	4089500	+	44	NA	intron (Nvec_vc1.1_LOC5516896, intron 5 of 16)	-intron (Nvec_vc1.1_LOC5516896, intron 5 of 16)	1565	Nvec_vc1.1_LOC5516896	Nvec_vc1.1_LOC5516896	Nvec_vc1.1_XM_048719776			LOC5516896			NA
Elav_pos_R3.mLb.clN_peak_5802	NC_064037.1	17423438	17423906	+	44	NA	TTS (Nvec_vc1.1_LOC116617700)	-TTS (Nvec_vc1.1_LOC116617700)	5168	Nvec_vc1.1_LOC116617700	Nvec_vc1.1_LOC116617700	Nvec_vc1.1_XM_048727089			LOC116617700			NA
Elav_pos_R3.mLb.clN_peak_8206	NC_064040.1	1283768	1284039	+	44	NA	intron (Nvec_vc1.1_LOC5511917, intron 2 of 14)	-intron (Nvec_vc1.1_LOC5511917, intron 2 of 14)	3079	Nvec_vc1.1_LOC5511917	Nvec_vc1.1_LOC5511917	Nvec_vc1.1_XM_048730631			LOC5511917			NA
Elav_pos_R3.mLb.clN_peak_4022	NC_064036.1	12893323	12893596	+	44	NA	exon (Nvec_vc1.1_LOC5518640, exon 4 of 5)	-exon (Nvec_vc1.1_LOC5518640, exon 4 of 5)	3070	Nvec_vc1.1_LOC5518640	Nvec_vc1.1_LOC5518640	Nvec_vc1.1_XM_032363362			LOC5518640			NA
Elav_pos_R3.mLb.clN_peak_15137	NC_064046.1	11917190	11917588	+	44	NA	Intergenic	Intergenic	-2440	Nvec_vc1.1_LOC5519510	Nvec_vc1.1_LOC5519510	Nvec_vc1.1_XM_001639364			LOC5519510			NA
Elav_pos_R3.mLb.clN_peak_16547	NC_064048.1	5960292	5960928	+	44	NA	Intergenic	Intergenic	-1169	Nvec_vc1.1_LOC116617732	Nvec_vc1.1_LOC116617732	Nvec_vc1.1_XM_032380661			LOC116617732			NA
Elav_pos_R3.mLb.clN_peak_9590	NC_064041.1	5494377	5494720	+	44	NA	promoter-TSS (Nvec_vc1.1_LOC5504505)	-promoter-TSS (Nvec_vc1.1_LOC5504505)	-633	Nvec_vc1.1_LOC5504505	Nvec_vc1.1_LOC5504505	Nvec_vc1.1_XM_001625348			LOC5504505			NA
Elav_pos_R3.mLb.clN_peak_8866	NC_064040.1	10044253	10044521	+	44	NA	intron (Nvec_vc1.1_LOC5518978, intron 2 of 5)	-intron (Nvec_vc1.1_LOC5518978, intron 2 of 5)	9590	Nvec_vc1.1_LOC5518978	Nvec_vc1.1_LOC5518978	Nvec_vc1.1_XM_001638857			LOC5518978			NA
Elav_pos_R3.mLb.clN_peak_7729	NC_064039.1	10506490	10506988	+	44	NA	intron (Nvec_vc1.1_LOC116603437, intron 1 of 4)	-intron (Nvec_vc1.1_LOC116603437, intron 1 of 4)	3363	Nvec_vc1.1_LOC116603437	Nvec_vc1.1_LOC116603437	Nvec_vc1.1_XM_048728680			LOC116603437			NA
Elav_pos_R3.mLb.clN_peak_11315	NC_064042.1	15917533	15917779	+	44	NA	exon (Nvec_vc1.1_LOC5502910, exon 10 of 10)	-exon (Nvec_vc1.1_LOC5502910, exon 10 of 10)	12249	Nvec_vc1.1_LOC5502910	Nvec_vc1.1_LOC5502910	Nvec_vc1.1_XM_048732635			LOC5502910			NA
Elav_pos_R3.mLb.clN_peak_9093	NC_064040.1	13380557	13380934	+	44	NA	intron (Nvec_vc1.1_LOC116615419, intron 1 of 1)	-intron (Nvec_vc1.1_LOC116615419, intron 1 of 1)	4422	Nvec_vc1.1_LOC116615419	Nvec_vc1.1_LOC116615419	Nvec_vc1.1_XM_032377026			LOC116615419			NA
Elav_pos_R3.mLb.clN_peak_271	NC_064034.1	4390639	4391290	+	44	NA	intron (Nvec_vc1.1_LOC5517185, intron 3 of 3)	-intron (Nvec_vc1.1_LOC5517185, intron 3 of 3)	1895	Nvec_vc1.1_LOC5517185	Nvec_vc1.1_LOC5517185	Nvec_vc1.1_XM_032387219			LOC5517185			NA
Elav_pos_R3.mLb.clN_peak_1133	NC_064034.1	16741729	16742143	+	44	NA	Intergenic	Intergenic	-3351	Nvec_vc1.1_LOC5504707	Nvec_vc1.1_LOC5504707	Nvec_vc1.1_XM_032373020			LOC5504707			NA
Elav_pos_R3.mLb.clN_peak_10235	NC_064041.1	16427483	16427895	+	44	NA	TTS (Nvec_vc1.1_LOC5507953)	-TTS (Nvec_vc1.1_LOC5507953)	9283	Nvec_vc1.1_LOC5507953	Nvec_vc1.1_LOC5507953	Nvec_vc1.1_XM_032376715			LOC5507953			NA
Elav_pos_R3.mLb.clN_peak_14372	NC_064046.1	525131	525438	+	44	NA	intron (Nvec_vc1.1_LOC5521478, intron 2 of 23)	-intron (Nvec_vc1.1_LOC5521478, intron 2 of 23)	8013	Nvec_vc1.1_LOC5521478	Nvec_vc1.1_LOC5521478	Nvec_vc1.1_XM_001641212			LOC5521478			NA
Elav_pos_R3.mLb.clN_peak_7227	NC_064039.1	4333856	4334420	+	44	NA	intron (Nvec_vc1.1_LOC5506693, intron 1 of 1)	-intron (Nvec_vc1.1_LOC5506693, intron 1 of 1)	1661	Nvec_vc1.1_LOC5506693	Nvec_vc1.1_LOC5506693	Nvec_vc1.1_XM_001627342			LOC5506693			NA
Elav_pos_R3.mLb.clN_peak_16851	NC_064048.1	10315701	10316111	+	44	NA	intron (Nvec_vc1.1_LOC5514510, intron 12 of 20)	-intron (Nvec_vc1.1_LOC5514510, intron 12 of 20)	10123	Nvec_vc1.1_LOC5514510	Nvec_vc1.1_LOC5514510	Nvec_vc1.1_XM_032384105			LOC5514510			NA
Elav_pos_R3.mLb.clN_peak_6935	NC_064039.1	864085	864549	+	44	NA	Intergenic	Intergenic	-2085	Nvec_vc1.1_LOC5510528	Nvec_vc1.1_LOC5510528	Nvec_vc1.1_XM_048728578			LOC5510528			NA
Elav_pos_R3.mLb.clN_peak_15716	NC_064047.1	6255460	6255893	+	44	NA	exon (Nvec_vc1.1_LOC5513868, exon 1 of 7)	-exon (Nvec_vc1.1_LOC5513868, exon 1 of 7)	154	Nvec_vc1.1_LOC5513868	Nvec_vc1.1_LOC5513868	Nvec_vc1.1_XM_001634029			LOC5513868			NA
Elav_pos_R3.mLb.clN_peak_15160	NC_064046.1	12178694	12178923	+	44	NA	promoter-TSS (Nvec_v1g239391)	-promoter-TSS (Nvec_v1g239391)	-339	Nvec_v1g239391	Nvec_v1g239391	Nvec_v1g239391						NA
Elav_pos_R3.mLb.clN_peak_319	NC_064034.1	4866292	4866583	+	44	NA	intron (Nvec_vc1.1_LOC5517212, intron 2 of 4)	-intron (Nvec_vc1.1_LOC5517212, intron 2 of 4)	3724	Nvec_vc1.1_LOC5517212	Nvec_vc1.1_LOC5517212	Nvec_vc1.1_XM_001637190			LOC5517212			NA
Elav_pos_R3.mLb.clN_peak_11913	NC_064043.1	7809803	7810563	+	44	NA	promoter-TSS (Nvec_vc1.1_LOC5521902)	-promoter-TSS (Nvec_vc1.1_LOC5521902)	61	Nvec_vc1.1_LOC5521902	Nvec_vc1.1_LOC5521902	Nvec_vc1.1_XM_032367336			LOC5521902			NA
Elav_pos_R3.mLb.clN_peak_15586	NC_064047.1	4023997	4024698	+	44	NA	exon (Nvec_vc1.1_LOC5500920, exon 1 of 6)	-exon (Nvec_vc1.1_LOC5500920, exon 1 of 6)	3462	Nvec_vc1.1_LOC5500920	Nvec_vc1.1_LOC5500920	Nvec_vc1.1_XM_001622244			LOC5500920			NA
Elav_pos_R3.mLb.clN_peak_4712	NC_064037.1	3185780	3186236	+	44	NA	promoter-TSS (Nvec_vc1.1_LOC5502222)	-promoter-TSS (Nvec_vc1.1_LOC5502222)	-235	Nvec_vc1.1_LOC5502222	Nvec_vc1.1_LOC5502222	Nvec_vc1.1_XM_001623376			LOC5502222			NA
Elav_pos_R3.mLb.clN_peak_11922	NC_064043.1	7861710	7861959	+	44	NA	intron (Nvec_vc1.1_LOC5521888, intron 3 of 5)	-intron (Nvec_vc1.1_LOC5521888, intron 3 of 5)	4896	Nvec_vc1.1_LOC5521888	Nvec_vc1.1_LOC5521888	Nvec_vc1.1_XM_032367233			LOC5521888			NA
Elav_pos_R3.mLb.clN_peak_297	NC_064034.1	4703953	4704165	+	44	NA	intron (Nvec_vc1.1_LOC5517148, intron 2 of 2)	-intron (Nvec_vc1.1_LOC5517148, intron 2 of 2)	8648	Nvec_vc1.1_LOC5517148	Nvec_vc1.1_LOC5517148	Nvec_vc1.1_XM_001637179			LOC5517148			NA
Elav_pos_R3.mLb.clN_peak_9707	NC_064041.1	7368394	7368854	+	44	NA	intron (Nvec_vc1.1_LOC5515211, intron 1 of 3)	-intron (Nvec_vc1.1_LOC5515211, intron 1 of 3)	1715	Nvec_vc1.1_LOC5515211	Nvec_vc1.1_LOC5515211	Nvec_vc1.1_XM_001635293			LOC5515211			NA
Elav_pos_R3.mLb.clN_peak_10609	NC_064042.1	5477439	5477680	+	44	NA	TTS (Nvec_vc1.1_LOC5504901)	-TTS (Nvec_vc1.1_LOC5504901)	-1017	Nvec_vc1.1_LOC5504907	Nvec_vc1.1_LOC5504907	Nvec_vc1.1_XM_001625718			LOC5504907			NA
Elav_pos_R3.mLb.clN_peak_6650	NC_064038.1	13073666	13074016	+	44	NA	intron (Nvec_vc1.1_LOC5507636, intron 1 of 26)	-intron (Nvec_vc1.1_LOC5507636, intron 1 of 26)	2009	Nvec_vc1.1_LOC5507636	Nvec_vc1.1_LOC5507636	Nvec_vc1.1_XM_001628209			LOC5507636			NA
Elav_pos_R3.mLb.clN_peak_11704	NC_064043.1	5662007	5662872	+	44	NA	intron (Nvec_vc1.1_LOC5522111, intron 1 of 8)	-intron (Nvec_vc1.1_LOC5522111, intron 1 of 8)	3252	Nvec_vc1.1_LOC5522111	Nvec_vc1.1_LOC5522111	Nvec_vc1.1_XM_001641705			LOC5522111			NA
Elav_pos_R3.mLb.clN_peak_1339	NC_064034.1	19542405	19542856	+	44	NA	Intergenic	Intergenic	-5168	Nvec_vc1.1_LOC5507662	Nvec_vc1.1_LOC5507662	Nvec_vc1.1_XM_032376396			LOC5507662			NA
Elav_pos_R3.mLb.clN_peak_729	NC_064034.1	10461035	10461752	+	44	NA	exon (Nvec_vc1.1_LOC5507492, exon 1 of 1)	-exon (Nvec_vc1.1_LOC5507492, exon 1 of 1)	2218	Nvec_vc1.1_LOC5507492	Nvec_vc1.1_LOC5507492	Nvec_vc1.1_XM_032376206			LOC5507492			NA
Elav_pos_R3.mLb.clN_peak_15966	NC_064047.1	10182311	10182889	+	44	NA	promoter-TSS (Nvec_vc1.1_LOC5510344)	-promoter-TSS (Nvec_vc1.1_LOC5510344)	-865	Nvec_vc1.1_LOC5510344	Nvec_vc1.1_LOC5510344	Nvec_vc1.1_XM_001630751			LOC5510344			NA
Elav_pos_R3.mLb.clN_peak_15532	NC_064047.1	2931362	2931779	+	44	NA	promoter-TSS (Nvec_vc1.1_LOC5504753)	-promoter-TSS (Nvec_vc1.1_LOC5504753)	4	Nvec_vc1.1_LOC5504753	Nvec_vc1.1_LOC5504753	Nvec_vc1.1_XM_001625587			LOC5504753			NA
