PeakID (cmd=annotatePeaks.pl Fox_pos_R2.mLb.clN_peaks.narrowPeak GCF_932526225.1_jaNemVect1.1_genomic.fna -gid -gtf Nvec_v4_merged_annotation_sort.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Fox_pos_R2.mLb.clN_peak_13017	NC_064044.1	2530261	2530452	+	33	NA	Intergenic	Intergenic	15053	Nvec_vc1.1_LOC116613539	Nvec_vc1.1_LOC116613539	Nvec_vc1.1_XM_048734195			LOC116613539			NA
Fox_pos_R2.mLb.clN_peak_11262	NC_064042.1	9223892	9224139	+	33	NA	intron (Nvec_NVE11202, intron 1 of 5)	-intron (Nvec_NVE11202, intron 1 of 5)	113	Nvec_NVE11202	Nvec_NVE11202	Nvec_NVE11202						NA
Fox_pos_R2.mLb.clN_peak_14255	NC_064045.1	5915236	5915439	+	33	NA	exon (Nvec_vc1.1_LOC5506408, exon 5 of 5)	-exon (Nvec_vc1.1_LOC5506408, exon 5 of 5)	7100	Nvec_vc1.1_LOC5506408	Nvec_vc1.1_LOC5506408	Nvec_vc1.1_XM_032374789			LOC5506408			NA
Fox_pos_R2.mLb.clN_peak_13261	NC_064044.1	6487675	6487915	+	33	NA	intron (Nvec_vc1.1_LOC5508128, intron 1 of 8)	-intron (Nvec_vc1.1_LOC5508128, intron 1 of 8)	1392	Nvec_vc1.1_LOC5508128	Nvec_vc1.1_LOC5508128	Nvec_vc1.1_XM_001628678			LOC5508128			NA
Fox_pos_R2.mLb.clN_peak_16836	NC_064047.1	14093645	14093833	+	33	NA	intron (Nvec_vc1.1_LOC116615461, intron 4 of 10)	-intron (Nvec_vc1.1_LOC116615461, intron 4 of 10)	7861	Nvec_vc1.1_LOC125556752	Nvec_vc1.1_LOC125556752	Nvec_vc1.1_XM_048722058			LOC125556752			NA
Fox_pos_R2.mLb.clN_peak_5257	NC_064037.1	7360739	7360913	+	33	NA	Intergenic	Intergenic	-5746	Nvec_vc1.1_LOC5519701	Nvec_vc1.1_LOC5519701	Nvec_vc1.1_XM_032364600			LOC5519701			NA
Fox_pos_R2.mLb.clN_peak_12929	NC_064043.1	15344755	15344938	+	33	NA	exon (Nvec_vc1.1_LOC5508692, exon 2 of 8)	-exon (Nvec_vc1.1_LOC5508692, exon 2 of 8)	2275	Nvec_vc1.1_LOC5508692	Nvec_vc1.1_LOC5508692	Nvec_vc1.1_XM_032377450			LOC5508692			NA
Fox_pos_R2.mLb.clN_peak_9942	NC_064041.1	5578933	5579112	+	33	NA	intron (Nvec_vc1.1_LOC5506159, intron 10 of 10)	-intron (Nvec_vc1.1_LOC5506159, intron 10 of 10)	6410	Nvec_vc1.1_LOC5506154	Nvec_vc1.1_LOC5506154	Nvec_vc1.1_XM_001626819			LOC5506154			NA
Fox_pos_R2.mLb.clN_peak_13735	NC_064044.1	13137318	13137504	+	33	NA	intron (Nvec_vc1.1_LOC5517547, intron 5 of 5)	-intron (Nvec_vc1.1_LOC5517547, intron 5 of 5)	10737	Nvec_vc1.1_LOC5517547	Nvec_vc1.1_LOC5517547	Nvec_vc1.1_XM_048734302			LOC5517547			NA
Fox_pos_R2.mLb.clN_peak_7374	NC_064039.1	3122697	3122921	+	33	NA	intron (Nvec_vc1.1_LOC5514669, intron 9 of 16)	-intron (Nvec_vc1.1_LOC5514669, intron 9 of 16)	11790	Nvec_vc1.1_LOC5514669	Nvec_vc1.1_LOC5514669	Nvec_vc1.1_XM_048729169			LOC5514669			NA
Fox_pos_R2.mLb.clN_peak_17124	NC_064048.1	4135081	4135363	+	33	NA	promoter-TSS (Nvec_vc1.1_LOC116619980)	-promoter-TSS (Nvec_vc1.1_LOC116619980)	66	Nvec_vc1.1_LOC116619980	Nvec_vc1.1_LOC116619980	Nvec_vc1.1_XM_048723040			LOC116619980			NA
Fox_pos_R2.mLb.clN_peak_16373	NC_064047.1	5617428	5617624	+	33	NA	intron (Nvec_vc1.1_LOC5513895, intron 63 of 118)	-intron (Nvec_vc1.1_LOC5513895, intron 63 of 118)	-44797	Nvec_vc1.1_LOC5513901	Nvec_vc1.1_LOC5513901	Nvec_vc1.1_XM_048721953			LOC5513901			NA
Fox_pos_R2.mLb.clN_peak_4841	NC_064037.1	2514503	2514914	+	32	NA	Intergenic	Intergenic	-2690	Nvec_vc1.1_LOC5511555	Nvec_vc1.1_LOC5511555	Nvec_vc1.1_XM_048726421			LOC5511555			NA
Fox_pos_R2.mLb.clN_peak_14609	NC_064045.1	11185095	11185749	+	32	NA	intron (Nvec_vc1.1_LOC5520584, intron 8 of 8)	-intron (Nvec_vc1.1_LOC5520584, intron 8 of 8)	6270	Nvec_vc1.1_LOC5520675	Nvec_vc1.1_LOC5520675	Nvec_vc1.1_XM_001640356			LOC5520675			NA
Fox_pos_R2.mLb.clN_peak_16213	NC_064047.1	2986343	2986697	+	32	NA	intron (Nvec_vc1.1_LOC5504762, intron 1 of 5)	-intron (Nvec_vc1.1_LOC5504762, intron 1 of 5)	8142	Nvec_vc1.1_LOC5504763	Nvec_vc1.1_LOC5504763	Nvec_vc1.1_XM_032373099			LOC5504763			NA
Fox_pos_R2.mLb.clN_peak_6339	NC_064038.1	4747479	4747752	+	32	NA	TTS (Nvec_vc1.1_LOC5509154)	-TTS (Nvec_vc1.1_LOC5509154)	410	Nvec_vc1.1_LOC5509153	Nvec_vc1.1_LOC5509153	Nvec_vc1.1_XM_048728241			LOC5509153			NA
Fox_pos_R2.mLb.clN_peak_10952	NC_064042.1	4995530	4995877	+	32	NA	intron (Nvec_vc1.1_LOC5510971, intron 38 of 86)	-intron (Nvec_vc1.1_LOC5510971, intron 38 of 86)	28986	Nvec_vc1.1_LOC5510971	Nvec_vc1.1_LOC5510971	Nvec_vc1.1_XM_048732683			LOC5510971			NA
Fox_pos_R2.mLb.clN_peak_10968	NC_064042.1	5257496	5257799	+	32	NA	TTS (Nvec_vc1.1_LOC5511015)	-TTS (Nvec_vc1.1_LOC5511015)	9030	Nvec_vc1.1_LOC5511015	Nvec_vc1.1_LOC5511015	Nvec_vc1.1_XM_032380191			LOC5511015			NA
Fox_pos_R2.mLb.clN_peak_12590	NC_064043.1	10995178	10995386	+	32	NA	TTS (Nvec_vc1.1_LOC5519231)	-TTS (Nvec_vc1.1_LOC5519231)	-1895	Nvec_vc1.1_LOC5519232	Nvec_vc1.1_LOC5519232	Nvec_vc1.1_XM_048733763			LOC5519232			NA
Fox_pos_R2.mLb.clN_peak_9868	NC_064041.1	4432804	4433178	+	32	NA	intron (Nvec_vc1.1_LOC5507202, intron 6 of 23)	-intron (Nvec_vc1.1_LOC5507202, intron 6 of 23)	11418	Nvec_vc1.1_LOC5507202	Nvec_vc1.1_LOC5507202	Nvec_vc1.1_XM_032375729			LOC5507202			NA
Fox_pos_R2.mLb.clN_peak_12971	NC_064043.1	16575119	16575336	+	32	NA	Intergenic	Intergenic	-2580	Nvec_vc1.1_LOC5505527	Nvec_vc1.1_LOC5505527	Nvec_vc1.1_XM_032373889			LOC5505527			NA
Fox_pos_R2.mLb.clN_peak_7303	NC_064039.1	2331135	2331686	+	32	NA	TTS (Nvec_vc1.1_LOC116609398)	-TTS (Nvec_vc1.1_LOC116609398)	5154	Nvec_vc1.1_LOC5501959	Nvec_vc1.1_LOC5501959	Nvec_vc1.1_XM_032370227			LOC5501959			NA
Fox_pos_R2.mLb.clN_peak_3910	NC_064036.1	9719662	9720008	+	32	NA	intron (Nvec_vc1.1_LOC5513227, intron 4 of 18)	-intron (Nvec_vc1.1_LOC5513227, intron 4 of 18)	2543	Nvec_vc1.1_LOC5513227	Nvec_vc1.1_LOC5513227	Nvec_vc1.1_XM_032382784			LOC5513227			NA
Fox_pos_R2.mLb.clN_peak_16512	NC_064047.1	8176929	8177366	+	32	NA	intron (Nvec_vc1.1_LOC5507478, intron 14 of 31)	-intron (Nvec_vc1.1_LOC5507478, intron 14 of 31)	15101	Nvec_vc1.1_LOC5507478	Nvec_vc1.1_LOC5507478	Nvec_vc1.1_XM_048721426			LOC5507478			NA
Fox_pos_R2.mLb.clN_peak_14375	NC_064045.1	8106966	8107244	+	32	NA	intron (Nvec_vc1.1_LOC116616559, intron 1 of 4)	-intron (Nvec_vc1.1_LOC116616559, intron 1 of 4)	3546	Nvec_vc1.1_LOC116616559	Nvec_vc1.1_LOC116616559	Nvec_vc1.1_XM_032378511			LOC116616559			NA
Fox_pos_R2.mLb.clN_peak_12007	NC_064043.1	3945231	3945683	+	32	NA	exon (Nvec_vc1.1_LOC5509559, exon 7 of 7)	-exon (Nvec_vc1.1_LOC5509559, exon 7 of 7)	3055	Nvec_vc1.1_LOC5509559	Nvec_vc1.1_LOC5509559	Nvec_vc1.1_XM_001629984			LOC5509559			NA
Fox_pos_R2.mLb.clN_peak_515	NC_064034.1	7190692	7190877	+	32	NA	exon (Nvec_vc1.1_LOC116603012, exon 1 of 1)	-exon (Nvec_vc1.1_LOC116603012, exon 1 of 1)	2172	Nvec_vc1.1_LOC116603012	Nvec_vc1.1_LOC116603012	Nvec_vc1.1_XM_032363926			LOC116603012			NA
Fox_pos_R2.mLb.clN_peak_1460	NC_064034.1	20256213	20256389	+	32	NA	Intergenic	Intergenic	-4365	Nvec_vc1.1_LOC116612535	Nvec_vc1.1_LOC116612535	Nvec_vc1.1_XM_032373315			LOC116612535			NA
Fox_pos_R2.mLb.clN_peak_15664	NC_064046.1	10493807	10494186	+	32	NA	promoter-TSS (Nvec_vc1.1_LOC116614719)	-promoter-TSS (Nvec_vc1.1_LOC116614719)	-479	Nvec_vc1.1_LOC116614719	Nvec_vc1.1_LOC116614719	Nvec_vc1.1_XM_032376030			LOC116614719			NA
Fox_pos_R2.mLb.clN_peak_3127	NC_064035.1	20968198	20968410	+	32	NA	intron (Nvec_vc1.1_LOC116609995, intron 2 of 2)	-intron (Nvec_vc1.1_LOC116609995, intron 2 of 2)	1664	Nvec_vc1.1_LOC116609995	Nvec_vc1.1_LOC116609995	Nvec_vc1.1_XM_032370796			LOC116609995			NA
Fox_pos_R2.mLb.clN_peak_8033	NC_064039.1	11763460	11763760	+	32	NA	Intergenic	Intergenic	5717	Nvec_vc1.1_LOC5512033	Nvec_vc1.1_LOC5512033	Nvec_vc1.1_XM_001632367			LOC5512033			NA
Fox_pos_R2.mLb.clN_peak_2529	NC_064035.1	12930125	12930321	+	32	NA	exon (Nvec_vc1.1_LOC5521624, exon 2 of 7)	-exon (Nvec_vc1.1_LOC5521624, exon 2 of 7)	1006	Nvec_vc1.1_LOC5521624	Nvec_vc1.1_LOC5521624	Nvec_vc1.1_XM_032367017			LOC5521624			NA
Fox_pos_R2.mLb.clN_peak_1918	NC_064035.1	5056171	5056643	+	32	NA	promoter-TSS (Nvec_vc1.1_LOC5505679)	-promoter-TSS (Nvec_vc1.1_LOC5505679)	-504	Nvec_vc1.1_LOC5505679	Nvec_vc1.1_LOC5505679	Nvec_vc1.1_XM_001626402			LOC5505679			NA
Fox_pos_R2.mLb.clN_peak_17631	NC_064048.1	12744936	12745270	+	32	NA	intron (Nvec_vc1.1_LOC5504475, intron 1 of 7)	-intron (Nvec_vc1.1_LOC5504475, intron 1 of 7)	1951	Nvec_vc1.1_LOC5504475	Nvec_vc1.1_LOC5504475	Nvec_vc1.1_XM_048722339			LOC5504475			NA
Fox_pos_R2.mLb.clN_peak_12901	NC_064043.1	14813622	14813890	+	32	NA	Intergenic	Intergenic	14237	Nvec_vc1.1_LOC116616303	Nvec_vc1.1_LOC116616303	Nvec_vc1.1_XM_032378370			LOC116616303			NA
Fox_pos_R2.mLb.clN_peak_4429	NC_064036.1	16007150	16007327	+	32	NA	exon (Nvec_vc1.1_LOC5506719, exon 3 of 3)	-exon (Nvec_vc1.1_LOC5506719, exon 3 of 3)	3127	Nvec_vc1.1_LOC5506719	Nvec_vc1.1_LOC5506719	Nvec_vc1.1_XM_001627362			LOC5506719			NA
Fox_pos_R2.mLb.clN_peak_364	NC_064034.1	5105631	5105987	+	32	NA	Intergenic	Intergenic	-1236	Nvec_vc1.1_LOC5510659	Nvec_vc1.1_LOC5510659	Nvec_vc1.1_XM_032379813			LOC5510659			NA
Fox_pos_R2.mLb.clN_peak_3124	NC_064035.1	20945305	20945488	+	32	NA	exon (Nvec_vc1.1_LOC5502526, exon 1 of 7)	-exon (Nvec_vc1.1_LOC5502526, exon 1 of 7)	213	Nvec_vc1.1_LOC5502526	Nvec_vc1.1_LOC5502526	Nvec_vc1.1_XM_048723410			LOC5502526			NA
Fox_pos_R2.mLb.clN_peak_8365	NC_064039.1	15922225	15922415	+	32	NA	Intergenic	Intergenic	-4665	Nvec_vc1.1_LOC5509249	Nvec_vc1.1_LOC5509249	Nvec_vc1.1_XM_001629750			LOC5509249			NA
Fox_pos_R2.mLb.clN_peak_17263	NC_064048.1	5946258	5946950	+	32	NA	intron (Nvec_vc1.1_LOC116617730, intron 1 of 18)	-intron (Nvec_vc1.1_LOC116617730, intron 1 of 18)	7302	Nvec_vc1.1_LOC116617730	Nvec_vc1.1_LOC116617730	Nvec_vc1.1_XM_048722314			LOC116617730			NA
Fox_pos_R2.mLb.clN_peak_10079	NC_064041.1	7635248	7635464	+	32	NA	exon (Nvec_vc1.1_LOC5515231, exon 7 of 7)	-exon (Nvec_vc1.1_LOC5515231, exon 7 of 7)	4666	Nvec_vc1.1_LOC5515231	Nvec_vc1.1_LOC5515231	Nvec_vc1.1_XM_001635324			LOC5515231			NA
Fox_pos_R2.mLb.clN_peak_10019	NC_064041.1	6765227	6765589	+	32	NA	intron (Nvec_vc1.1_LOC5515227, intron 42 of 42)	-intron (Nvec_vc1.1_LOC5515227, intron 42 of 42)	-1859	Nvec_vc1.1_LOC5515272	Nvec_vc1.1_LOC5515272	Nvec_vc1.1_XM_048731049			LOC5515272			NA
Fox_pos_R2.mLb.clN_peak_5064	NC_064037.1	5178647	5179082	+	32	NA	exon (Nvec_vc1.1_LOC116618572, exon 1 of 1)	-exon (Nvec_vc1.1_LOC116618572, exon 1 of 1)	1477	Nvec_vc1.1_LOC116618572	Nvec_vc1.1_LOC116618572	Nvec_vc1.1_XM_032382450			LOC116618572			NA
Fox_pos_R2.mLb.clN_peak_3766	NC_064036.1	7703253	7703576	+	32	NA	exon (Nvec_vc1.1_LOC5511262, exon 24 of 25)	-exon (Nvec_vc1.1_LOC5511262, exon 24 of 25)	-5244	Nvec_vc1.1_LOC5511286	Nvec_vc1.1_LOC5511286	Nvec_vc1.1_XM_001631622			LOC5511286			NA
Fox_pos_R2.mLb.clN_peak_8407	NC_064039.1	16543280	16543608	+	32	NA	intron (Nvec_vc1.1_LOC5513291, intron 178 of 192)	-intron (Nvec_vc1.1_LOC5513291, intron 178 of 192)	-9742	Nvec_vc1.1_LOC125568050	Nvec_vc1.1_LOC125568050	Nvec_vc1.1_XM_048729361			LOC125568050			NA
Fox_pos_R2.mLb.clN_peak_9608	NC_064040.1	16885447	16885822	+	32	NA	exon (Nvec_vc1.1_LOC5515994, exon 8 of 9)	-exon (Nvec_vc1.1_LOC5515994, exon 8 of 9)	6474	Nvec_vc1.1_LOC5515994	Nvec_vc1.1_LOC5515994	Nvec_vc1.1_XM_048730021			LOC5515994			NA
Fox_pos_R2.mLb.clN_peak_2723	NC_064035.1	15715381	15715728	+	32	NA	intron (Nvec_vc1.1_LOC116620858, intron 3 of 3)	-intron (Nvec_vc1.1_LOC116620858, intron 3 of 3)	2286	Nvec_vc1.1_LOC116620858	Nvec_vc1.1_LOC116620858	Nvec_vc1.1_XM_032386771			LOC116620858			NA
Fox_pos_R2.mLb.clN_peak_14167	NC_064045.1	4744020	4744407	+	32	NA	intron (Nvec_vc1.1_LOC5509661, intron 1 of 1)	-intron (Nvec_vc1.1_LOC5509661, intron 1 of 1)	3058	Nvec_vc1.1_LOC5509661	Nvec_vc1.1_LOC5509661	Nvec_vc1.1_XM_001630108			LOC5509661			NA
Fox_pos_R2.mLb.clN_peak_10976	NC_064042.1	5310186	5310370	+	32	NA	intron (Nvec_vc1.1_LOC5511004, intron 1 of 3)	-intron (Nvec_vc1.1_LOC5511004, intron 1 of 3)	1023	Nvec_vc1.1_LOC5511004	Nvec_vc1.1_LOC5511004	Nvec_vc1.1_XM_032380234			LOC5511004			NA
Fox_pos_R2.mLb.clN_peak_659	NC_064034.1	9236993	9237215	+	32	NA	intron (Nvec_vc1.1_LOC5520358, intron 1 of 1)	-intron (Nvec_vc1.1_LOC5520358, intron 1 of 1)	1033	Nvec_vc1.1_LOC5520358	Nvec_vc1.1_LOC5520358	Nvec_vc1.1_XM_001640217			LOC5520358			NA
Fox_pos_R2.mLb.clN_peak_9483	NC_064040.1	14751022	14751324	+	32	NA	Intergenic	Intergenic	-2775	Nvec_vc1.1_LOC5503053	Nvec_vc1.1_LOC5503053	Nvec_vc1.1_XM_001624115			LOC5503053			NA
Fox_pos_R2.mLb.clN_peak_9080	NC_064040.1	9088433	9088782	+	32	NA	intron (Nvec_vc1.1_LOC116611365, intron 1 of 4)	-intron (Nvec_vc1.1_LOC116611365, intron 1 of 4)	-4987	Nvec_vc1.1_LOC5503394	Nvec_vc1.1_LOC5503394	Nvec_vc1.1_XM_032371744			LOC5503394			NA
Fox_pos_R2.mLb.clN_peak_15837	NC_064046.1	12829523	12829920	+	32	NA	TTS (Nvec_vc1.1_LOC5519550)	-TTS (Nvec_vc1.1_LOC5519550)	4551	Nvec_vc1.1_LOC5519482	Nvec_vc1.1_LOC5519482	Nvec_vc1.1_XM_001639320			LOC5519482			NA
Fox_pos_R2.mLb.clN_peak_3200	NC_064036.1	756204	756599	+	32	NA	intron (Nvec_vc1.1_LOC116621110, intron 2 of 5)	-intron (Nvec_vc1.1_LOC116621110, intron 2 of 5)	2278	Nvec_vc1.1_LOC116621110	Nvec_vc1.1_LOC116621110	Nvec_vc1.1_XM_032387014			LOC116621110			NA
Fox_pos_R2.mLb.clN_peak_13874	NC_064044.1	15924533	15924814	+	32	NA	intron (Nvec_vc1.1_LOC5504640, intron 3 of 36)	-intron (Nvec_vc1.1_LOC5504640, intron 3 of 36)	2830	Nvec_vc1.1_LOC5504640	Nvec_vc1.1_LOC5504640	Nvec_vc1.1_XM_048734077			LOC5504640			NA
Fox_pos_R2.mLb.clN_peak_12034	NC_064043.1	4197966	4198305	+	32	NA	intron (Nvec_vc1.1_LOC5504523, intron 5 of 18)	-intron (Nvec_vc1.1_LOC5504523, intron 5 of 18)	6734	Nvec_vc1.1_LOC5504523	Nvec_vc1.1_LOC5504523	Nvec_vc1.1_XM_048733249			LOC5504523			NA
Fox_pos_R2.mLb.clN_peak_17059	NC_064048.1	3069062	3069267	+	32	NA	promoter-TSS (Nvec_vc1.1_LOC5510814)	-promoter-TSS (Nvec_vc1.1_LOC5510814)	-149	Nvec_vc1.1_LOC5510814	Nvec_vc1.1_LOC5510814	Nvec_vc1.1_XM_001631201			LOC5510814			NA
Fox_pos_R2.mLb.clN_peak_4770	NC_064037.1	1604288	1604464	+	32	NA	intron (Nvec_vc1.1_LOC5509225, intron 48 of 129)	-intron (Nvec_vc1.1_LOC5509225, intron 48 of 129)	36962	Nvec_vc1.1_LOC5509225	Nvec_vc1.1_LOC5509225	Nvec_vc1.1_XM_048726027			LOC5509225			NA
Fox_pos_R2.mLb.clN_peak_423	NC_064034.1	5779308	5779676	+	32	NA	promoter-TSS (Nvec_vc1.1_LOC5519073)	-promoter-TSS (Nvec_vc1.1_LOC5519073)	34	Nvec_vc1.1_LOC5519072	Nvec_vc1.1_LOC5519072	Nvec_vc1.1_XM_032363891			LOC5519072			NA
Fox_pos_R2.mLb.clN_peak_509	NC_064034.1	7175870	7176139	+	32	NA	exon (Nvec_vc1.1_LOC5519079, exon 23 of 23)	-exon (Nvec_vc1.1_LOC5519079, exon 23 of 23)	2811	Nvec_NVE6152	Nvec_NVE6152	Nvec_NVE6152						NA
Fox_pos_R2.mLb.clN_peak_7719	NC_064039.1	7526748	7526930	+	32	NA	promoter-TSS (Nvec_vc1.1_LOC5514997)	-promoter-TSS (Nvec_vc1.1_LOC5514997)	-9	Nvec_vc1.1_LOC5514997	Nvec_vc1.1_LOC5514997	Nvec_vc1.1_XM_032384643			LOC5514997			NA
Fox_pos_R2.mLb.clN_peak_13011	NC_064044.1	1166433	1166667	+	32	NA	Intergenic	Intergenic	-6730	Nvec_vc1.1_LOC5511434	Nvec_vc1.1_LOC5511434	Nvec_vc1.1_XM_048734354			LOC5511434			NA
Fox_pos_R2.mLb.clN_peak_15953	NC_064046.1	14000612	14000841	+	32	NA	promoter-TSS (Nvec_vc1.1_LOC5506872)	-promoter-TSS (Nvec_vc1.1_LOC5506872)	-122	Nvec_vc1.1_LOC5506872	Nvec_vc1.1_LOC5506872	Nvec_vc1.1_XM_032375299			LOC5506872			NA
Fox_pos_R2.mLb.clN_peak_12079	NC_064043.1	4739720	4740246	+	32	NA	intron (Nvec_vc1.1_LOC5510233, intron 1 of 3)	-intron (Nvec_vc1.1_LOC5510233, intron 1 of 3)	1535	Nvec_vc1.1_LOC5510233	Nvec_vc1.1_LOC5510233	Nvec_vc1.1_XM_032379394			LOC5510233			NA
Fox_pos_R2.mLb.clN_peak_2903	NC_064035.1	18028817	18029040	+	32	NA	intron (Nvec_vc1.1_LOC5508770, intron 3 of 4)	-intron (Nvec_vc1.1_LOC5508770, intron 3 of 4)	745	Nvec_vc1.1_LOC5508770	Nvec_vc1.1_LOC5508770	Nvec_vc1.1_XM_001629293			LOC5508770			NA
Fox_pos_R2.mLb.clN_peak_5076	NC_064037.1	5347767	5347979	+	32	NA	intron (Nvec_vc1.1_LOC5502475, intron 1 of 2)	-intron (Nvec_vc1.1_LOC5502475, intron 1 of 2)	947	Nvec_vc1.1_LOC5502475	Nvec_vc1.1_LOC5502475	Nvec_vc1.1_XM_001623600			LOC5502475			NA
Fox_pos_R2.mLb.clN_peak_303	NC_064034.1	4408776	4409103	+	32	NA	intron (Nvec_vc1.1_LOC5496566, intron 1 of 1)	-intron (Nvec_vc1.1_LOC5496566, intron 1 of 1)	2170	Nvec_vc1.1_LOC5496566	Nvec_vc1.1_LOC5496566	Nvec_vc1.1_XM_048731204			LOC5496566			NA
Fox_pos_R2.mLb.clN_peak_3198	NC_064036.1	736875	737309	+	32	NA	Intergenic	Intergenic	-1450	Nvec_vc1.1_LOC5517027	Nvec_vc1.1_LOC5517027	Nvec_vc1.1_XM_001637010			LOC5517027			NA
Fox_pos_R2.mLb.clN_peak_10442	NC_064041.1	14448580	14448995	+	32	NA	promoter-TSS (Nvec_vc1.1_LOC5510500)	-promoter-TSS (Nvec_vc1.1_LOC5510500)	-902	Nvec_vc1.1_LOC5510500	Nvec_vc1.1_LOC5510500	Nvec_vc1.1_XM_032379677			LOC5510500			NA
Fox_pos_R2.mLb.clN_peak_12077	NC_064043.1	4729805	4730029	+	32	NA	promoter-TSS (Nvec_vc1.1_LOC5510252)	-promoter-TSS (Nvec_vc1.1_LOC5510252)	-881	Nvec_vc1.1_LOC5510252	Nvec_vc1.1_LOC5510252	Nvec_vc1.1_XM_032379348			LOC5510252			NA
Fox_pos_R2.mLb.clN_peak_7333	NC_064039.1	2652563	2652863	+	32	NA	Intergenic	Intergenic	-1035	Nvec_vc1.1_LOC5514584	Nvec_vc1.1_LOC5514584	Nvec_vc1.1_XM_001634758			LOC5514584			NA
Fox_pos_R2.mLb.clN_peak_573	NC_064034.1	7981757	7981959	+	32	NA	intron (Nvec_vc1.1_LOC5499055, intron 6 of 6)	-intron (Nvec_vc1.1_LOC5499055, intron 6 of 6)	-2735	Nvec_vc1.1_LOC5499056	Nvec_vc1.1_LOC5499056	Nvec_vc1.1_XM_032367802			LOC5499056			NA
Fox_pos_R2.mLb.clN_peak_1524	NC_064034.1	21148399	21149004	+	31	NA	TTS (Nvec_vc1.1_LOC5518235)	-TTS (Nvec_vc1.1_LOC5518235)	1907	Nvec_vc1.1_LOC5518235	Nvec_vc1.1_LOC5518235	Nvec_vc1.1_XM_032363017			LOC5518235			NA
Fox_pos_R2.mLb.clN_peak_3263	NC_064036.1	1467787	1468071	+	31	NA	Intergenic	Intergenic	-5138	Nvec_vc1.1_LOC5517053	Nvec_vc1.1_LOC5517053	Nvec_vc1.1_XM_001636971			LOC5517053			NA
Fox_pos_R2.mLb.clN_peak_15261	NC_064046.1	4047957	4048226	+	31	NA	Intergenic	Intergenic	-1239	Nvec_NVE24623	Nvec_NVE24623	Nvec_NVE24623						NA
Fox_pos_R2.mLb.clN_peak_12994	NC_064044.1	883989	884397	+	31	NA	exon (Nvec_vc1.1_LOC116617787, exon 1 of 1)	-exon (Nvec_vc1.1_LOC116617787, exon 1 of 1)	1539	Nvec_vc1.1_LOC116617787	Nvec_vc1.1_LOC116617787	Nvec_vc1.1_XM_032380767			LOC116617787			NA
Fox_pos_R2.mLb.clN_peak_6853	NC_064038.1	12515633	12515891	+	31	NA	promoter-TSS (Nvec_vc1.1_LOC116619196)	-promoter-TSS (Nvec_vc1.1_LOC116619196)	-572	Nvec_vc1.1_LOC116619196	Nvec_vc1.1_LOC116619196	Nvec_vc1.1_XM_032383712			LOC116619196			NA
Fox_pos_R2.mLb.clN_peak_3915	NC_064036.1	9770587	9770808	+	31	NA	intron (Nvec_vc1.1_LOC5513261, intron 2 of 3)	-intron (Nvec_vc1.1_LOC5513261, intron 2 of 3)	-2983	Nvec_vc1.1_LOC5513231	Nvec_vc1.1_LOC5513231	Nvec_vc1.1_XM_001633501			LOC5513231			NA
Fox_pos_R2.mLb.clN_peak_12420	NC_064043.1	8922965	8923252	+	31	NA	intron (Nvec_vc1.1_LOC5513579, intron 17 of 17)	-intron (Nvec_vc1.1_LOC5513579, intron 17 of 17)	8627	Nvec_vc1.1_LOC5513580	Nvec_vc1.1_LOC5513580	Nvec_vc1.1_XM_001633778			LOC5513580			NA
Fox_pos_R2.mLb.clN_peak_11439	NC_064042.1	12373515	12374462	+	31	NA	Intergenic	Intergenic	-7257	Nvec_vc1.1_LOC116604693	Nvec_vc1.1_LOC116604693	Nvec_vc1.1_XM_048732834			LOC116604693			NA
Fox_pos_R2.mLb.clN_peak_9743	NC_064041.1	2164562	2164797	+	31	NA	exon (Nvec_vc1.1_LOC116608458, exon 4 of 6)	-exon (Nvec_vc1.1_LOC116608458, exon 4 of 6)	4206	Nvec_vc1.1_LOC116608458	Nvec_vc1.1_LOC116608458	Nvec_vc1.1_XM_048731538			LOC116608458			NA
Fox_pos_R2.mLb.clN_peak_7096	NC_064038.1	17970655	17970862	+	31	NA	TTS (Nvec_vc1.1_LOC116617925)	-TTS (Nvec_vc1.1_LOC116617925)	9530	Nvec_vc1.1_LOC116617925	Nvec_vc1.1_LOC116617925	Nvec_vc1.1_XM_032381141			LOC116617925			NA
Fox_pos_R2.mLb.clN_peak_3112	NC_064035.1	20841025	20841770	+	31	NA	Intergenic	Intergenic	-5690	Nvec_NVE10739	Nvec_NVE10739	Nvec_NVE10739						NA
Fox_pos_R2.mLb.clN_peak_12989	NC_064044.1	791051	791234	+	31	NA	intron (Nvec_vc1.1_LOC5511445, intron 9 of 10)	-intron (Nvec_vc1.1_LOC5511445, intron 9 of 10)	-6766	Nvec_vc1.1_LOC5511426	Nvec_vc1.1_LOC5511426	Nvec_vc1.1_XM_048734678			LOC5511426			NA
