PeakID (cmd=annotatePeaks.pl Elav_pos_R1.mLb.clN_peaks.narrowPeak GCF_932526225.1_jaNemVect1.1_genomic.fna -gid -gtf Nvec_v4_merged_annotation_sort.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Elav_pos_R1.mLb.clN_peak_6179	NC_064037.1	18929300	18929597	+	105	NA	Intergenic	Intergenic	-4841	Nvec_vc1.1_LOC116617924	Nvec_vc1.1_LOC116617924	Nvec_vc1.1_XM_048726655			LOC116617924			NA
Elav_pos_R1.mLb.clN_peak_4755	NC_064036.1	20232603	20233571	+	105	NA	promoter-TSS (Nvec_NVE10467)	-promoter-TSS (Nvec_NVE10467)	241	Nvec_vc1.1_LOC5505287	Nvec_vc1.1_LOC5505287	Nvec_vc1.1_XM_048725400			LOC5505287			NA
Elav_pos_R1.mLb.clN_peak_7620	NC_064039.1	4903017	4903404	+	105	NA	promoter-TSS (Nvec_vc1.1_LOC116604439)	-promoter-TSS (Nvec_vc1.1_LOC116604439)	-36	Nvec_vc1.1_LOC116604439	Nvec_vc1.1_LOC116604439	Nvec_vc1.1_XM_048729350			LOC116604439			NA
Elav_pos_R1.mLb.clN_peak_12764	NC_064043.1	11625822	11626082	+	105	NA	intron (Nvec_vc1.1_LOC5510587, intron 6 of 7)	-intron (Nvec_vc1.1_LOC5510587, intron 6 of 7)	-3456	Nvec_vc1.1_LOC125573191	Nvec_vc1.1_LOC125573191	Nvec_vc1.1_XM_048733563			LOC125573191			NA
Elav_pos_R1.mLb.clN_peak_1649	NC_064035.1	1441225	1442334	+	105	NA	intron (Nvec_NVE9956, intron 1 of 2)	-intron (Nvec_NVE9956, intron 1 of 2)	1825	Nvec_NVE9956	Nvec_NVE9956	Nvec_NVE9956						NA
Elav_pos_R1.mLb.clN_peak_13947	NC_064044.1	15933970	15934456	+	105	NA	intron (Nvec_vc1.1_LOC5504640, intron 17 of 36)	-intron (Nvec_vc1.1_LOC5504640, intron 17 of 36)	12370	Nvec_vc1.1_LOC5504640	Nvec_vc1.1_LOC5504640	Nvec_vc1.1_XM_048734077			LOC5504640			NA
Elav_pos_R1.mLb.clN_peak_12794	NC_064043.1	12064175	12065029	+	105	NA	exon (Nvec_vc1.1_LOC5510624, exon 1 of 1)	-exon (Nvec_vc1.1_LOC5510624, exon 1 of 1)	442	Nvec_vc1.1_LOC5510624	Nvec_vc1.1_LOC5510624	Nvec_vc1.1_XM_001631029			LOC5510624			NA
Elav_pos_R1.mLb.clN_peak_1840	NC_064035.1	3829640	3830077	+	105	NA	exon (Nvec_vc1.1_LOC5498703, exon 12 of 21)	-exon (Nvec_vc1.1_LOC5498703, exon 12 of 21)	-6271	Nvec_vc1.1_LOC5514845	Nvec_vc1.1_LOC5514845	Nvec_vc1.1_XM_001634910			LOC5514845			NA
Elav_pos_R1.mLb.clN_peak_1899	NC_064035.1	4608568	4609026	+	105	NA	promoter-TSS (Nvec_vc1.1_LOC5508910)	-promoter-TSS (Nvec_vc1.1_LOC5508910)	-20	Nvec_vc1.1_LOC5508910	Nvec_vc1.1_LOC5508910	Nvec_vc1.1_XM_032377745			LOC5508910			NA
Elav_pos_R1.mLb.clN_peak_134	NC_064034.1	2636701	2637329	+	105	NA	promoter-TSS (Nvec_vc1.1_LOC5509813)	-promoter-TSS (Nvec_vc1.1_LOC5509813)	-59	Nvec_vc1.1_LOC5509813	Nvec_vc1.1_LOC5509813	Nvec_vc1.1_XM_001630280			LOC5509813			NA
Elav_pos_R1.mLb.clN_peak_1607	NC_064035.1	866631	867309	+	105	NA	Intergenic	Intergenic	9687	Nvec_vc1.1_LOC116616110	Nvec_vc1.1_LOC116616110	Nvec_vc1.1_XM_032377987			LOC116616110			NA
Elav_pos_R1.mLb.clN_peak_3445	NC_064036.1	2997810	2998173	+	105	NA	exon (Nvec_vc1.1_LOC5507743, exon 2 of 6)	-exon (Nvec_vc1.1_LOC5507743, exon 2 of 6)	9324	Nvec_vc1.1_LOC5507743	Nvec_vc1.1_LOC5507743	Nvec_vc1.1_XM_048724652			LOC5507743			NA
Elav_pos_R1.mLb.clN_peak_6736	NC_064038.1	9812142	9812546	+	105	NA	intron (Nvec_vc1.1_LOC5508728, intron 1 of 8)	-intron (Nvec_vc1.1_LOC5508728, intron 1 of 8)	4524	Nvec_vc1.1_LOC5508728	Nvec_vc1.1_LOC5508728	Nvec_vc1.1_XM_032377522			LOC5508728			NA
Elav_pos_R1.mLb.clN_peak_16865	NC_064048.1	1608810	1609431	+	105	NA	exon (Nvec_vc1.1_LOC125560667, exon 1 of 1)	-exon (Nvec_vc1.1_LOC125560667, exon 1 of 1)	397	Nvec_vc1.1_LOC125560667	Nvec_vc1.1_LOC125560667	Nvec_vc1.1_XM_048722731			LOC125560667			NA
Elav_pos_R1.mLb.clN_peak_16742	NC_064047.1	14235816	14236258	+	105	NA	exon (Nvec_vc1.1_LOC116611726, exon 1 of 1)	-exon (Nvec_vc1.1_LOC116611726, exon 1 of 1)	663	Nvec_vc1.1_LOC116611726	Nvec_vc1.1_LOC116611726	Nvec_vc1.1_XM_032372229			LOC116611726			NA
Elav_pos_R1.mLb.clN_peak_9753	NC_064040.1	16626648	16627691	+	105	NA	Intergenic	Intergenic	3441	Nvec_vc1.1_LOC5516014	Nvec_vc1.1_LOC5516014	Nvec_vc1.1_XM_001636060			LOC5516014			NA
Elav_pos_R1.mLb.clN_peak_9298	NC_064040.1	9835427	9835786	+	105	NA	Intergenic	Intergenic	-2225	Nvec_vc1.1_LOC5518938	Nvec_vc1.1_LOC5518938	Nvec_vc1.1_XM_001638808			LOC5518938			NA
Elav_pos_R1.mLb.clN_peak_10047	NC_064041.1	5363748	5364231	+	105	NA	Intergenic	Intergenic	-10174	Nvec_vc1.1_LOC5504504	Nvec_vc1.1_LOC5504504	Nvec_vc1.1_XM_001625353			LOC5504504			NA
Elav_pos_R1.mLb.clN_peak_143	NC_064034.1	2719000	2719874	+	105	NA	Intergenic	Intergenic	-3354	Nvec_vc1.1_LOC5509834	Nvec_vc1.1_LOC5509834	Nvec_vc1.1_XM_032378781			LOC5509834			NA
Elav_pos_R1.mLb.clN_peak_14696	NC_064045.1	12112087	12112737	+	105	NA	promoter-TSS (Nvec_vc1.1_LOC5520525)	-promoter-TSS (Nvec_vc1.1_LOC5520525)	16	Nvec_vc1.1_LOC5520525	Nvec_vc1.1_LOC5520525	Nvec_vc1.1_XM_048719986			LOC5520525			NA
Elav_pos_R1.mLb.clN_peak_13994	NC_064045.1	1067307	1067837	+	105	NA	Intergenic	Intergenic	331426	Nvec_NVE5879	Nvec_NVE5879	Nvec_NVE5879						NA
Elav_pos_R1.mLb.clN_peak_3689	NC_064036.1	6203899	6204153	+	105	NA	promoter-TSS (Nvec_vc1.1_LOC116610396)	-promoter-TSS (Nvec_vc1.1_LOC116610396)	-180	Nvec_vc1.1_LOC116610396	Nvec_vc1.1_LOC116610396	Nvec_vc1.1_XM_048725719			LOC116610396			NA
Elav_pos_R1.mLb.clN_peak_9890	NC_064041.1	2260655	2261528	+	105	NA	Intergenic	Intergenic	14986	Nvec_vc1.1_LOC125570207	Nvec_vc1.1_LOC125570207	Nvec_vc1.1_XM_048731507			LOC125570207			NA
Elav_pos_R1.mLb.clN_peak_4543	NC_064036.1	17012615	17013250	+	105	NA	exon (Nvec_vc1.1_LOC116619237, exon 1 of 1)	-exon (Nvec_vc1.1_LOC116619237, exon 1 of 1)	2885	Nvec_vc1.1_LOC116619237	Nvec_vc1.1_LOC116619237	Nvec_vc1.1_XM_048724746			LOC116619237			NA
Elav_pos_R1.mLb.clN_peak_13801	NC_064044.1	12845954	12846372	+	105	NA	promoter-TSS (Nvec_NVE25375)	-promoter-TSS (Nvec_NVE25375)	-132	Nvec_NVE25375	Nvec_NVE25375	Nvec_NVE25375						NA
Elav_pos_R1.mLb.clN_peak_10937	NC_064042.1	3143165	3143383	+	104	NA	TTS (Nvec_vc1.1_LOC5517229)	-TTS (Nvec_vc1.1_LOC5517229)	346	Nvec_vc1.1_LOC5497724	Nvec_vc1.1_LOC5497724	Nvec_vc1.1_XM_048732809			LOC5497724			NA
Elav_pos_R1.mLb.clN_peak_6200	NC_064037.1	19278504	19278790	+	104	NA	Intergenic	Intergenic	-4504	Nvec_NVE8409	Nvec_NVE8409	Nvec_NVE8409						NA
Elav_pos_R1.mLb.clN_peak_4986	NC_064037.1	3548998	3549230	+	104	NA	promoter-TSS (Nvec_vc1.1_LOC5507551)	-promoter-TSS (Nvec_vc1.1_LOC5507551)	-810	Nvec_vc1.1_LOC5507551	Nvec_vc1.1_LOC5507551	Nvec_vc1.1_XM_001628141			LOC5507551			NA
Elav_pos_R1.mLb.clN_peak_12444	NC_064043.1	7633642	7634107	+	104	NA	exon (Nvec_vc1.1_LOC5522017, exon 1 of 6)	-exon (Nvec_vc1.1_LOC5522017, exon 1 of 6)	178	Nvec_vc1.1_LOC5522017	Nvec_vc1.1_LOC5522017	Nvec_vc1.1_XM_001641621			LOC5522017			NA
Elav_pos_R1.mLb.clN_peak_16048	NC_064047.1	1198180	1198628	+	104	NA	TTS (Nvec_vc1.1_LOC5512807)	-TTS (Nvec_vc1.1_LOC5512807)	-12901	Nvec_vc1.1_LOC125559882	Nvec_vc1.1_LOC125559882	Nvec_vc1.1_XM_048722046			LOC125559882			NA
Elav_pos_R1.mLb.clN_peak_7276	NC_064039.1	949004	950064	+	104	NA	promoter-TSS (Nvec_NVE1397)	-promoter-TSS (Nvec_NVE1397)	85	Nvec_NVE1397	Nvec_NVE1397	Nvec_NVE1397						NA
Elav_pos_R1.mLb.clN_peak_370	NC_064034.1	5380231	5381639	+	104	NA	intron (Nvec_vc1.1_LOC5510677, intron 1 of 3)	-intron (Nvec_vc1.1_LOC5510677, intron 1 of 3)	1307	Nvec_vc1.1_LOC5510677	Nvec_vc1.1_LOC5510677	Nvec_vc1.1_XM_032379840			LOC5510677			NA
Elav_pos_R1.mLb.clN_peak_8284	NC_064039.1	12580168	12580656	+	104	NA	Intergenic	Intergenic	-3909	Nvec_vc1.1_LOC5521044	Nvec_vc1.1_LOC5521044	Nvec_vc1.1_XM_032366100			LOC5521044			NA
Elav_pos_R1.mLb.clN_peak_17140	NC_064048.1	5187723	5188392	+	104	NA	promoter-TSS (Nvec_vc1.1_LOC5522218)	-promoter-TSS (Nvec_vc1.1_LOC5522218)	-193	Nvec_vc1.1_LOC5522218	Nvec_vc1.1_LOC5522218	Nvec_vc1.1_XM_032367469			LOC5522218			NA
Elav_pos_R1.mLb.clN_peak_7198	NC_064039.1	67525	68217	+	104	NA	intron (Nvec_vc1.1_LOC5511462, intron 3 of 3)	-intron (Nvec_vc1.1_LOC5511462, intron 3 of 3)	12279	Nvec_vc1.1_LOC5511462	Nvec_vc1.1_LOC5511462	Nvec_vc1.1_XM_001631817			LOC5511462			NA
Elav_pos_R1.mLb.clN_peak_4437	NC_064036.1	15269311	15269544	+	104	NA	exon (Nvec_vc1.1_LOC5522277, exon 4 of 4)	-exon (Nvec_vc1.1_LOC5522277, exon 4 of 4)	-1968	Nvec_vc1.1_LOC5522154	Nvec_vc1.1_LOC5522154	Nvec_vc1.1_XM_001641858			LOC5522154			NA
Elav_pos_R1.mLb.clN_peak_7614	NC_064039.1	4846431	4846905	+	104	NA	TTS (Nvec_vc1.1_LOC5521380)	-TTS (Nvec_vc1.1_LOC5521380)	2069	Nvec_vc1.1_LOC5521382	Nvec_vc1.1_LOC5521382	Nvec_vc1.1_XM_001641130			LOC5521382			NA
Elav_pos_R1.mLb.clN_peak_7227	NC_064039.1	346632	348235	+	104	NA	intron (Nvec_vc1.1_LOC5511510, intron 2 of 2)	-intron (Nvec_vc1.1_LOC5511510, intron 2 of 2)	3459	Nvec_vc1.1_LOC5511510	Nvec_vc1.1_LOC5511510	Nvec_vc1.1_XM_032380790			LOC5511510			NA
Elav_pos_R1.mLb.clN_peak_12199	NC_064043.1	5205785	5205991	+	104	NA	Intergenic	Intergenic	-1665	Nvec_vc1.1_LOC116613937	Nvec_vc1.1_LOC116613937	Nvec_vc1.1_XM_032374431			LOC116613937			NA
Elav_pos_R1.mLb.clN_peak_3264	NC_064036.1	863812	864424	+	104	NA	intron (Nvec_vc1.1_LOC5517079, intron 6 of 12)	-intron (Nvec_vc1.1_LOC5517079, intron 6 of 12)	-8823	Nvec_vc1.1_LOC116621114	Nvec_vc1.1_LOC116621114	Nvec_vc1.1_XM_048725772			LOC116621114			NA
Elav_pos_R1.mLb.clN_peak_5318	NC_064037.1	7316069	7316490	+	104	NA	exon (Nvec_vc1.1_LOC116603371, exon 1 of 5)	-exon (Nvec_vc1.1_LOC116603371, exon 1 of 5)	1212	Nvec_vc1.1_LOC116603371	Nvec_vc1.1_LOC116603371	Nvec_vc1.1_XM_048726442			LOC116603371			NA
Elav_pos_R1.mLb.clN_peak_201	NC_064034.1	3432041	3432490	+	104	NA	Intergenic	Intergenic	-4019	Nvec_vc1.1_LOC5504868	Nvec_vc1.1_LOC5504868	Nvec_vc1.1_XM_032373222			LOC5504868			NA
Elav_pos_R1.mLb.clN_peak_16017	NC_064047.1	871219	871551	+	104	NA	exon (Nvec_vc1.1_LOC5512832, exon 2 of 14)	-exon (Nvec_vc1.1_LOC5512832, exon 2 of 14)	1978	Nvec_vc1.1_LOC5512832	Nvec_vc1.1_LOC5512832	Nvec_vc1.1_XM_032382321			LOC5512832			NA
Elav_pos_R1.mLb.clN_peak_5757	NC_064037.1	13240304	13240562	+	104	NA	promoter-TSS (Nvec_vc1.1_LOC5511052)	-promoter-TSS (Nvec_vc1.1_LOC5511052)	-116	Nvec_vc1.1_LOC5511052	Nvec_vc1.1_LOC5511052	Nvec_vc1.1_XM_048726800			LOC5511052			NA
Elav_pos_R1.mLb.clN_peak_6149	NC_064037.1	18194917	18195577	+	104	NA	promoter-TSS (Nvec_vc1.1_LOC116608835)	-promoter-TSS (Nvec_vc1.1_LOC116608835)	13	Nvec_vc1.1_LOC116608835	Nvec_vc1.1_LOC116608835	Nvec_vc1.1_XM_032369872			LOC116608835			NA
Elav_pos_R1.mLb.clN_peak_14443	NC_064045.1	8243599	8243956	+	103	NA	TTS (Nvec_vc1.1_LOC5509601)	-TTS (Nvec_vc1.1_LOC5509601)	2969	Nvec_vc1.1_LOC5509601	Nvec_vc1.1_LOC5509601	Nvec_vc1.1_XM_001630056			LOC5509601			NA
Elav_pos_R1.mLb.clN_peak_11368	NC_064042.1	9090640	9091218	+	103	NA	promoter-TSS (Nvec_vc1.1_LOC116612464)	-promoter-TSS (Nvec_vc1.1_LOC116612464)	-215	Nvec_vc1.1_LOC116612464	Nvec_vc1.1_LOC116612464	Nvec_vc1.1_XM_032373190			LOC116612464			NA
Elav_pos_R1.mLb.clN_peak_15284	NC_064046.1	4273769	4274115	+	103	NA	exon (Nvec_vc1.1_LOC5512268, exon 12 of 12)	-exon (Nvec_vc1.1_LOC5512268, exon 12 of 12)	9184	Nvec_vc1.1_LOC5512248	Nvec_vc1.1_LOC5512248	Nvec_vc1.1_XM_001632568			LOC5512248			NA
Elav_pos_R1.mLb.clN_peak_15646	NC_064046.1	10251709	10252131	+	103	NA	intron (Nvec_vc1.1_LOC5513831, intron 3 of 3)	-intron (Nvec_vc1.1_LOC5513831, intron 3 of 3)	4900	Nvec_vc1.1_LOC5513831	Nvec_vc1.1_LOC5513831	Nvec_vc1.1_XM_001634010			LOC5513831			NA
Elav_pos_R1.mLb.clN_peak_2455	NC_064035.1	11603029	11603250	+	103	NA	intron (Nvec_vc1.1_LOC5521114, intron 5 of 11)	-intron (Nvec_vc1.1_LOC5521114, intron 5 of 11)	4474	Nvec_vc1.1_LOC5521114	Nvec_vc1.1_LOC5521114	Nvec_vc1.1_XM_032366547			LOC5521114			NA
Elav_pos_R1.mLb.clN_peak_1031	NC_064034.1	13546183	13546614	+	103	NA	TTS (Nvec_vc1.1_LOC5515906)	-TTS (Nvec_vc1.1_LOC5515906)	14123	Nvec_vc1.1_LOC5515906	Nvec_vc1.1_LOC5515906	Nvec_vc1.1_XM_032385679			LOC5515906			NA
Elav_pos_R1.mLb.clN_peak_2878	NC_064035.1	17211069	17211455	+	103	NA	promoter-TSS (Nvec_vc1.1_LOC5515760)	-promoter-TSS (Nvec_vc1.1_LOC5515760)	-124	Nvec_vc1.1_LOC5515760	Nvec_vc1.1_LOC5515760	Nvec_vc1.1_XM_001635816			LOC5515760			NA
Elav_pos_R1.mLb.clN_peak_4163	NC_064036.1	11893075	11894007	+	103	NA	intron (Nvec_vc1.1_LOC5520075, intron 1 of 1)	-intron (Nvec_vc1.1_LOC5520075, intron 1 of 1)	1584	Nvec_vc1.1_LOC5520075	Nvec_vc1.1_LOC5520075	Nvec_vc1.1_XM_001639881			LOC5520075			NA
Elav_pos_R1.mLb.clN_peak_4961	NC_064037.1	3205987	3206935	+	103	NA	exon (Nvec_vc1.1_LOC5507571, exon 1 of 8)	-exon (Nvec_vc1.1_LOC5507571, exon 1 of 8)	1115	Nvec_vc1.1_LOC5507571	Nvec_vc1.1_LOC5507571	Nvec_vc1.1_XM_032376236			LOC5507571			NA
Elav_pos_R1.mLb.clN_peak_5359	NC_064037.1	7684959	7685680	+	103	NA	TTS (Nvec_vc1.1_LOC116603366)	-TTS (Nvec_vc1.1_LOC116603366)	2149	Nvec_vc1.1_LOC116603366	Nvec_vc1.1_LOC116603366	Nvec_vc1.1_XM_032364466			LOC116603366			NA
Elav_pos_R1.mLb.clN_peak_3672	NC_064036.1	5999418	5999986	+	103	NA	exon (Nvec_vc1.1_LOC5512736, exon 1 of 3)	-exon (Nvec_vc1.1_LOC5512736, exon 1 of 3)	221	Nvec_vc1.1_LOC5512736	Nvec_vc1.1_LOC5512736	Nvec_vc1.1_XM_032382227			LOC5512736			NA
Elav_pos_R1.mLb.clN_peak_10346	NC_064041.1	10510438	10510782	+	103	NA	exon (Nvec_vc1.1_LOC5503900, exon 1 of 1)	-exon (Nvec_vc1.1_LOC5503900, exon 1 of 1)	1696	Nvec_vc1.1_LOC5503900	Nvec_vc1.1_LOC5503900	Nvec_vc1.1_XM_032372156			LOC5503900			NA
Elav_pos_R1.mLb.clN_peak_10245	NC_064041.1	8617372	8617976	+	103	NA	intron (Nvec_vc1.1_LOC5519325, intron 1 of 4)	-intron (Nvec_vc1.1_LOC5519325, intron 1 of 4)	13422	Nvec_vc1.1_LOC5519325	Nvec_vc1.1_LOC5519325	Nvec_vc1.1_XM_032364214			LOC5519325			NA
Elav_pos_R1.mLb.clN_peak_2202	NC_064035.1	8498469	8498897	+	103	NA	promoter-TSS (Nvec_vc1.1_LOC116620829)	-promoter-TSS (Nvec_vc1.1_LOC116620829)	-161	Nvec_vc1.1_LOC116620829	Nvec_vc1.1_LOC116620829	Nvec_vc1.1_XM_032386698			LOC116620829			NA
Elav_pos_R1.mLb.clN_peak_4459	NC_064036.1	15519139	15519911	+	103	NA	TTS (Nvec_vc1.1_LOC5522261)	-TTS (Nvec_vc1.1_LOC5522261)	-2338	Nvec_vc1.1_LOC5522262	Nvec_vc1.1_LOC5522262	Nvec_vc1.1_XM_032367606			LOC5522262			NA
Elav_pos_R1.mLb.clN_peak_12642	NC_064043.1	10058730	10059915	+	103	NA	intron (Nvec_vc1.1_LOC5519278, intron 1 of 4)	-intron (Nvec_vc1.1_LOC5519278, intron 1 of 4)	1167	Nvec_vc1.1_LOC5519278	Nvec_vc1.1_LOC5519278	Nvec_vc1.1_XM_001639140			LOC5519278			NA
Elav_pos_R1.mLb.clN_peak_3156	NC_064035.1	20652045	20652752	+	103	NA	TTS (Nvec_vc1.1_LOC5504107)	-TTS (Nvec_vc1.1_LOC5504107)	3257	Nvec_vc1.1_LOC5504107	Nvec_vc1.1_LOC5504107	Nvec_vc1.1_XM_032372373			LOC5504107			NA
Elav_pos_R1.mLb.clN_peak_5546	NC_064037.1	10254725	10255100	+	103	NA	intron (Nvec_vc1.1_LOC5513754, intron 3 of 6)	-intron (Nvec_vc1.1_LOC5513754, intron 3 of 6)	5304	Nvec_vc1.1_LOC5513754	Nvec_vc1.1_LOC5513754	Nvec_vc1.1_XM_001633894			LOC5513754			NA
Elav_pos_R1.mLb.clN_peak_1193	NC_064034.1	16745270	16746139	+	103	NA	Intergenic	Intergenic	-7119	Nvec_vc1.1_LOC5504707	Nvec_vc1.1_LOC5504707	Nvec_vc1.1_XM_032373020			LOC5504707			NA
Elav_pos_R1.mLb.clN_peak_1732	NC_064035.1	2508687	2509282	+	103	NA	intron (Nvec_vc1.1_LOC5515525, intron 1 of 3)	-intron (Nvec_vc1.1_LOC5515525, intron 1 of 3)	2231	Nvec_vc1.1_LOC5515525	Nvec_vc1.1_LOC5515525	Nvec_vc1.1_XM_001635585			LOC5515525			NA
Elav_pos_R1.mLb.clN_peak_7396	NC_064039.1	2560544	2560773	+	103	NA	promoter-TSS (Nvec_vc1.1_LOC116619449)	-promoter-TSS (Nvec_vc1.1_LOC116619449)	-113	Nvec_vc1.1_LOC116619449	Nvec_vc1.1_LOC116619449	Nvec_vc1.1_XM_032384263			LOC116619449			NA
Elav_pos_R1.mLb.clN_peak_4396	NC_064036.1	14882297	14882594	+	103	NA	Intergenic	Intergenic	-2282	Nvec_vc1.1_LOC5522178	Nvec_vc1.1_LOC5522178	Nvec_vc1.1_XM_032367461			LOC5522178			NA
Elav_pos_R1.mLb.clN_peak_10208	NC_064041.1	7882064	7882919	+	103	NA	promoter-TSS (Nvec_vc1.1_LOC5505699)	-promoter-TSS (Nvec_vc1.1_LOC5505699)	-185	Nvec_vc1.1_LOC5505699	Nvec_vc1.1_LOC5505699	Nvec_vc1.1_XM_032374044			LOC5505699			NA
Elav_pos_R1.mLb.clN_peak_15954	NC_064046.1	14117164	14117447	+	103	NA	Intergenic	Intergenic	-2040	Nvec_vc1.1_LOC116614373	Nvec_vc1.1_LOC116614373	Nvec_vc1.1_XM_032375298			LOC116614373			NA
Elav_pos_R1.mLb.clN_peak_7223	NC_064039.1	329812	330342	+	103	NA	Intergenic	Intergenic	-3375	Nvec_vc1.1_LOC5511487	Nvec_vc1.1_LOC5511487	Nvec_vc1.1_XM_032380829			LOC5511487			NA
Elav_pos_R1.mLb.clN_peak_10089	NC_064041.1	6046363	6046850	+	103	NA	TTS (Nvec_NVE6992)	-TTS (Nvec_NVE6992)	1023	Nvec_vc1.1_LOC116614600	Nvec_vc1.1_LOC116614600	Nvec_vc1.1_XM_048731604			LOC116614600			NA
Elav_pos_R1.mLb.clN_peak_8940	NC_064040.1	5548199	5548574	+	103	NA	intron (Nvec_vc1.1_LOC116614447, intron 1 of 3)	-intron (Nvec_vc1.1_LOC116614447, intron 1 of 3)	1166	Nvec_vc1.1_LOC116614447	Nvec_vc1.1_LOC116614447	Nvec_vc1.1_XM_032375456			LOC116614447			NA
Elav_pos_R1.mLb.clN_peak_15155	NC_064046.1	2805420	2805973	+	103	NA	TTS (Nvec_vc1.1_LOC116618825)	-TTS (Nvec_vc1.1_LOC116618825)	-1615	Nvec_NVE22261	Nvec_NVE22261	Nvec_NVE22261						NA
Elav_pos_R1.mLb.clN_peak_15788	NC_064046.1	12177785	12178933	+	103	NA	promoter-TSS (Nvec_v1g239391)	-promoter-TSS (Nvec_v1g239391)	-788	Nvec_v1g239391	Nvec_v1g239391	Nvec_v1g239391						NA
Elav_pos_R1.mLb.clN_peak_1874	NC_064035.1	4293162	4294004	+	102	NA	exon (Nvec_vc1.1_LOC5514871, exon 1 of 1)	-exon (Nvec_vc1.1_LOC5514871, exon 1 of 1)	1162	Nvec_vc1.1_LOC5514871	Nvec_vc1.1_LOC5514871	Nvec_vc1.1_XM_032384422			LOC5514871			NA
Elav_pos_R1.mLb.clN_peak_329	NC_064034.1	4866942	4867688	+	102	NA	intron (Nvec_vc1.1_LOC5517212, intron 2 of 4)	-intron (Nvec_vc1.1_LOC5517212, intron 2 of 4)	2846	Nvec_vc1.1_LOC5517212	Nvec_vc1.1_LOC5517212	Nvec_vc1.1_XM_001637190			LOC5517212			NA
Elav_pos_R1.mLb.clN_peak_8413	NC_064039.1	14291807	14292456	+	102	NA	intron (Nvec_vc1.1_LOC5506738, intron 1 of 6)	-intron (Nvec_vc1.1_LOC5506738, intron 1 of 6)	6249	Nvec_vc1.1_LOC5506738	Nvec_vc1.1_LOC5506738	Nvec_vc1.1_XM_048729294			LOC5506738			NA
Elav_pos_R1.mLb.clN_peak_9203	NC_064040.1	8744227	8744798	+	102	NA	exon (Nvec_vc1.1_LOC116618598, exon 2 of 8)	-exon (Nvec_vc1.1_LOC116618598, exon 2 of 8)	1621	Nvec_vc1.1_LOC116618598	Nvec_vc1.1_LOC116618598	Nvec_vc1.1_XM_048730317			LOC116618598			NA
Elav_pos_R1.mLb.clN_peak_11638	NC_064042.1	13063709	13063952	+	102	NA	intron (Nvec_vc1.1_LOC5506439, intron 1 of 2)	-intron (Nvec_vc1.1_LOC5506439, intron 1 of 2)	16168	Nvec_vc1.1_LOC5506427	Nvec_vc1.1_LOC5506427	Nvec_vc1.1_XM_032374815			LOC5506427			NA
Elav_pos_R1.mLb.clN_peak_12825	NC_064043.1	12411196	12412582	+	102	NA	intron (Nvec_vc1.1_LOC5507426, intron 1 of 16)	-intron (Nvec_vc1.1_LOC5507426, intron 1 of 16)	531	Nvec_vc1.1_LOC5507426	Nvec_vc1.1_LOC5507426	Nvec_vc1.1_XM_048733585			LOC5507426			NA
Elav_pos_R1.mLb.clN_peak_8946	NC_064040.1	5591893	5592507	+	102	NA	TTS (Nvec_vc1.1_LOC116614450)	-TTS (Nvec_vc1.1_LOC116614450)	-4031	Nvec_vc1.1_LOC5507022	Nvec_vc1.1_LOC5507022	Nvec_vc1.1_XM_032375461			LOC5507022			NA
Elav_pos_R1.mLb.clN_peak_7871	NC_064039.1	7694182	7695879	+	102	NA	intron (Nvec_vc1.1_LOC5514995, intron 1 of 1)	-intron (Nvec_vc1.1_LOC5514995, intron 1 of 1)	825	Nvec_vc1.1_LOC5514995	Nvec_vc1.1_LOC5514995	Nvec_vc1.1_XM_001635087			LOC5514995			NA
Elav_pos_R1.mLb.clN_peak_3545	NC_064036.1	4327225	4327439	+	102	NA	Intergenic	Intergenic	-2970	Nvec_vc1.1_LOC116618414	Nvec_vc1.1_LOC116618414	Nvec_vc1.1_XM_032382022			LOC116618414			NA
Elav_pos_R1.mLb.clN_peak_1637	NC_064035.1	1302388	1303527	+	102	NA	TTS (Nvec_vc1.1_LOC5509141)	-TTS (Nvec_vc1.1_LOC5509141)	3033	Nvec_NVE3587	Nvec_NVE3587	Nvec_NVE3587						NA
Elav_pos_R1.mLb.clN_peak_13178	NC_064044.1	3350075	3350390	+	102	NA	intron (Nvec_vc1.1_LOC5509972, intron 4 of 13)	-intron (Nvec_vc1.1_LOC5509972, intron 4 of 13)	3768	Nvec_vc1.1_LOC5509972	Nvec_vc1.1_LOC5509972	Nvec_vc1.1_XM_032379103			LOC5509972			NA
Elav_pos_R1.mLb.clN_peak_1585	NC_064034.1	21815153	21816239	+	102	NA	Intergenic	Intergenic	-3175	Nvec_vc1.1_LOC5518316	Nvec_vc1.1_LOC5518316	Nvec_vc1.1_XM_001638232			LOC5518316			NA
Elav_pos_R1.mLb.clN_peak_3820	NC_064036.1	7439075	7439549	+	102	NA	intron (Nvec_vc1.1_LOC5513641, intron 1 of 2)	-intron (Nvec_vc1.1_LOC5513641, intron 1 of 2)	3402	Nvec_vc1.1_LOC5513641	Nvec_vc1.1_LOC5513641	Nvec_vc1.1_XM_001633826			LOC5513641			NA
