TF_ID	TF_Name	Species_Name	Status	Gene_ID	Family	Motif_ID
T101440_2.00	Ctcfl	Mus_musculus	D	ENSMUSG00000070495	C2H2 ZF	M09015_2.00
T101184_2.00	Dnajc21	Mus_musculus	D	ENSMUSG00000044224	C2H2 ZF	M00783_2.00
T101043_2.00	E4f1	Mus_musculus	D	ENSMUSG00000024137	C2H2 ZF	M10339_2.00
T085689_2.00	EDL38120.1	Mus_musculus	D	EDL38120.1	C2H2 ZF	M00127_2.00
T101147_2.00	Egr1	Mus_musculus	D	ENSMUSG00000038418	C2H2 ZF	M00138_2.00,M00375_2.00,M01864_2.00,M02932_2.00,M05860_2.00,M08996_2.00
T101144_2.00	Egr2	Mus_musculus	D	ENSMUSG00000037868	C2H2 ZF	M00778_2.00,M08994_2.00,M09515_2.00
T101113_2.00	Egr3	Mus_musculus	D	ENSMUSG00000033730	C2H2 ZF	M00776_2.00,M02931_2.00
T101083_2.00	Gfi1	Mus_musculus	D	ENSMUSG00000029275	C2H2 ZF	M08984_2.00
T101063_2.00	Gfi1b	Mus_musculus	D	ENSMUSG00000026815	C2H2 ZF	M08098_2.00,M08977_2.00,M09514_2.00
T101054_2.00	Gli1	Mus_musculus	D	ENSMUSG00000025407	C2H2 ZF	M01023_2.00,M08976_2.00
T101235_2.00	Gli2	Mus_musculus	D	ENSMUSG00000048402	C2H2 ZF	M01024_2.00
T101021_2.00	Gli3	Mus_musculus	D	ENSMUSG00000021318	C2H2 ZF	M01022_2.00,M08023_2.00,M09512_2.00
T100997_2.00	Glis2	Mus_musculus	D	ENSMUSG00000014303	C2H2 ZF	M00129_2.00
T101000_2.00	Gtf3a	Mus_musculus	D	ENSMUSG00000016503	C2H2 ZF	M10338_2.00
T101179_2.00	Hic1	Mus_musculus	D	ENSMUSG00000043099	C2H2 ZF	M00141_2.00,M02933_2.00,M02934_2.00,M09003_2.00
T101108_2.00	Hinfp	Mus_musculus	D	ENSMUSG00000032119	C2H2 ZF	M08989_2.00
T101005_2.00	Ikzf1	Mus_musculus	D	ENSMUSG00000018654	C2H2 ZF	M08969_2.00
T101160_2.00	Ikzf5	Mus_musculus	D	ENSMUSG00000040167	C2H2 ZF	M10347_2.00
T101423_2.00	Insm1	Mus_musculus	D	ENSMUSG00000068154	C2H2 ZF	M09014_2.00
T101294_2.00	Klf1	Mus_musculus	D	ENSMUSG00000054191	C2H2 ZF	M08099_2.00,M09008_2.00,M09516_2.00
T101456_2.00	Klf12	Mus_musculus	D	ENSMUSG00000072294	C2H2 ZF	M00787_2.00,M02937_2.00
T101089_2.00	Klf15	Mus_musculus	D	ENSMUSG00000030087	C2H2 ZF	M08987_2.00
T101126_2.00	Klf16	Mus_musculus	D	ENSMUSG00000035397	C2H2 ZF	M10346_2.00
T101081_2.00	Klf3	Mus_musculus	D	ENSMUSG00000029178	C2H2 ZF	M08982_2.00
T100977_2.00	Klf4	Mus_musculus	D	ENSMUSG00000003032	C2H2 ZF	M08021_2.00,M08964_2.00
T100982_2.00	Klf5	Mus_musculus	D	ENSMUSG00000005148	C2H2 ZF	M08965_2.00
T100966_2.00	Klf6	Mus_musculus	D	ENSMUSG00000000078	C2H2 ZF	M08962_2.00
T101059_2.00	Klf7	Mus_musculus	D	ENSMUSG00000025959	C2H2 ZF	M00134_2.00
T101167_2.00	Klf8	Mus_musculus	D	ENSMUSG00000041649	C2H2 ZF	M00779_2.00,M09000_2.00
T101114_2.00	Klf9	Mus_musculus	D	ENSMUSG00000033863	C2H2 ZF	M00777_2.00,M10345_2.00
T101100_2.00	Maz	Mus_musculus	D	ENSMUSG00000030678	C2H2 ZF	M08988_2.00
T101070_2.00	Mecom	Mus_musculus	D	ENSMUSG00000027684	C2H2 ZF	M02667_2.00,M08980_2.00
T101078_2.00	Mtf1	Mus_musculus	D	ENSMUSG00000028890	C2H2 ZF	M00136_2.00,M08981_2.00
T101092_2.00	Mzf1	Mus_musculus	D	ENSMUSG00000030380	C2H2 ZF	M00772_2.00,M00773_2.00
T101234_2.00	Osr1	Mus_musculus	D	ENSMUSG00000048387	C2H2 ZF	M00144_2.00,M01174_2.00
T101029_2.00	Osr2	Mus_musculus	D	ENSMUSG00000022330	C2H2 ZF	M00132_2.00
T101051_2.00	Ovol1	Mus_musculus	D	ENSMUSG00000024922	C2H2 ZF	M08974_2.00
T101139_2.00	Ovol2	Mus_musculus	D	ENSMUSG00000037279	C2H2 ZF	M08993_2.00
T100973_2.00	Peg3	Mus_musculus	D	ENSMUSG00000002265	C2H2 ZF	M10336_2.00
T101009_2.00	Plagl1	Mus_musculus	D	ENSMUSG00000019817	C2H2 ZF	M00130_2.00
T101275_2.00	Plagl2	Mus_musculus	D	ENSMUSG00000051413	C2H2 ZF	M10353_2.00
T101145_2.00	Prdm1	Mus_musculus	D	ENSMUSG00000038151	C2H2 ZF	M08995_2.00
T101172_2.00	Prdm14	Mus_musculus	D	ENSMUSG00000042414	C2H2 ZF	M09001_2.00
T101154_2.00	Prdm16	Mus_musculus	D	ENSMUSG00000039410	C2H2 ZF	M08997_2.00
T101088_2.00	Prdm5	Mus_musculus	D	ENSMUSG00000029913	C2H2 ZF	M08986_2.00
T101279_2.00	Prdm9	Mus_musculus	D	ENSMUSG00000051977	C2H2 ZF	M09007_2.00
T127815_2.00	Q8K439_MOUSE	Mus_musculus	D	Q8K439_MOUSE	C2H2 ZF	M10382_2.00,M10383_2.00
T101082_2.00	Rest	Mus_musculus	D	ENSMUSG00000029249	C2H2 ZF	M08983_2.00
T101105_2.00	Sall1	Mus_musculus	D	ENSMUSG00000031665	C2H2 ZF	M10342_2.00,M10343_2.00,M10344_2.00
T101066_2.00	Sall4	Mus_musculus	D	ENSMUSG00000027547	C2H2 ZF	M08979_2.00,M10341_2.00
T101176_2.00	Snai1	Mus_musculus	D	ENSMUSG00000042821	C2H2 ZF	M00781_2.00,M09002_2.00
T101035_2.00	Snai2	Mus_musculus	D	ENSMUSG00000022676	C2H2 ZF	M08973_2.00
T100972_2.00	Sp1	Mus_musculus	D	ENSMUSG00000001280	C2H2 ZF	M00765_2.00,M08963_2.00
T101006_2.00	Sp2	Mus_musculus	D	ENSMUSG00000018678	C2H2 ZF	M08970_2.00
T101064_2.00	Sp3	Mus_musculus	D	ENSMUSG00000027109	C2H2 ZF	M08978_2.00
T101053_2.00	Sp4	Mus_musculus	D	ENSMUSG00000025323	C2H2 ZF	M00133_2.00,M01862_2.00,M05859_2.00,M08975_2.00
T101496_2.00	Sp5	Mus_musculus	D	ENSMUSG00000075304	C2H2 ZF	M09016_2.00
T101360_2.00	Sp7	Mus_musculus	D	ENSMUSG00000060284	C2H2 ZF	M09009_2.00
T100999_2.00	Wt1	Mus_musculus	D	ENSMUSG00000016458	C2H2 ZF	M08968_2.00,M10337_2.00
T101020_2.00	Yy1	Mus_musculus	D	ENSMUSG00000021264	C2H2 ZF	M08971_2.00
T101111_2.00	Zbtb1	Mus_musculus	D	ENSMUSG00000033454	C2H2 ZF	M00775_2.00
T101256_2.00	Zbtb12	Mus_musculus	D	ENSMUSG00000049823	C2H2 ZF	M00146_2.00
T101252_2.00	Zbtb14	Mus_musculus	D	ENSMUSG00000049672	C2H2 ZF	M00145_2.00
T100986_2.00	Zbtb17	Mus_musculus	D	ENSMUSG00000006215	C2H2 ZF	M08967_2.00
T101455_2.00	Zbtb3	Mus_musculus	D	ENSMUSG00000071661	C2H2 ZF	M00152_2.00
T101230_2.00	Zbtb33	Mus_musculus	D	ENSMUSG00000048047	C2H2 ZF	M09005_2.00
T101125_2.00	Zbtb7a	Mus_musculus	D	ENSMUSG00000035011	C2H2 ZF	M08991_2.00
T101071_2.00	Zbtb7b	Mus_musculus	D	ENSMUSG00000028042	C2H2 ZF	M00135_2.00
T101318_2.00	Zfp1	Mus_musculus	D	ENSMUSG00000055835	C2H2 ZF	M10357_2.00,M10358_2.00
T101336_2.00	Zfp105	Mus_musculus	D	ENSMUSG00000057895	C2H2 ZF	M00148_2.00
T101364_2.00	Zfp128	Mus_musculus	D	ENSMUSG00000060397	C2H2 ZF	M00149_2.00
T101369_2.00	Zfp143	Mus_musculus	D	ENSMUSG00000061079	C2H2 ZF	M09010_2.00
T101301_2.00	Zfp182	Mus_musculus	D	ENSMUSG00000054737	C2H2 ZF	M10354_2.00,M10355_2.00,M10356_2.00
T101057_2.00	Zfp202	Mus_musculus	D	ENSMUSG00000025602	C2H2 ZF	M00770_2.00
T101033_2.00	Zfp263	Mus_musculus	D	ENSMUSG00000022529	C2H2 ZF	M00766_2.00
T101166_2.00	Zfp281	Mus_musculus	D	ENSMUSG00000041483	C2H2 ZF	M00139_2.00,M08025_2.00,M08999_2.00
T101183_2.00	Zfp3	Mus_musculus	D	ENSMUSG00000043602	C2H2 ZF	M00782_2.00
T101102_2.00	Zfp300	Mus_musculus	D	ENSMUSG00000031079	C2H2 ZF	M00774_2.00
T101207_2.00	Zfp322a	Mus_musculus	D	ENSMUSG00000046351	C2H2 ZF	M09004_2.00
T101157_2.00	Zfp335	Mus_musculus	D	ENSMUSG00000039834	C2H2 ZF	M08998_2.00
T101174_2.00	Zfp410	Mus_musculus	D	ENSMUSG00000042472	C2H2 ZF	M00140_2.00
T101270_2.00	Zfp42	Mus_musculus	D	ENSMUSG00000051176	C2H2 ZF	M09006_2.00,M10351_2.00,M10352_2.00
T101424_2.00	Zfp467	Mus_musculus	D	ENSMUSG00000068551	C2H2 ZF	M10360_2.00
T101130_2.00	Zfp57	Mus_musculus	D	ENSMUSG00000036036	C2H2 ZF	M08992_2.00
T101353_2.00	Zfp637	Mus_musculus	D	ENSMUSG00000059689	C2H2 ZF	M00786_2.00
T101498_2.00	Zfp652	Mus_musculus	D	ENSMUSG00000075595	C2H2 ZF	M02938_2.00
T101545_2.00	Zfp664	Mus_musculus	D	ENSMUSG00000079215	C2H2 ZF	M10361_2.00
T101197_2.00	Zfp691	Mus_musculus	D	ENSMUSG00000045268	C2H2 ZF	M00142_2.00
T101258_2.00	Zfp697	Mus_musculus	D	ENSMUSG00000050064	C2H2 ZF	M10348_2.00,M10349_2.00,M10350_2.00
T101056_2.00	Zfp711	Mus_musculus	D	ENSMUSG00000025529	C2H2 ZF	M01863_2.00
T101215_2.00	Zfp740	Mus_musculus	D	ENSMUSG00000046897	C2H2 ZF	M00143_2.00,M00784_2.00,M02935_2.00
T101404_2.00	Zfp932	Mus_musculus	D	ENSMUSG00000066613	C2H2 ZF	M09012_2.00
T101547_2.00	Zfx	Mus_musculus	D	ENSMUSG00000079509	C2H2 ZF	M00788_2.00,M08100_2.00,M09017_2.00,M09517_2.00
T101109_2.00	Zic1	Mus_musculus	D	ENSMUSG00000032368	C2H2 ZF	M00137_2.00,M08990_2.00
T101372_2.00	Zic2	Mus_musculus	D	ENSMUSG00000061524	C2H2 ZF	M00150_2.00,M09011_2.00
T101414_2.00	Zic3	Mus_musculus	D	ENSMUSG00000067860	C2H2 ZF	M00151_2.00,M02936_2.00,M09013_2.00,M10359_2.00
T101168_2.00	Zic5	Mus_musculus	D	ENSMUSG00000041703	C2H2 ZF	M00780_2.00
T101087_2.00	Zkscan1	Mus_musculus	D	ENSMUSG00000029729	C2H2 ZF	M00771_2.00,M08985_2.00
T101319_2.00	Zkscan5	Mus_musculus	D	ENSMUSG00000055991	C2H2 ZF	M00785_2.00
T101042_2.00	Zscan10	Mus_musculus	D	ENSMUSG00000023902	C2H2 ZF	M00767_2.00,M00768_2.00,M00769_2.00
T101027_2.00	Zscan26	Mus_musculus	D	ENSMUSG00000022228	C2H2 ZF	M00131_2.00
T101295_2.00	Zscan4c	Mus_musculus	D	ENSMUSG00000054272	C2H2 ZF	M00147_2.00
T075918_2.00	Zeb1	Mus_musculus	D	ENSMUSG00000024238	C2H2 ZF,Homeodomain	M05844_2.00,M08849_2.00
T076679_2.00	Zscan20	Mus_musculus	D	ENSMUSG00000061894	C2H2 ZF,Myb/SANT	M00764_2.00
T159933_2.00	Nfya	Mus_musculus	D	ENSMUSG00000023994	CBF/NF-Y	M09019_2.00
T166091_2.00	Rbpj	Mus_musculus	D	ENSMUSG00000039191	CSL	M09021_2.00
T166090_2.00	Rbpjl	Mus_musculus	D	ENSMUSG00000017007	CSL	M09519_2.00
T167155_2.00	Cux1	Mus_musculus	D	ENSMUSG00000029705	CUT,Homeodomain	M00379_2.00,M09024_2.00
T167157_2.00	Cux2	Mus_musculus	D	ENSMUSG00000042589	CUT,Homeodomain	M09025_2.00
T167158_2.00	Onecut1	Mus_musculus	D	ENSMUSG00000043013	CUT,Homeodomain	M09026_2.00,M09520_2.00
T168544_2.00	XP_006525770.1	Mus_musculus	D	XP_006525770.1	CxxC	M01918_2.00
T169125_2.00	Dmrt1	Mus_musculus	D	ENSMUSG00000024837	DM	M09027_2.00
T169126_2.00	Dmrtb1	Mus_musculus	D	ENSMUSG00000028610	DM	M09028_2.00
T169124_2.00	Dmrtc2	Mus_musculus	D	ENSMUSG00000011349	DM	M00789_2.00
T172771_2.00	E2f1	Mus_musculus	D	ENSMUSG00000027490	E2F	M09041_2.00
T172769_2.00	E2f2	Mus_musculus	D	ENSMUSG00000018983	E2F	M00154_2.00,M09039_2.00
T172768_2.00	E2f3	Mus_musculus	D	ENSMUSG00000016477	E2F	M00153_2.00,M09038_2.00
T172767_2.00	E2f4	Mus_musculus	D	ENSMUSG00000014859	E2F	M09037_2.00
T172772_2.00	E2f5	Mus_musculus	D	ENSMUSG00000027552	E2F	M09042_2.00
T172776_2.00	E2f6	Mus_musculus	D	ENSMUSG00000057469	E2F	M09043_2.00
T172770_2.00	E2f7	Mus_musculus	D	ENSMUSG00000020185	E2F	M09040_2.00
T174616_2.00	Ebf1	Mus_musculus	D	ENSMUSG00000057098	EBF1	M09045_2.00,M09527_2.00,M10469_2.00
T174614_2.00	Ebf2	Mus_musculus	D	ENSMUSG00000022053	EBF1	M10467_2.00
T174615_2.00	Ebf4	Mus_musculus	D	ENSMUSG00000053552	EBF1	M10468_2.00
T176535_2.00	Ehf	Mus_musculus	D	ENSMUSG00000012350	Ets	M00158_2.00,M01484_2.00,M09071_2.00
T176546_2.00	Elf1	Mus_musculus	D	ENSMUSG00000036461	Ets	M09079_2.00
T176547_2.00	Elf2	Mus_musculus	D	ENSMUSG00000037174	Ets	M01494_2.00,M09080_2.00
T176526_2.00	Elf3	Mus_musculus	D	ENSMUSG00000003051	Ets	M00156_2.00,M01476_2.00,M09066_2.00
T176544_2.00	Elf4	Mus_musculus	D	ENSMUSG00000031103	Ets	M01492_2.00
T176542_2.00	Elf5	Mus_musculus	D	ENSMUSG00000027186	Ets	M01490_2.00,M03011_2.00,M09076_2.00
T176534_2.00	Elk1	Mus_musculus	D	ENSMUSG00000009406	Ets	M01483_2.00,M09070_2.00
T176532_2.00	Elk3	Mus_musculus	D	ENSMUSG00000008398	Ets	M01481_2.00,M03010_2.00
T176541_2.00	Elk4	Mus_musculus	D	ENSMUSG00000026436	Ets	M01489_2.00,M09075_2.00
T176548_2.00	Erg	Mus_musculus	D	ENSMUSG00000040732	Ets	M01495_2.00,M09081_2.00
T176545_2.00	Ets1	Mus_musculus	D	ENSMUSG00000032035	Ets	M01493_2.00,M09078_2.00
T176539_2.00	Ets2	Mus_musculus	D	ENSMUSG00000022895	Ets	M09074_2.00
T176528_2.00	Etv1	Mus_musculus	D	ENSMUSG00000004151	Ets	M01478_2.00,M01479_2.00
T176530_2.00	Etv2	Mus_musculus	D	ENSMUSG00000006311	Ets	M09067_2.00
T176527_2.00	Etv3	Mus_musculus	D	ENSMUSG00000003382	Ets	M01477_2.00
T176538_2.00	Etv4	Mus_musculus	D	ENSMUSG00000017724	Ets	M01487_2.00,M09073_2.00
T176536_2.00	Etv5	Mus_musculus	D	ENSMUSG00000013089	Ets	M01485_2.00
T176543_2.00	Etv6	Mus_musculus	D	ENSMUSG00000030199	Ets	M01491_2.00,M09077_2.00
T176550_2.00	Fev	Mus_musculus	D	ENSMUSG00000055197	Ets	M09082_2.00
T176537_2.00	Fli1	Mus_musculus	D	ENSMUSG00000016087	Ets	M01486_2.00,M09072_2.00,M09539_2.00
T176533_2.00	Gabpa	Mus_musculus	D	ENSMUSG00000008976	Ets	M00157_2.00,M01482_2.00,M08113_2.00,M09069_2.00
T176540_2.00	Spdef	Mus_musculus	D	ENSMUSG00000024215	Ets	M00159_2.00,M01488_2.00
T176525_2.00	Spi1	Mus_musculus	D	ENSMUSG00000002111	Ets	M00155_2.00,M01475_2.00,M08027_2.00,M09065_2.00,M09538_2.00
T176531_2.00	Spib	Mus_musculus	D	ENSMUSG00000008193	Ets	M09068_2.00
T176529_2.00	Spic	Mus_musculus	D	ENSMUSG00000004359	Ets	M01480_2.00,M03009_2.00
T177617_2.00	XP_911724.4	Mus_musculus	D	XP_911724.4	Ets	M01496_2.00
T186352_2.00	Foxa1	Mus_musculus	D	ENSMUSG00000035451	Forkhead	M09103_2.00
T186353_2.00	Foxa2	Mus_musculus	D	ENSMUSG00000037025	Forkhead	M00162_2.00,M08121_2.00,M09104_2.00
T186358_2.00	Foxa3	Mus_musculus	D	ENSMUSG00000040891	Forkhead	M09106_2.00
T186376_2.00	Foxb1	Mus_musculus	D	ENSMUSG00000059246	Forkhead	M01983_2.00
T186368_2.00	Foxc1	Mus_musculus	D	ENSMUSG00000050295	Forkhead	M01982_2.00,M03059_2.00,M03060_2.00,M09111_2.00
T186364_2.00	Foxc2	Mus_musculus	D	ENSMUSG00000046714	Forkhead	M00796_2.00
T186382_2.00	Foxd1	Mus_musculus	D	ENSMUSG00000078302	Forkhead	M10570_2.00
T186377_2.00	Foxd3	Mus_musculus	D	ENSMUSG00000067261	Forkhead	M09114_2.00
T186343_2.00	Foxg1	Mus_musculus	D	ENSMUSG00000020950	Forkhead	M00791_2.00,M03052_2.00,M03053_2.00,M03054_2.00
T186365_2.00	Foxi1	Mus_musculus	D	ENSMUSG00000047861	Forkhead	M09109_2.00
T186350_2.00	Foxj1	Mus_musculus	D	ENSMUSG00000034227	Forkhead	M00161_2.00
T186342_2.00	Foxj2	Mus_musculus	D	ENSMUSG00000003154	Forkhead	M00790_2.00,M01980_2.00,M09100_2.00
T186347_2.00	Foxj3	Mus_musculus	D	ENSMUSG00000032998	Forkhead	M00160_2.00,M01981_2.00,M03055_2.00,M03056_2.00,M03057_2.00,M03058_2.00,M09102_2.00
T186374_2.00	Foxk1	Mus_musculus	D	ENSMUSG00000056493	Forkhead	M00163_2.00,M03061_2.00,M03062_2.00,M09113_2.00
T186384_2.00	Foxl1	Mus_musculus	D	ENSMUSG00000097084	Forkhead	M00164_2.00
T186369_2.00	Foxl2	Mus_musculus	D	ENSMUSG00000050397	Forkhead	M09112_2.00
T186340_2.00	Foxm1	Mus_musculus	D	ENSMUSG00000001517	Forkhead	M01009_2.00,M09099_2.00,M10568_2.00,M10569_2.00
T186341_2.00	Foxn1	Mus_musculus	D	ENSMUSG00000002057	Forkhead	M01010_2.00
T186359_2.00	Foxn4	Mus_musculus	D	ENSMUSG00000042002	Forkhead	M01011_2.00
T186362_2.00	Foxo1	Mus_musculus	D	ENSMUSG00000044167	Forkhead	M00795_2.00,M08122_2.00,M09108_2.00,M09547_2.00
T186367_2.00	Foxo3	Mus_musculus	D	ENSMUSG00000048756	Forkhead	M00797_2.00,M09110_2.00
T186361_2.00	Foxo4	Mus_musculus	D	ENSMUSG00000042903	Forkhead	M00794_2.00,M09107_2.00
T186371_2.00	Foxo6	Mus_musculus	D	ENSMUSG00000052135	Forkhead	M00798_2.00
T186346_2.00	Foxp1	Mus_musculus	D	ENSMUSG00000030067	Forkhead	M00793_2.00
T186345_2.00	Foxp2	Mus_musculus	D	ENSMUSG00000029563	Forkhead	M00792_2.00,M09101_2.00
T186355_2.00	Foxq1	Mus_musculus	D	ENSMUSG00000038415	Forkhead	M09105_2.00
T186383_2.00	Gm5294	Mus_musculus	D	ENSMUSG00000094504	Forkhead	M01984_2.00
T192876_2.00	Gata1	Mus_musculus	D	ENSMUSG00000031162	GATA	M08127_2.00,M09124_2.00
T192872_2.00	Gata2	Mus_musculus	D	ENSMUSG00000015053	GATA	M09121_2.00
T192873_2.00	Gata3	Mus_musculus	D	ENSMUSG00000015619	GATA	M00166_2.00,M05867_2.00,M09122_2.00,M09551_2.00,M09552_2.00,M09553_2.00,M09554_2.00,M09555_2.00
T192875_2.00	Gata4	Mus_musculus	D	ENSMUSG00000021944	GATA	M00799_2.00,M08126_2.00,M09123_2.00,M09556_2.00
T192874_2.00	Gata5	Mus_musculus	D	ENSMUSG00000015627	GATA	M00167_2.00,M10598_2.00
T192871_2.00	Gata6	Mus_musculus	D	ENSMUSG00000005836	GATA	M00165_2.00,M09120_2.00
T198024_2.00	Gcm1	Mus_musculus	D	ENSMUSG00000023333	GCM	M00168_2.00
T199109_2.00	Grhl2	Mus_musculus	D	ENSMUSG00000022286	Grainyhead	M09126_2.00
T199110_2.00	Tcfcp2l1	Mus_musculus	D	ENSMUSG00000026380	Grainyhead	M08029_2.00,M08030_2.00,M09127_2.00
T203894_2.00	A1JVI6_MOUSE	Mus_musculus	D	A1JVI6_MOUSE	Homeodomain	M02033_2.00
T212488_2.00	Alx1	Mus_musculus	D	ENSMUSG00000036602	Homeodomain	M00471_2.00,M00472_2.00,M03272_2.00,M03273_2.00,M09201_2.00
T212405_2.00	Alx3	Mus_musculus	D	ENSMUSG00000014603	Homeodomain	M00402_2.00
T212504_2.00	Alx4	Mus_musculus	D	ENSMUSG00000040310	Homeodomain	M00487_2.00,M03278_2.00
T212482_2.00	Arx	Mus_musculus	D	ENSMUSG00000035277	Homeodomain	M00467_2.00,M03269_2.00
T212444_2.00	Barhl1	Mus_musculus	D	ENSMUSG00000026805	Homeodomain	M00433_2.00,M03258_2.00,M03259_2.00,M03260_2.00
T212474_2.00	Barhl2	Mus_musculus	D	ENSMUSG00000034384	Homeodomain	M00460_2.00
T212418_2.00	Barx1	Mus_musculus	D	ENSMUSG00000021381	Homeodomain	M00413_2.00,M09181_2.00
T212470_2.00	Barx2	Mus_musculus	D	ENSMUSG00000032033	Homeodomain	M00457_2.00
T212545_2.00	Bsx	Mus_musculus	D	ENSMUSG00000054360	Homeodomain	M00516_2.00
T212434_2.00	Cdx1	Mus_musculus	D	ENSMUSG00000024619	Homeodomain	M00427_2.00,M09186_2.00
T212458_2.00	Cdx2	Mus_musculus	D	ENSMUSG00000029646	Homeodomain	M00447_2.00,M09193_2.00,M09572_2.00
T212464_2.00	Cdx4	Mus_musculus	D	ENSMUSG00000031326	Homeodomain	M09197_2.00
T212604_2.00	Cphx1	Mus_musculus	D	ENSMUSG00000095975	Homeodomain	M00533_2.00
T212510_2.00	Crx	Mus_musculus	D	ENSMUSG00000041578	Homeodomain	M00489_2.00,M08139_2.00,M09208_2.00,M09577_2.00
T212463_2.00	Dbx1	Mus_musculus	D	ENSMUSG00000030507	Homeodomain	M00451_2.00
T212523_2.00	Dbx2	Mus_musculus	D	ENSMUSG00000045608	Homeodomain	M00499_2.00
T212513_2.00	Dlx1	Mus_musculus	D	ENSMUSG00000041911	Homeodomain	M00491_2.00,M03281_2.00
T212430_2.00	Dlx2	Mus_musculus	D	ENSMUSG00000023391	Homeodomain	M00423_2.00,M03254_2.00
T212388_2.00	Dlx3	Mus_musculus	D	ENSMUSG00000001510	Homeodomain	M00387_2.00,M09172_2.00
T212413_2.00	Dlx4	Mus_musculus	D	ENSMUSG00000020871	Homeodomain	M00409_2.00
T212461_2.00	Dlx5	Mus_musculus	D	ENSMUSG00000029755	Homeodomain	M00449_2.00,M09195_2.00
T212452_2.00	Dmbx1	Mus_musculus	D	ENSMUSG00000028707	Homeodomain	M00441_2.00
T212526_2.00	Duxbl1	Mus_musculus	D	ENSMUSG00000048502	Homeodomain	M00502_2.00,M02099_2.00
T212519_2.00	Emx2	Mus_musculus	D	ENSMUSG00000043969	Homeodomain	M00495_2.00
T212550_2.00	En1	Mus_musculus	D	ENSMUSG00000058665	Homeodomain	M00519_2.00
T212500_2.00	En2	Mus_musculus	D	ENSMUSG00000039095	Homeodomain	M00484_2.00,M03276_2.00
T212431_2.00	Esx1	Mus_musculus	D	ENSMUSG00000023443	Homeodomain	M00424_2.00
T212397_2.00	Evx1	Mus_musculus	D	ENSMUSG00000005503	Homeodomain	M00395_2.00,M09174_2.00
T212394_2.00	Evx2	Mus_musculus	D	ENSMUSG00000001815	Homeodomain	M00393_2.00,M09173_2.00
T212561_2.00	Gbx1	Mus_musculus	D	ENSMUSG00000067724	Homeodomain	M00525_2.00,M03286_2.00
T212476_2.00	Gbx2	Mus_musculus	D	ENSMUSG00000034486	Homeodomain	M00462_2.00,M03268_2.00
T212415_2.00	Gsc	Mus_musculus	D	ENSMUSG00000021095	Homeodomain	M00411_2.00
T212485_2.00	Gsx2	Mus_musculus	D	ENSMUSG00000035946	Homeodomain	M00469_2.00
T212477_2.00	Hdx	Mus_musculus	D	ENSMUSG00000034551	Homeodomain	M00463_2.00
T212501_2.00	Hlx	Mus_musculus	D	ENSMUSG00000039377	Homeodomain	M00485_2.00
T212424_2.00	Hmbox1	Mus_musculus	D	ENSMUSG00000021972	Homeodomain	M00419_2.00
T212560_2.00	Hmx1	Mus_musculus	D	ENSMUSG00000067438	Homeodomain	M00524_2.00
T212531_2.00	Hmx2	Mus_musculus	D	ENSMUSG00000050100	Homeodomain	M00507_2.00
T212455_2.00	Hnf1a	Mus_musculus	D	ENSMUSG00000029556	Homeodomain	M00171_2.00,M00444_2.00,M09191_2.00
T212412_2.00	Hnf1b	Mus_musculus	D	ENSMUSG00000020679	Homeodomain	M00408_2.00,M09179_2.00
T212548_2.00	Homez	Mus_musculus	D	ENSMUSG00000057156	Homeodomain	M00518_2.00
T212462_2.00	Hoxa1	Mus_musculus	D	ENSMUSG00000029844	Homeodomain	M00450_2.00,M09196_2.00
T212382_2.00	Hoxa10	Mus_musculus	D	ENSMUSG00000000938	Homeodomain	M00382_2.00,M09170_2.00,M10763_2.00
T212490_2.00	Hoxa11	Mus_musculus	D	ENSMUSG00000038210	Homeodomain	M00474_2.00,M03274_2.00,M03275_2.00
T212489_2.00	Hoxa13	Mus_musculus	D	ENSMUSG00000038203	Homeodomain	M00473_2.00,M09202_2.00
T212406_2.00	Hoxa2	Mus_musculus	D	ENSMUSG00000014704	Homeodomain	M00403_2.00,M03251_2.00,M09566_2.00
T212582_2.00	Hoxa3	Mus_musculus	D	ENSMUSG00000079560	Homeodomain	M00172_2.00,M00532_2.00
T212383_2.00	Hoxa4	Mus_musculus	D	ENSMUSG00000000942	Homeodomain	M00383_2.00
T212493_2.00	Hoxa5	Mus_musculus	D	ENSMUSG00000038253	Homeodomain	M00478_2.00
T212517_2.00	Hoxa6	Mus_musculus	D	ENSMUSG00000043219	Homeodomain	M00494_2.00
T212492_2.00	Hoxa7	Mus_musculus	D	ENSMUSG00000038236	Homeodomain	M00476_2.00,M00477_2.00
T212491_2.00	Hoxa9	Mus_musculus	D	ENSMUSG00000038227	Homeodomain	M00475_2.00,M08138_2.00,M09203_2.00,M09575_2.00
T212529_2.00	Hoxb13	Mus_musculus	D	ENSMUSG00000049604	Homeodomain	M00505_2.00
T212528_2.00	Hoxb3	Mus_musculus	D	ENSMUSG00000048763	Homeodomain	M00504_2.00
T212494_2.00	Hoxb4	Mus_musculus	D	ENSMUSG00000038692	Homeodomain	M00479_2.00,M09204_2.00,M09576_2.00
T212495_2.00	Hoxb5	Mus_musculus	D	ENSMUSG00000038700	Homeodomain	M00480_2.00
T212381_2.00	Hoxb6	Mus_musculus	D	ENSMUSG00000000690	Homeodomain	M00381_2.00
T212497_2.00	Hoxb7	Mus_musculus	D	ENSMUSG00000038721	Homeodomain	M00481_2.00,M09206_2.00
