ID_JGI_Vienna	ID_Vienna	ID_JGI	ID_DToL
Nvec_v1g93314	NVE13957	v1g93314	Nvec_vc1.1_XM_032387170.2
Nvec_v1g162677	NVE13957	v1g162677	Nvec_vc1.1_XM_048729298.1
Nvec_v1g162677	NVE13958	v1g162677	Nvec_vc1.1_XM_048729298.1
Nvec_NVE13959	NVE13959		Nvec_vc1.1_XM_048729304.1
Nvec_NVE13960	NVE13960		Nvec_NVE13960
Nvec_v1g240665	NVE13961	v1g240665	Nvec_vc1.1_XM_001637179.3
Nvec_NVE13962	NVE13962		Nvec_vc1.1_XM_001637179.3
Nvec_v1g181917	NVE13963	v1g181917	Nvec_vc1.1_XM_001637125.3
Nvec_v1g240667	NVE13964	v1g240667	Nvec_vc1.1_XM_001637181.3
Nvec_v1g93064	NVE13965	v1g93064	Nvec_vc1.1_XM_032387202.2
Nvec_v1g240669	NVE13966	v1g240669	Nvec_v1g240669
Nvec_v1g240670	NVE13967	v1g240670	Nvec_vc1.1_XM_001637127.3
Nvec_NVE13968	NVE13968		Nvec_vc1.1_XM_032387272.2
Nvec_NVE13969	NVE13969		Nvec_vc1.1_XM_048728359.1
Nvec_v1g228740	NVE13970	v1g228740	Nvec_vc1.1_XM_032387174.2
Nvec_NVE13971	NVE13971		Nvec_vc1.1_XM_001637128.3
Nvec_v1g92998	NVE13972	v1g92998	Nvec_vc1.1_XM_001637128.3
Nvec_v1g240673	NVE13973	v1g240673	Nvec_vc1.1_XM_032387176.2
Nvec_v1g228742	NVE13974	v1g228742	Nvec_vc1.1_XM_032387185.2
Nvec_NVE13975	NVE13975		Nvec_vc1.1_XM_032387184.2
Nvec_v1g30320	NVE13976	v1g30320	Nvec_vc1.1_XM_001637187.3
Nvec_v1g93026	NVE13977	v1g93026	Nvec_vc1.1_XM_001637188.3
Nvec_v1g181936	NVE13978	v1g181936	Nvec_vc1.1_XM_001637130.3
Nvec_v1g93171	NVE13979	v1g93171	Nvec_vc1.1_XM_032387173.2
Nvec_v1g35540	NVE13980	v1g35540	Nvec_vc1.1_XM_032387183.2
Nvec_v1g37793	NVE13981	v1g37793	Nvec_vc1.1_XM_001637190.3
Nvec_NVE13982	NVE13982		Nvec_vc1.1_XM_032387188.2
Nvec_NVE13983	NVE13983		Nvec_vc1.1_XM_032387188.2
Nvec_NVE13984	NVE13984		Nvec_vc1.1_XM_032387187.2
Nvec_NVE13985	NVE13985		Nvec_vc1.1_XM_032387175.2
Nvec_NVE13986	NVE13986		Nvec_vc1.1_XM_032387186.2
Nvec_NVE13987	NVE13987		Nvec_vc1.1_XM_032387121.2
Nvec_v1g240687	NVE13988	v1g240687	Nvec_vc1.1_XM_048725725.1
Nvec_v1g202155	NVE13988	v1g202155	Nvec_vc1.1_XM_048725725.1
Nvec_v1g202155	NVE13989	v1g202155	Nvec_vc1.1_XM_048725725.1
Nvec_v1g201841	NVE13493	v1g201841	Nvec_vc1.1_XM_048732301.1
Nvec_v1g240536	NVE13493	v1g240536	Nvec_vc1.1_XM_048732301.1
Nvec_v1g201842	NVE13494	v1g201842	Nvec_vc1.1_XM_048732309.1
Nvec_v1g240537	NVE13495	v1g240537	Nvec_vc1.1_XM_001637257.3
Nvec_v1g77720	NVE13496	v1g77720	Nvec_vc1.1_XM_032387403.2
Nvec_v1g162447	NVE13497	v1g162447	Nvec_vc1.1_XM_048732306.1
Nvec_v1g201847	NVE13498	v1g201847	Nvec_vc1.1_XM_032387285.2
Nvec_NVE13499	NVE13499		Nvec_vc1.1_XM_032387292.2
Nvec_v1g201849	NVE13500	v1g201849	Nvec_vc1.1_XM_048733143.1
Nvec_v1g20898	NVE13501	v1g20898	Nvec_vc1.1_XM_032387343.2
Nvec_v1g201851	NVE13502	v1g201851	Nvec_vc1.1_XM_001637260.3
Nvec_v1g201852	NVE13503	v1g201852	Nvec_v1g201852
Nvec_v1g92823	NVE13504	v1g92823	Nvec_vc1.1_XM_048733143.1
Nvec_v1g181689	NVE13504	v1g181689	Nvec_vc1.1_XM_001637201.3
Nvec_v1g92823	NVE13505	v1g92823	Nvec_vc1.1_XM_048733143.1
Nvec_v1g92717	NVE13506	v1g92717	Nvec_vc1.1_XM_001637205.3
Nvec_v1g201856	NVE13507	v1g201856	Nvec_vc1.1_XM_048732809.1
Nvec_v1g92762	NVE13508	v1g92762	Nvec_vc1.1_XM_001637262.3
Nvec_NVE13509	NVE13509		Nvec_vc1.1_XM_048732366.1
Nvec_NVE13510	NVE13510		Nvec_vc1.1_XM_048732366.1
Nvec_v1g162458	NVE13511	v1g162458	Nvec_vc1.1_XM_032387392.2
Nvec_v1g240544	NVE13512	v1g240544	Nvec_vc1.1_XM_048732573.1
Nvec_v1g240544	NVE13513	v1g240544	Nvec_vc1.1_XM_048732573.1
Nvec_v1g240545	NVE13514	v1g240545	Nvec_vc1.1_XM_001637264.3
Nvec_v1g201862	NVE13515	v1g201862	Nvec_vc1.1_XM_001637208.3
Nvec_v1g92832	NVE13516	v1g92832	Nvec_vc1.1_XM_001637265.3
Nvec_NVE13517	NVE13517		Nvec_vc1.1_XM_048732575.1
Nvec_v1g240549	NVE13518	v1g240549	Nvec_vc1.1_XM_048732575.1
Nvec_v1g240549	NVE13519	v1g240549	Nvec_vc1.1_XM_048732575.1
Nvec_v1g92892	NVE13520	v1g92892	Nvec_vc1.1_XM_032387331.2
Nvec_NVE13521	NVE13521		Nvec_NVE13521
Nvec_v1g92827	NVE13522	v1g92827	Nvec_vc1.1_XM_001637210.3
Nvec_NVE13523	NVE13523		Nvec_vc1.1_XM_032387333.2
Nvec_v1g240553	NVE13524	v1g240553	Nvec_vc1.1_XM_048732164.1
Nvec_NVE13525	NVE13525		Nvec_NVE13525
Nvec_v1g240554	NVE13526	v1g240554	Nvec_vc1.1_XM_001637211.3
Nvec_v1g92799	NVE13527	v1g92799	Nvec_vc1.1_XM_032387283.2
Nvec_v1g37078	NVE13528	v1g37078	Nvec_vc1.1_XM_032387281.2
Nvec_v1g201877	NVE13529	v1g201877	Nvec_vc1.1_XM_032387280.2
Nvec_v1g92887	NVE13529	v1g92887	Nvec_vc1.1_XM_032387280.2
Nvec_v1g201879	NVE13530	v1g201879	Nvec_vc1.1_XM_048733062.1
Nvec_v1g92763	NVE13531	v1g92763	Nvec_vc1.1_XM_032387290.2
Nvec_v1g92927	NVE13532	v1g92927	Nvec_vc1.1_XM_001637217.3
Nvec_v1g201883	NVE13533	v1g201883	Nvec_vc1.1_XM_001637269.3
Nvec_v1g240559	NVE13534	v1g240559	Nvec_vc1.1_XM_032387288.2
Nvec_v1g92751	NVE13535	v1g92751	Nvec_vc1.1_XM_048732693.1
Nvec_NVE13536	NVE13536		Nvec_vc1.1_XM_048732087.1
Nvec_v1g201889	NVE13537	v1g201889	Nvec_vc1.1_XM_048732087.1
Nvec_v1g92831	NVE13538	v1g92831	Nvec_vc1.1_XM_001637272.3
Nvec_NVE13539	NVE13539		Nvec_vc1.1_XM_048732087.1
Nvec_v1g92693	NVE13540	v1g92693	Nvec_vc1.1_XM_001637220.3
Nvec_v1g201892	NVE13541	v1g201892	Nvec_vc1.1_XM_032387320.2
Nvec_v1g240561	NVE13542	v1g240561	Nvec_vc1.1_XM_001637221.3
Nvec_v1g201894	NVE13543	v1g201894	Nvec_vc1.1_XM_032387320.2
Nvec_v1g201895	NVE13544	v1g201895	Nvec_vc1.1_XM_048732086.1
Nvec_v1g201895	NVE13545	v1g201895	Nvec_vc1.1_XM_048732086.1
Nvec_v1g240562	NVE13546	v1g240562	Nvec_vc1.1_XM_001637223.3
Nvec_v1g201898	NVE13547	v1g201898	Nvec_vc1.1_XM_032387383.2
Nvec_v1g240563	NVE13548	v1g240563	Nvec_vc1.1_XM_032387334.2
Nvec_v1g92964	NVE13549	v1g92964	Nvec_vc1.1_XM_001637275.3
Nvec_v1g181729	NVE13550	v1g181729	Nvec_vc1.1_XM_001637226.3
Nvec_NVE13551	NVE13551		Nvec_vc1.1_XM_032387336.2
Nvec_v1g240565	NVE13552	v1g240565	Nvec_vc1.1_XM_032387382.2
Nvec_v1g201904	NVE13553	v1g201904	Nvec_vc1.1_XM_032387380.2
Nvec_v1g201906	NVE13554	v1g201906	Nvec_vc1.1_XM_001637228.3
Nvec_v1g181733	NVE13555	v1g181733	Nvec_vc1.1_XM_001637278.3
Nvec_NVE13556	NVE13556		Nvec_NVE13556
Nvec_NVE13557	NVE13557		Nvec_vc1.1_XM_032387399.2
Nvec_NVE13558	NVE13558		Nvec_vc1.1_XM_032387395.2
Nvec_v1g232242	NVE13559	v1g232242	Nvec_vc1.1_XM_001637279.3
Nvec_v1g201913	NVE13560	v1g201913	Nvec_vc1.1_XM_001637229.1
Nvec_v1g201915	NVE13561	v1g201915	Nvec_vc1.1_XM_032387376.2
Nvec_v1g240569	NVE13562	v1g240569	Nvec_vc1.1_XM_048732495.1
Nvec_v1g240569	NVE13563	v1g240569	Nvec_vc1.1_XM_048732495.1
Nvec_v1g240569	NVE13564	v1g240569	Nvec_vc1.1_XM_048732495.1
Nvec_v1g240570	NVE13564	v1g240570	Nvec_vc1.1_XM_048732495.1
Nvec_NVE13565	NVE13565		Nvec_vc1.1_XM_048731459.1
Nvec_NVE13566	NVE13566		Nvec_NVE13566
Nvec_v1g92824	NVE13567	v1g92824	Nvec_vc1.1_XM_048732495.1
Nvec_v1g240570	NVE13567	v1g240570	Nvec_vc1.1_XM_048732495.1
Nvec_v1g240571	NVE13568	v1g240571	Nvec_vc1.1_XM_048732498.1
Nvec_v1g240572	NVE13569	v1g240572	Nvec_vc1.1_XM_048732498.1
Nvec_NVE13570	NVE13570		Nvec_vc1.1_XM_048732496.1
Nvec_v1g92816	NVE13571	v1g92816	Nvec_vc1.1_XM_048732496.1
Nvec_NVE13572	NVE13572		Nvec_vc1.1_XM_032387348.2
Nvec_v1g232243	NVE13573	v1g232243	Nvec_vc1.1_XM_048732029.1
Nvec_v1g240574	NVE13574	v1g240574	Nvec_vc1.1_XM_048732030.1
Nvec_v1g240575	NVE13575	v1g240575	Nvec_vc1.1_XM_001637235.3
Nvec_NVE13576	NVE13576		Nvec_NVE13576
Nvec_v1g162513	NVE13577	v1g162513	Nvec_vc1.1_XM_001637288.3
Nvec_v1g236625	NVE13578	v1g236625	Nvec_vc1.1_XM_048732852.1
Nvec_v1g240580	NVE13579	v1g240580	Nvec_vc1.1_XM_001637239.3
Nvec_v1g63798	NVE13580	v1g63798	Nvec_vc1.1_XM_048732854.1
Nvec_v1g201944	NVE13581	v1g201944	Nvec_vc1.1_XM_048733120.1
Nvec_v1g92961	NVE13582	v1g92961	Nvec_vc1.1_XM_048733117.1
Nvec_v1g92733	NVE13582	v1g92733	Nvec_vc1.1_XM_048733117.1
Nvec_NVE13583	NVE13583		Nvec_vc1.1_XM_048733113.1
Nvec_NVE13584	NVE13584		Nvec_NVE13584
Nvec_NVE13585	NVE13585		Nvec_vc1.1_XM_048733133.1
Nvec_v1g240582	NVE13586	v1g240582	Nvec_vc1.1_XM_048733122.1
Nvec_v1g92968	NVE13587	v1g92968	Nvec_vc1.1_XM_048733122.1
Nvec_NVE13588	NVE13588		Nvec_NVE13588
Nvec_v1g201955	NVE13589	v1g201955	Nvec_vc1.1_XM_048733110.1
Nvec_v1g201955	NVE13590	v1g201955	Nvec_vc1.1_XM_048733110.1
Nvec_NVE13591	NVE13591		Nvec_NVE13591
Nvec_v1g201957	NVE13592	v1g201957	Nvec_vc1.1_XM_048732369.1
Nvec_v1g201958	NVE13593	v1g201958	Nvec_vc1.1_XM_048732840.1
Nvec_v1g201959	NVE13593	v1g201959	Nvec_vc1.1_XM_048732840.1
Nvec_v1g201960	NVE13594	v1g201960	Nvec_vc1.1_XM_032379979.2
Nvec_v1g92750	NVE13595	v1g92750	Nvec_vc1.1_XM_048732847.1
Nvec_v1g201964	NVE13596	v1g201964	Nvec_vc1.1_XM_032387371.2
Nvec_v1g228708	NVE13597	v1g228708	Nvec_vc1.1_XM_001637244.3
Nvec_NVE13598	NVE13598		Nvec_vc1.1_XM_032387365.2
Nvec_v1g240587	NVE13599	v1g240587	Nvec_vc1.1_XM_048732851.1
Nvec_v1g181769	NVE13600	v1g181769	Nvec_vc1.1_XM_001637245.3
Nvec_v1g201968	NVE13601	v1g201968	Nvec_vc1.1_XM_001637246.3
Nvec_v1g201969	NVE13602	v1g201969	Nvec_vc1.1_XM_032387318.2
Nvec_v1g201970	NVE13603	v1g201970	Nvec_vc1.1_XM_001637248.3
Nvec_v1g240589	NVE13604	v1g240589	Nvec_vc1.1_XM_048732076.1
Nvec_v1g240589	NVE13605	v1g240589	Nvec_vc1.1_XM_048732076.1
Nvec_v1g234457	NVE13606	v1g234457	Nvec_vc1.1_XM_001637249.3
Nvec_v1g181774	NVE13607	v1g181774	Nvec_vc1.1_XM_001637304.3
Nvec_NVE13608	NVE13608		Nvec_vc1.1_XM_032387311.2
Nvec_v1g201975	NVE13609	v1g201975	Nvec_vc1.1_XM_048732023.1
Nvec_v1g39874	NVE13610	v1g39874	Nvec_vc1.1_XM_032387315.2
Nvec_v1g201977	NVE13611	v1g201977	Nvec_vc1.1_XM_048732378.1
Nvec_v1g92785	NVE13612	v1g92785	Nvec_vc1.1_XM_032387312.2
Nvec_NVE13613	NVE13613		Nvec_vc1.1_XM_032387313.2
Nvec_v1g240594	NVE13614	v1g240594	Nvec_vc1.1_XM_032387379.2
Nvec_v1g92936	NVE13615	v1g92936	Nvec_vc1.1_XM_001637307.3
Nvec_v1g92915	NVE13616	v1g92915	Nvec_vc1.1_XM_032387341.2
Nvec_v1g201982	NVE13616	v1g201982	Nvec_vc1.1_XM_032387341.2
Nvec_NVE13617	NVE13617		Nvec_NVE13617
Nvec_v1g201984	NVE13618	v1g201984	Nvec_vc1.1_XM_048732657.1
Nvec_NVE13619	NVE13619		Nvec_vc1.1_XM_048732657.1
Nvec_NVE13620	NVE13620		Nvec_NVE13620
Nvec_NVE4396	NVE4396		Nvec_NVE4396
Nvec_v1g94785	NVE15410	v1g94785	Nvec_vc1.1_XM_048726638.1
Nvec_NVE15411	NVE15411		Nvec_vc1.1_XM_048726638.1
Nvec_v1g94583	NVE15412	v1g94583	Nvec_vc1.1_XM_048726643.1
Nvec_v1g240906	NVE15413	v1g240906	Nvec_vc1.1_XM_001636536.3
Nvec_v1g240907	NVE15414	v1g240907	Nvec_vc1.1_XM_032386474.2
Nvec_v1g182319	NVE15415	v1g182319	Nvec_vc1.1_XM_001636537.3
Nvec_v1g182323	NVE15416	v1g182323	Nvec_vc1.1_XM_001636603.3
Nvec_v1g182323	NVE15417	v1g182323	Nvec_vc1.1_XM_001636603.3
Nvec_v1g182326	NVE15418	v1g182326	Nvec_vc1.1_XM_001636538.3
Nvec_v1g94838	NVE15419	v1g94838	Nvec_vc1.1_XM_032386445.2
Nvec_NVE15420	NVE15420		Nvec_vc1.1_XM_048732096.1
Nvec_NVE15421	NVE15421		Nvec_vc1.1_XM_048725846.1
Nvec_v1g182331	NVE15422	v1g182331	Nvec_vc1.1_XM_048725842.1
Nvec_v1g202639	NVE15423	v1g202639	Nvec_vc1.1_XM_001636606.3
Nvec_v1g94804	NVE15424	v1g94804	Nvec_vc1.1_XM_032386379.2
Nvec_v1g240915	NVE15425	v1g240915	Nvec_vc1.1_XM_032386377.2
Nvec_v1g240916	NVE15426	v1g240916	Nvec_vc1.1_XM_001636610.3
Nvec_v1g94579	NVE15427	v1g94579	Nvec_vc1.1_XM_001636610.3
Nvec_v1g94762	NVE15428	v1g94762	Nvec_vc1.1_XM_032386385.2
Nvec_v1g94851	NVE15429	v1g94851	Nvec_vc1.1_XM_001636539.3
Nvec_v1g163111	NVE15430	v1g163111	Nvec_vc1.1_XM_032386366.2
Nvec_NVE15431	NVE15431		Nvec_vc1.1_XM_048726200.1
Nvec_NVE15431	NVE15431		Nvec_vc1.1_XM_032386366.2
Nvec_v1g94848	NVE15432	v1g94848	Nvec_vc1.1_XM_032386370.2
Nvec_v1g182353	NVE15433	v1g182353	Nvec_vc1.1_XM_001636541.3
Nvec_v1g94690	NVE15434	v1g94690	Nvec_vc1.1_XM_048725841.1
Nvec_v1g234533	NVE15435	v1g234533	Nvec_vc1.1_XM_001636543.3
Nvec_v1g240926	NVE15436	v1g240926	Nvec_vc1.1_XM_001636544.3
Nvec_v1g163128	NVE15437	v1g163128	Nvec_vc1.1_XM_048725839.1
Nvec_v1g240928	NVE15438	v1g240928	Nvec_vc1.1_XM_001636545.3
Nvec_v1g240929	NVE15439	v1g240929	Nvec_vc1.1_XM_048725838.1
Nvec_v1g182369	NVE15440	v1g182369	Nvec_vc1.1_XM_001636617.3
Nvec_v1g202660	NVE15441	v1g202660	Nvec_vc1.1_XM_032386484.2
Nvec_v1g240931	NVE15442	v1g240931	Nvec_v1g240931
Nvec_NVE15443	NVE15443		Nvec_vc1.1_XM_048726202.1
Nvec_NVE15444	NVE15444		Nvec_vc1.1_XM_048726202.1
Nvec_NVE15445	NVE15445		Nvec_vc1.1_XM_048726202.1
Nvec_NVE15446	NVE15446		Nvec_vc1.1_XM_048726203.1
Nvec_NVE15446	NVE15446		Nvec_vc1.1_XM_048726202.1
Nvec_v1g163134	NVE15447	v1g163134	Nvec_vc1.1_XM_048726400.1
Nvec_v1g202664	NVE15448	v1g202664	Nvec_vc1.1_XM_032386416.2
Nvec_v1g94651	NVE15449	v1g94651	Nvec_vc1.1_XM_001636548.3
Nvec_v1g94829	NVE15450	v1g94829	Nvec_vc1.1_XM_048727091.1
Nvec_v1g94819	NVE15450	v1g94819	Nvec_vc1.1_XM_048727091.1
Nvec_v1g163137	NVE15450	v1g163137	Nvec_vc1.1_XM_048727091.1
Nvec_v1g163141	NVE15451	v1g163141	Nvec_vc1.1_XM_032386469.2
Nvec_NVE15452	NVE15452		Nvec_NVE15452
Nvec_v1g240935	NVE15453	v1g240935	Nvec_vc1.1_XM_001636622.3
Nvec_v1g202669	NVE15454	v1g202669	Nvec_vc1.1_XM_032386442.2
Nvec_v1g240936	NVE15455	v1g240936	Nvec_vc1.1_XM_032386438.2
Nvec_v1g240936	NVE15456	v1g240936	Nvec_vc1.1_XM_032386438.2
Nvec_v1g202671	NVE15457	v1g202671	Nvec_vc1.1_XM_001636624.3
Nvec_v1g163145	NVE15458	v1g163145	Nvec_vc1.1_XM_048727213.1
Nvec_v1g163148	NVE15459	v1g163148	Nvec_vc1.1_XM_001636626.3
Nvec_v1g94637	NVE15460	v1g94637	Nvec_vc1.1_XM_032386397.2
Nvec_NVE15461	NVE15461		Nvec_vc1.1_XM_032386401.2
Nvec_v1g240939	NVE15462	v1g240939	Nvec_vc1.1_XM_001636627.3
Nvec_v1g163150	NVE15463	v1g163150	Nvec_vc1.1_XM_032386455.2
Nvec_NVE15464	NVE15464		Nvec_vc1.1_XM_032386429.2
Nvec_v1g240941	NVE15465	v1g240941	Nvec_vc1.1_XM_032386432.2
Nvec_v1g94771	NVE15466	v1g94771	Nvec_vc1.1_XM_048726725.1
Nvec_v1g240942	NVE15466	v1g240942	Nvec_vc1.1_XM_048726725.1
Nvec_v1g94796	NVE15466	v1g94796	Nvec_vc1.1_XM_048726725.1
Nvec_v1g202682	NVE15467	v1g202682	Nvec_vc1.1_XM_048723642.1
Nvec_v1g94796	NVE15468	v1g94796	Nvec_vc1.1_XM_048726725.1
Nvec_v1g163153	NVE15469	v1g163153	Nvec_vc1.1_XM_001636631.3
Nvec_v1g39792	NVE15470	v1g39792	Nvec_vc1.1_XM_032386423.2
Nvec_v1g94595	NVE15470	v1g94595	Nvec_vc1.1_XM_032386423.2
Nvec_v1g202687	NVE15471	v1g202687	Nvec_vc1.1_XM_032386425.2
Nvec_v1g202689	NVE15472	v1g202689	Nvec_vc1.1_XM_001636561.2
Nvec_v1g202690	NVE15473	v1g202690	Nvec_vc1.1_XM_048726205.1
Nvec_NVE15474	NVE15474		Nvec_NVE15474
Nvec_v1g202692	NVE15475	v1g202692	Nvec_vc1.1_XM_048726582.1
Nvec_v1g202693	NVE15475	v1g202693	Nvec_vc1.1_XM_048726582.1
Nvec_v1g202693	NVE15476	v1g202693	Nvec_vc1.1_XM_048726582.1
Nvec_v1g94701	NVE15477	v1g94701	Nvec_vc1.1_XM_032386467.2
Nvec_v1g94744	NVE15478	v1g94744	Nvec_vc1.1_XM_001636634.3
Nvec_v1g94692	NVE15479	v1g94692	Nvec_vc1.1_XM_048726771.1
Nvec_v1g94836	NVE15480	v1g94836	Nvec_vc1.1_XM_001636635.3
Nvec_v1g202700	NVE15481	v1g202700	Nvec_vc1.1_XM_001636567.3
Nvec_v1g94662	NVE15482	v1g94662	Nvec_vc1.1_XM_032386453.2
Nvec_v1g94623	NVE15483	v1g94623	Nvec_vc1.1_XM_001636568.3
Nvec_v1g20356	NVE15484	v1g20356	Nvec_vc1.1_XM_048726710.1
Nvec_v1g20356	NVE15485	v1g20356	Nvec_vc1.1_XM_048726710.1
Nvec_NVE15486	NVE15486		Nvec_vc1.1_XM_048726671.1
Nvec_v1g240951	NVE15487	v1g240951	Nvec_vc1.1_XM_001636637.3
Nvec_v1g228829	NVE15488	v1g228829	Nvec_vc1.1_XM_001636570.3
Nvec_v1g240952	NVE15489	v1g240952	Nvec_vc1.1_XM_001636571.2
Nvec_v1g202708	NVE15490	v1g202708	Nvec_vc1.1_XM_001636572.3
Nvec_v1g202709	NVE15491	v1g202709	Nvec_vc1.1_XM_001636638.3
Nvec_v1g94726	NVE15492	v1g94726	Nvec_vc1.1_XM_032386394.2
Nvec_v1g94752	NVE15493	v1g94752	Nvec_vc1.1_XM_032386468.2
Nvec_v1g240954	NVE15494	v1g240954	Nvec_vc1.1_XM_032386464.2
Nvec_v1g202714	NVE15495	v1g202714	Nvec_vc1.1_XM_001636641.3
Nvec_v1g202715	NVE15496	v1g202715	Nvec_vc1.1_XM_048726894.1
Nvec_v1g202715	NVE15497	v1g202715	Nvec_vc1.1_XM_048726894.1
Nvec_v1g182399	NVE15498	v1g182399	Nvec_vc1.1_XM_001636575.3
Nvec_v1g94717	NVE15499	v1g94717	Nvec_vc1.1_XM_032386405.1
Nvec_v1g240957	NVE15500	v1g240957	Nvec_vc1.1_XM_048726314.1
Nvec_v1g240958	NVE15501	v1g240958	Nvec_vc1.1_XM_048726312.1
Nvec_NVE15502	NVE15502		Nvec_vc1.1_XM_048726314.1
Nvec_NVE15503	NVE15503		Nvec_vc1.1_XM_048726206.1
Nvec_v1g202723	NVE15504	v1g202723	Nvec_vc1.1_XM_048726879.1
Nvec_NVE15505	NVE15505		Nvec_vc1.1_XM_048726879.1
Nvec_NVE15506	NVE15506		Nvec_vc1.1_XM_048726995.1
Nvec_v1g94812	NVE15507	v1g94812	Nvec_vc1.1_XM_032386447.2
Nvec_v1g94714	NVE15507	v1g94714	Nvec_vc1.1_XM_032386447.2
Nvec_v1g94713	NVE15507	v1g94713	Nvec_vc1.1_XM_032386447.2
Nvec_v1g202726	NVE15508	v1g202726	Nvec_vc1.1_XM_048726588.1
Nvec_v1g202727	NVE15509	v1g202727	Nvec_vc1.1_XM_001637068.3
Nvec_v1g202728	NVE15510	v1g202728	Nvec_vc1.1_XM_048726588.1
Nvec_v1g240962	NVE15511	v1g240962	Nvec_vc1.1_XM_001636646.3
Nvec_v1g94642	NVE15512	v1g94642	Nvec_vc1.1_XM_032386408.2
Nvec_NVE15513	NVE15513		Nvec_vc1.1_XM_032377731.2
Nvec_v1g240964	NVE15514	v1g240964	Nvec_vc1.1_XM_032386412.2
Nvec_NVE15515	NVE15515		Nvec_vc1.1_XM_048722478.1
Nvec_v1g202733	NVE15516	v1g202733	Nvec_vc1.1_XM_001636585.3
Nvec_v1g163167	NVE15517	v1g163167	Nvec_vc1.1_XM_001636648.3
Nvec_NVE15518	NVE15518		Nvec_vc1.1_XM_032386371.2
Nvec_NVE15519	NVE15519		Nvec_vc1.1_XM_048727060.1
Nvec_v1g94740	NVE15520	v1g94740	Nvec_vc1.1_XM_001636588.3
Nvec_v1g94668	NVE15521	v1g94668	Nvec_vc1.1_XM_032386375.2
Nvec_v1g94826	NVE15522	v1g94826	Nvec_vc1.1_XM_032386363.2
Nvec_v1g94840	NVE15523	v1g94840	Nvec_vc1.1_XM_048727061.1
Nvec_v1g6023	NVE15523	v1g6023	Nvec_vc1.1_XM_048727061.1
Nvec_NVE15524	NVE15524		Nvec_NVE15524
Nvec_v1g60847	NVE15525	v1g60847	Nvec_vc1.1_XM_048727061.1
Nvec_NVE15526	NVE15526		Nvec_vc1.1_XM_048727065.1
Nvec_v1g61624	NVE15527	v1g61624	Nvec_vc1.1_XM_048727065.1
Nvec_v1g94679	NVE15528	v1g94679	Nvec_vc1.1_XM_048727068.1
Nvec_v1g240969	NVE15529	v1g240969	Nvec_vc1.1_XM_001636654.3
Nvec_v1g240970	NVE15530	v1g240970	Nvec_vc1.1_XM_032386449.2
Nvec_NVE15531	NVE15531		Nvec_NVE15531
Nvec_NVE15532	NVE15532		Nvec_NVE15532
Nvec_v1g202754	NVE15533	v1g202754	Nvec_vc1.1_XM_001636656.3
Nvec_v1g202755	NVE15534	v1g202755	Nvec_vc1.1_XM_048727110.1
Nvec_v1g240971	NVE15535	v1g240971	Nvec_vc1.1_XM_001636657.3
Nvec_v1g94626	NVE15536	v1g94626	Nvec_vc1.1_XM_032386420.2
Nvec_v1g240973	NVE15537	v1g240973	Nvec_vc1.1_XM_001636658.3
Nvec_v1g236679	NVE15538	v1g236679	Nvec_vc1.1_XM_001636595.3
Nvec_v1g202761	NVE15539	v1g202761	Nvec_vc1.1_XM_032386422.2
Nvec_v1g240977	NVE15540	v1g240977	Nvec_vc1.1_XM_001636660.3
Nvec_v1g94580	NVE15541	v1g94580	Nvec_vc1.1_XM_032386419.2
Nvec_v1g240979	NVE15541	v1g240979	Nvec_vc1.1_XM_032386419.2
Nvec_v1g240979	NVE15542	v1g240979	Nvec_vc1.1_XM_032386419.2
Nvec_v1g240980	NVE15543	v1g240980	Nvec_vc1.1_XM_001636661.3
Nvec_v1g236681	NVE15544	v1g236681	Nvec_vc1.1_XM_001636598.3
Nvec_v1g28622	NVE15545	v1g28622	Nvec_vc1.1_XM_032386404.2
Nvec_v1g240984	NVE15546	v1g240984	Nvec_vc1.1_XM_032386402.2
Nvec_v1g225667	NVE679	v1g225667	Nvec_vc1.1_XM_048732301.1
Nvec_v1g202413	NVE14837	v1g202413	Nvec_vc1.1_XM_032375020.2
Nvec_v1g94082	NVE14838	v1g94082	Nvec_vc1.1_XM_032386625.2
Nvec_NVE14839	NVE14839		Nvec_vc1.1_XM_048732838.1
Nvec_NVE14840	NVE14840		Nvec_NVE14840
Nvec_NVE14841	NVE14841		Nvec_vc1.1_XM_032386625.2
Nvec_v1g202420	NVE14842	v1g202420	Nvec_vc1.1_XM_048732838.1
Nvec_v1g232288	NVE14843	v1g232288	Nvec_vc1.1_XM_048732836.1
Nvec_v1g162924	NVE14844	v1g162924	Nvec_vc1.1_XM_048732836.1
Nvec_v1g202424	NVE14845	v1g202424	Nvec_vc1.1_XM_048732901.1
Nvec_v1g35325	NVE14846	v1g35325	Nvec_vc1.1_XM_048732930.1
Nvec_NVE14847	NVE14847		Nvec_NVE14847
Nvec_v1g240817	NVE14848	v1g240817	Nvec_vc1.1_XM_048724008.1
Nvec_v1g232290	NVE14849	v1g232290	Nvec_vc1.1_XM_001636797.3
Nvec_v1g94193	NVE14850	v1g94193	Nvec_vc1.1_XM_001636748.3
Nvec_NVE14851	NVE14851		Nvec_vc1.1_XM_032386756.2
Nvec_NVE14852	NVE14852		Nvec_NVE14852
Nvec_v1g162932	NVE14853	v1g162932	Nvec_vc1.1_XM_048721430.1
Nvec_NVE14854	NVE14854		Nvec_vc1.1_XM_048721430.1
